|title|district|latitude|longitude|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
3282|3 min od plaży - Dwa balkony.|Gdańsk Brzeźno, Gdańska|51.748463|19.339847|78|3|1980|11000|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3283|Mieszkanie 3 pokoje Duży narożny balkon !!!!|Gdańsk Kowale, Zeusa|54.309030050000004|18.566560139279368|53|3|2018|13189|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3284|Mieszkanie - Gdańsk Kokoszki|Gdańsk Karczemki, Storczykowa|54.35524245|18.510509017945694|53|3|2003|11547|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3285|Mieszkanie - Gdańsk Morena Piecki-Migowo|Gdańsk Morena, Janusza Kusocińskiego|51.752113|19.41181|59.5|3|1982|11429|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary
3286|2 pokoje Obrońców Wybrzeża|Gdańsk Przymorze, Obrońców Wybrzeża|54.4093835|18.6009942|38|2|1970|14184|Mieszkanie|0|0|0|0|0|10|0|0|0|secondary
3287|Mieszkanie - Gdańsk Główne Miasto|Gdańsk Śródmieście, Wałowa|54.3584458|18.6514304|30|1|2018|22000|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3288|Mieszkanie - Gdynia Chylonia, 419 000 zł|Gdynia Chylonia, Starogardzka|54.5415937|18.467652411421092|41.96|2|1965|9985|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3289|Wielki Powrót!|Gdańsk Żabianka, Pomorska|54.4161057|18.5711819|31|1|1974|16419|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3290|Cisza, Spokój, Oddzielna Kuchnia|Gdańsk Morena, Myśliwskie Wzgórze|54.348280700000004|18.562206536372713|43.8|2|2010|15731|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary
3291|2 apartamenty w cenie jednego|Gdańsk Stare Przedmieście, Lastadia|54.3447808|18.6517203|79|2|1938|12000|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3292|Mieszkanie - Gdańsk Chełm|Gdańsk Chełm, Marcina Dragana|54.3413128|18.6131005|53.4|2|1982|10655|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3293|Nowoczesne mieszkanie/Jasień/72m2|Gdańsk Jasień, Potęgowska|54.3314076|18.550409385581524|7|3|2020|12486|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3294|Dwa mieszkania w centrum Gdyni|Gdynia Kamienna Góra, Juliusza Słowackiego|51.970091|19.293427|86.46|3|1937|10236|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3295|Dwa pokoje po remoncie osobna kuchnia we Wrzeszczu|Gdańsk Wrzeszcz, Sochaczewska|54.3849492|18.62475592697509|45|2|1950|14444|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3296|Wysoki Standard, Deweloper ROBYG!|Gdańsk Jasień, Lawendowe Wzgórze|52.201692|18.259949|28|2|2016|16750|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3297|Dwa pokoje stare miasto w Nowym|Gdańsk Młode Miasto, Wałowa|54.3588463|18.6536521|45|2|2017|20667|Mieszkanie|0|0|0|0|0|8|0|0|0|secondary
3298|Mieszkanie - Gdańsk Przymorze|Gdańsk Przymorze, Aleja Rzeczypospolitej|54.4034704|18.5910556|38|2|1975|1184|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3299|2 miejsca postojowe, komórka lokatorska|Gdańsk Jasień, Jabłoniowa|54.3249641|18.5488228|62.5|3|2012|11184|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary
3300|Przytulna Kawalerka z ogrodem łostowice|Gdańsk Łostowice|54.31911|18.5918006|30|1|2022|13300|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3301|Słoneczne   Możliwy zakup na kredyt|Gdańsk Łostowice, Hokejowa|54.3817696|18.6055111|37|2|2023|14838|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
3302|250m od Plaży! Do negocjacji|Gdańsk Brzeźno, Walecznych|54.40775635|18.63381576316798|52.17|2|1960|14376|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3303|Kawalerka na inwestycje|Gdańsk Przymorze, Jagiellońska|54.4125823|18.5924801|17|1|1980|2041|Mieszkanie|0|0|0|0|0|8|0|0|0|secondary
3304|Luksusowy apartament na prestiżowym osiedlu|Gdynia Chwarzno, Czesława Niemena|54.5019686|18.4374922|76|3|2020|15658|Mieszkanie|0|1|1|0|1|1|0|0|0|secondary
3305|2 duże pokoje  Loggia  Oddzielna Kuchnia|Gdańsk Chełm, Witolda Grabowskiego|54.3388283|18.6255804|53.4|2|1980|11217|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3306|3 Pokoje z tarasem i dostępem do parku; Gdańsk|Gdańsk Morena, Królewskie Wzgórze|54.3490549|18.5703027|65|3|2011|12923|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3307|Idealne mieszkanie pod inwestycje - Śródmieście|Gdańsk Długie Ogrody, Długa Grobla|54.349329499999996|18.667241485347482|42.5|2|2018|20000|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
3308|Mieszkanie - Gdańsk Łostowice|Gdańsk Łostowice, Andrzeja Grubby|54.306221|18.593622|63.94|3|2015|9525|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
3309|3 pokoje - Gdańsk Jasień - Lawendowe Wzgórze - Wysoki Standard|Gdańsk Jasień, Lawednowe Wzgórze|52.201692|18.259949|50.87|3|2016|13544|Mieszkanie|1|1|1|1|1|2|0|1|0|secondary
3310|2 pokoje   Ujeścisko   jasne, swietne położenie|Gdańsk Ujeścisko, Przemyska 39c|54.330123|18.5944491|47.54|2|2000|11149|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
3311|Apartament na osiedlu Browar Gdański|Gdańsk Wrzeszcz|54.38177|18.605511|31.61|1|2018|2499|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
3312|Zadbane 3 pokojowe mieszkanie w nowym budownictwie|Gdańsk Zakoniczyn, Konrada Guderskiego|54.3176085|18.5686315|57.4|3|2012|10958|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
3313|2 pokoje z ogródkiem i halą w nowym budownictwie|Gdańsk Łostowice, Topazowa|52.283319|21.081432|45|2|2022|11089|Mieszkanie|1|0|0|1|0|Parter|0|1|1|secondary
3314|Penthouse, Ogród na dachu, Fenomenalny widok.|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|54.3605821|18.652621|137|5|2024|25474|Mieszkanie|0|0|0|1|1|8|0|0|1|secondary
3315|Wyjątkowe mieszkanie z pięknym tarasem|Gdańsk Kokoszki, Fundamentowa|54.354486550000004|18.495567402128447|59.|3|2012|11655|Mieszkanie|0|0|1|1|1|Parter|0|1|1|secondary
3316|Gdańsk   Dom z funkcją usługową   2 osobne wejścia|Gdańsk Łostowice|54.31911|18.5918006|170|5|1985|5641|Dom szeregowy|1|1|1|1|0|nan|0|1|0|secondary
3317|Eleganckie 2 pokoje z balkonem, Gdańsk Śródmieście|Gdańsk Długie Ogrody, Angielska Grobla|54.3505277|18.666469174154322|55|2|2020|25455|Mieszkanie|1|1|0|1|1|3|0|0|0|secondary
3318|Zamieszkaj wygodnie z ogródkiem   Przymorze|Gdańsk Przymorze, Lęborska|54.40420975|18.577092221732137|56|2|2018|19625|Mieszkanie|0|0|0|0|1|Parter|0|0|1|secondary
3319|2 duże pokoje z osobną kuchnią   Zakoniczyn|Gdańsk Zakoniczyn, Wieżycka|54.3188757|18.5847376|52.61|2|2020|11576|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
3320|4 pokoje na 2 poziomach|Gdańsk Karczemki|54.3529052|18.5124017|85|4|2016|9400|Mieszkanie|0|1|0|0|0|1|1|0|0|secondary
3321|Mieszkanie 2 minuty od przystanku autobusowego.|Gdynia Pustki Cisowskie, Rydzowa|51.951388|19.303622|79.73|4|1981|8027|Mieszkanie|0|0|1|0|0|2|0|0|0|secondary
3322|Gdynia Redłowo, dom szeregowy, ogródek, balkon|Gdynia Redłowo, Kombatantów|54.487588099999996|18.54605092923152|187.4|5|2023|11857|Dom szeregowy|1|1|1|1|0|Parter|0|1|0|secondary
3323|Lux Śródmieście blisko morza miejsce postojowe|Gdańsk Długie Ogrody, Długie Ogrody|54.3471715|18.6617882|43.56|2|2019|25803|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
3324|Sopocki unikat przy plaży z windą|Sopot Dolny Sopot, Grunwaldzka|54.4439776|18.5698066|82.03|3|2004|31086|Mieszkanie|0|0|0|1|0|2|0|0|0|secondary
3325|Mieszkanie - Gdynia Chwarzno Wiczlino|Gdynia Wiczlino, Kamrowskiego|54.4950006|18.4322152|46.14|2|2007|12245|Mieszkanie|1|0|0|1|0|1|0|1|0|secondary
3326|Mieszkanie na sprzedaż Gdańsk stogi 3 pokoje|Gdańsk Stogi, Stryjewskiego 35|54.3616207|18.7190582|48|3|1975|10729|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3327|Ciche mieszkanie 3 pokojowe   Jasień|Gdańsk Jasień, Alfonsa Flisykowskiego|54.3217154|18.5602869|58.35|3|2019|11636|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
3328|Wielki Kack-3pokoje-ogródek-garderoba|Gdynia Wielki Kack, Waleriana Szefki|54.4669146|18.4893698|70|3|2002|11600|Mieszkanie|0|0|0|1|0|Parter|0|1|1|secondary
3329|Dom pod klucz z garażem na 2 auta|Gdańsk Chełm|54.3379912|18.6186695|137|4|2024|11934|Dom bliźniak|1|1|0|0|0|nan|1|1|0|secondary
3330|Mieszkanie - Gdańsk Jasień|Gdańsk Jasień|51.839523|19.834207|75.93|4|1993|8297|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary
3331|26.28 m2 balkon 4.5m2 pn-zach IIIQ24 widok na wodę|Gdańsk Długie Ogrody|54.3471715|18.6617882|30.78|1|2024|1321|Mieszkanie|1|1|0|0|1|1|1|0|0|secondary
3332|3 pok 71m2 loggia 6m2 widok na morze i LAS|Gdańsk Przymorze|54.39627835|18.583297933930446|77.3|3|2016|18085|Mieszkanie|1|1|0|0|1|10|1|1|0|secondary
3333|Dom w stanie idealnym na nowoczesnym osiedlu.|Gdynia Pogórze, Płk. Stanisława Dąbka|54.563572|18.5066517|142.7|5|2016|11703|Dom bliźniak|1|1|1|1|0|nan|0|0|1|secondary
3334|Gdańsk Środmieście Wałowa 25|Gdańsk Wrzeszcz, Wałowa 25|51.763086|19.519279|36|1|2020|21944|Mieszkanie|1|0|0|0|1|1|0|0|0|secondary
3335|Trzypokojowe mieszkanie z pięknym widokiem|Gdynia Chylonia, Morska|51.717525|19.448648|55.33|3|1980|8314|Mieszkanie|0|1|0|1|0|9|0|1|0|secondary
3336|2 pokoje w samym sercu Starego Miasta Gdańsk|Gdańsk Śródmieście, Mariacka|54.349596399999996|18.654798666255587|37.78|2|1957|21043|Mieszkanie|1|0|0|1|0|3|0|0|0|secondary
3337|Wykończone 2 pokoje + garderoba + hala garaż.|Gdańsk Św. Wojciech, Starogardzka|54.3095959|18.6297207|4|2|2023|11643|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
3338|Redłowo, przy lesie, blisko plaży.|Gdynia Redłowo|54.491524|18.538366|202.5|5|1998|10370|Mieszkanie|1|1|0|1|0|Parter|0|1|1|secondary
3339|Okazja cenowa 3 pokoje w super lokalizacji!|Gdańsk Siedlce, Kolonia Zręby|54.3502418|18.6070541|64.1|3|1983|9656|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
3340|2 pok mieszkanie Wzgórze Św. Maksymiliana|Gdynia Wzgórze św. Maksymiliana, Bp. Dominika|54.50485075|18.53695049875102|48.56|2|1950|12953|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3341|Dom Marzeń z Ogródkiem i Działką!|Gdańsk Św. Wojciech, Borkowska|54.2980024|18.6319207|150|4|1995|9326|Dom wolnostojący|1|0|1|1|0|nan|0|1|1|secondary
3342|Atrakcyjne, 3-pokojowe na Osiedlu Zielonym Jasień|Gdańsk Jasień, Potęgowska|54.3314076|18.550409385581524|50.6|3|2017|11837|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
3343|Funkcjonalny układ i świetnie skomunikowana lokalizacja-nowe budownictwo|Gdańsk Chełm, Szpora|54.33485975|18.609189750897905|44.4|2|2009|13491|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary
3344|W spokojnej, zielonej okolicy z panoramą miasta|Gdańsk Łostowice, Wielkopolska|54.3171537|18.590914|43|2|2022|12651|Mieszkanie|1|1|1|1|1|5|0|0|0|secondary
3345|Kawalerka za 256 097,56 zł netto   Gotowa!!!|Gdańsk Św. Wojciech, Władysława Jagiełły|51.710412|19.447731|27.13|1|2023|11611|Mieszkanie|0|0|1|0|1|3|0|0|0|secondary
3346|Sprzedam dom Kamienna Góra|Gdynia Kamienna Góra, Mickiewicza|54.513781699999996|18.54528915407569|320|9|1935|8438|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
3347|Święty spokój w centrum Wrzeszcza-bezcenne!|Gdańsk Wrzeszcz, Do Studzienki|54.37403615|18.612639638029194|50.|2|1992|17928|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
3348|Wykończone 2 pokoje   Wiszące Ogrody|Gdańsk Kiełpinek, Prof. Mariana Osińskiego|54.350542|18.5374307|4|2|2024|16167|Mieszkanie|0|1|0|0|1|2|0|1|0|secondary
3349|Dwu-poziomowe mieszkanie w wysokim standardzie|Gdańsk Jasień, Potęgowska 20|54.378291|18.487005|76.|3|2017|10486|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3350|Bliźniak jak wolnostojący, Kiełpino Górne.|Gdańsk Kiełpino Górne, Goplańska|54.337309399999995|18.519277123191095|26|6|1999|954|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
3351|Śródmieście   piękny taras  0% prowizji|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|54.5|2|1930|13743|Mieszkanie|0|0|1|1|0|5|0|1|0|secondary
3352|Dom w doskonałej lokalizacji / piękny ogród|Gdańsk Oliwa, Sambora|53.147092|17.959228|285|7|1936|11579|Dom wolnostojący|1|0|1|1|0|nan|0|1|1|secondary
3353|Nowoczesny dom 10 min od centrum Gdyni,blisko lasu|Gdynia Mały Kack, Parkowa|54.470628649999995|18.516988971308013|115|5|2018|21730|Dom szeregowy|1|0|0|1|0|nan|0|0|1|secondary
3354|Apartament 4 pokojowy z zapierającym dech widokiem|Gdańsk Przymorze, Olsztyńska|54.4032338|18.6048565|92.3|4|2011|17876|Mieszkanie|0|0|1|1|1|16|0|0|0|secondary
3355|Żabianka-Jelitkowo- atrakcyjne mieszkanie 1 pok. bardzo blisko morza|Gdańsk Żabianka, Jakuba Wejhera|54.4212443|18.5846315237785|3|1|1970|15781|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3356|Apartament z antresolą - jedyny w swoim rodzaju!|Gdańsk Łostowice, Niepołomicka|54.31742615|18.593106398457195|60.86|3|2016|12734|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
3357|Mieszkanie - Sopot Górny|Sopot Dolny Sopot, Niepodległości|54.4534263|18.555444|67|4|2023|22500|Mieszkanie|1|0|1|1|1|Parter|1|0|0|secondary
3358|Gdańsk Przymorze, Trzy Żagle, apartament 5 pokojow|Gdańsk Przymorze, Olsztyńska|54.4032338|18.6048565|92.3|5|2011|16739|Mieszkanie|1|0|1|1|1|17|0|0|0|secondary
3359|Mieszkanie - Gdańsk Orunia Górna|Gdańsk Orunia Górna, Emilii Hoene|54.3281381|18.622781975404894|55.94|3|1992|9814|Mieszkanie|0|0|1|1|0|4|0|1|0|secondary
3360|Mieszkanie 3 pokojowe w Gdańsku blisko Wrzeszcza|Gdańsk Niedźwiednik, Góralska|54.378057|18.566380101132665|60.5|3|1987|9421|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
3361|Mieszkanie - Sopot Wyścigi|Sopot Wyścigi / Karlikowo, Władysława Łokietka|54.4338494|18.570333309046745|61.4|2|2008|22313|Mieszkanie|1|1|1|1|1|2|0|1|0|secondary
3362|Mieszkanie - Sopot Górny|Sopot Dolny Sopot, Niepodległości|54.4534263|18.555444|106.55|4|2023|22500|Mieszkanie|1|0|1|1|1|1|1|0|0|secondary
3363|Gdańsk Starówka, Św.Ducha, 2 pokoje|Gdańsk Śródmieście, Świętego Ducha|54.3509403|18.6503584|31|2|1960|23194|Mieszkanie|0|0|1|1|0|3|0|1|0|secondary
3364|Gdynia Centrum/ 4 pokoje/kamienica|Gdynia Centrum, Świętojańska|54.5205845|18.5428249|99.25|4|1930|15113|Mieszkanie|0|1|1|0|1|2|0|1|0|secondary
3365|Dwupoziomowe mieszkanie na Ujeścisku!|Gdańsk Ujeścisko, Przemyska|54.3276513|18.592787258404858|86.7|3|1997|7670|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
3366|Nowy Apartament z loggią, w gdańskim Garnizonie|Gdańsk Wrzeszcz, Bolesława Leśmiana|54.3821614|18.5893045|103.85|3|2021|22918|Mieszkanie|0|0|0|1|1|4|0|0|0|secondary
3367|3 pok. 56m2 - ogródek - ul.Leszczynki, Gdynia!|Gdynia Leszczynki, Leszczynki|54.5274476|18.48460807256368|56|3|1983|11161|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3368|3 pokoje Suchanino- inwestycja|Gdańsk Suchanino, Ignacego Paderewskiego|51.814991|19.29927|56|3|1979|12125|Mieszkanie|0|1|1|0|1|7|0|1|0|secondary
3369|Piękne czteropokojowe mieszkanie w Gdańsku|Gdańsk Osowa, Marsa|52.649959|19.040766|74|4|2007|11824|Mieszkanie|1|1|0|1|0|1|0|1|0|secondary
3370|Mieszkanie w centrum z garażem, możliwość podziału|Sopot Dolny Sopot, Czyżewskiego 6|54.4439559|18.5637714|118|6|1905|16949|Mieszkanie|1|1|1|1|0|2|0|1|0|secondary
3371|Przestronne Mieszkanie z Pięknymi Widokami|Gdynia Dąbrowa, Łopianowa|54.4750475|18.4564474|126.|5|2003|10293|Mieszkanie|1|0|0|0|0|1|0|0|0|secondary
3372|3 Pokojowe mieszkanie na Śródmieściu!|Gdańsk Stare Przedmieście, Rzeźnicka|54.60339|18.2448246|62.88|3|1962|14281|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
3373|Apartament na Zaspie - Bezpośrednio|Gdańsk Zaspa, Stefana Drzewieckiego|54.39279345|18.61204325|54.7|2|2009|19744|Mieszkanie|0|1|1|0|1|5|0|0|0|secondary
3374|Sprzedam mieszkanie|Gdańsk Nowy Port, Wolności|54.3997991|18.6682289|37|2|1960|9595|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3375|Słoneczna Morena - Do Wprowadzenia! 3 pokoje.|Gdańsk Morena, Czesława Miłosza|54.3483126|18.589546722424245|69.37|3|2014|14124|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
3376|M na I piętrze niskiego bloku w super lokalizacji|Gdańsk Morena, Matuszewskiego|54.36301855000001|18.587455752659352|49.5|3|1979|12101|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
3377|Komfortowe mieszkanie z ogródkiem!|Gdańsk Jasień, Lawendowe Wzgórze|52.201692|18.259949|4|2|2022|15476|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
3378|Nowe, wyposażone w pełni, piękny widok|Gdańsk Łostowice, Wielkopolska|54.3171537|18.590914|48|2|2023|15208|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
3379|Gdańsk Zabornia Os. Wolne Miasto /możliwe 4 pokoje|Gdańsk Ujeścisko, Cedrowa 41|54.378291|18.487005|72.6|3|2016|12256|Mieszkanie|1|1|0|0|1|3|0|0|0|secondary
3380|3 pokoje - 63m2 - widok na morze- Gd.Obłuże|Gdynia Obłuże, Pułkownika Dąbka|54.5634107|18.5072403|63|3|1979|8986|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3381|Sopot Dolny Sopot Aleja Niepodległości|Sopot Górny Sopot, Aleja Niepodległości|54.4534263|18.555444|52.7|3|1985|18197|Mieszkanie|0|1|1|0|1|5|0|1|0|secondary
3382|Szybka sprzedaż, do negocjacji|Gdańsk Jasień, Lawendowe Wzgórze|52.201692|18.259949|27.87|1|2017|15716|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3383|Sopot    37 m2    2 pokoje    300m od zatoki|Sopot Wyścigi / Karlikowo|54.43623|18.564968|37|2|1980|18916|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3384|5 POKOI    doskonała inwestycja    lokalizacja|Gdynia Wzgórze św. Maksymiliana, Wojewody Wachowiaka|54.501175599999996|18.537649877206242|79.14|5|1960|10728|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3385|Dom (Bliźniak) - Gdynia Orłowo|Gdynia Orłowo, Inżynierska|54.4860223|18.538382855918364|200|6|1994|13990|Dom bliźniak|0|1|0|0|0|nan|0|1|1|secondary
3386|Mieszkanie blisko morza - wysoka jakość wnętrz!|Gdańsk Przymorze, Obrońców Wybrzeża|54.4093835|18.6009942|30|1|1972|17633|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
3387|Apartament z tarasem i ogrodem/enklawa|Gdynia Mały Kack, Wzgórze Bernadowo|54.5457503|18.4636617|121.7|4|2000|19310|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
3388|3 pokoje w cenie 2/ odzielna kuchnia!|Gdańsk Letnica, Sucha|54.39164455|18.64598825|65.55|3|2019|16476|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
3389|3 pokoje w centrum scala|Gdańsk Śródmieście, Łąkowa|54.3433264|18.6623425|61.11|3|2023|23728|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
3390|Sprawdzona inwestycja w centrum Gdyni|Gdynia Śródmieście, Władysława Iv|52.215343|21.15568|91.|4|1932|11949|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
3391|Wyremontowane mieszkanie z garażem i piwnicą Dąbrowa|Gdynia Dąbrowa, Poziomkowa|54.4726692|18.45575832484849|55|3|1998|12527|Mieszkanie|1|1|1|1|0|1|0|1|0|secondary
3392|Trzypokojowe mieszkanie z balkonem Niedźwiednik|Gdańsk Niedźwiednik, Leśna Góra|54.3817696|18.6055111|62.68|4|1973|11950|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3393|Dom w Orłowie z widokiem na morze|Gdynia Orłowo, Króla Jana Iii|54.478533|18.560441791149017|180|4|2008|27194|Dom szeregowy|0|1|1|1|0|nan|0|0|1|secondary
3394|Apartament z dużym balkonem blisko Starówki|Gdańsk Długie Ogrody, Łąkowa|54.3433264|18.6623425|52.81|2|2016|21757|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
3395|Mieszkanie z pięknym widokiem Jasień|Gdańsk Jasień, Tadeusza Jasińskiego|54.33643045|18.539236899935283|50.54|2|2020|13831|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
3396|Funkcjonalna przestrzeń- do własnej aranżacji|Gdynia Dąbrowa, Poziomkowa|54.4726692|18.45575832484849|90|3|2000|8778|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
3397|Dwupoziomowe Mieszkanie , 2 pokoje, Patio Rózy|Gdynia Wiczlino, Gen. Mariusza Zaruskiego|54.4929287|18.4331301|60.8|2|2010|12828|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
3398|2 pokoje z ogródkiem w apartamentowcu na Zaspie|Gdańsk Zaspa, Stefana Drzewieckiego|54.39279345|18.61204325|54.7|2|2009|21371|Mieszkanie|0|0|0|0|1|Parter|0|0|1|secondary
3399|135 m2 premium w Dolnym Sopocie, nowa kamienica|Sopot Dolny Sopot, Morska|54.4455618|18.567114051807554|135|4|2010|39926|Mieszkanie|0|0|0|1|1|Parter|0|0|0|secondary
3400|Duża kawalerka na Przymorzu|Gdańsk Przymorze, Kołobrzeska|54.4016029|18.578342075981595|32.|1|1975|15994|Mieszkanie|0|1|1|1|1|10|0|1|0|secondary
3401|Pół wolnostojącego domu na Siedlcach|Gdańsk Siedlce, Kartuska|53.041656|18.706446|160|3|1960|8431|Mieszkanie|1|0|1|1|0|Parter|1|1|0|secondary
3402|2 pok. mieszkanie na Morenie - Os. Myśliwski Stok|Gdańsk Morena, Myśliwskie Wzgórze|54.348280700000004|18.562206536372713|54.7|2|2012|12377|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary
3403|3 duże pokoje   kuchnia z oknem  super komunikacja|Gdańsk Wrzeszcz, Aleja Grunwaldzka|54.37480295|18.618860278592766|7|3|1960|16667|Mieszkanie|0|0|0|0|0|3|0|1|0|secondary
3404|Przestronne mieszkanie z garażem 4 pokoje Kokoszki|Gdańsk Kokoszki, Nowatorów|54.35887365|18.491643428764476|74.49|4|2023|13411|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
3405|Gdańsk Ujescisko 3 pok. winda, balkon, słoneczne!|Gdańsk Ujeścisko, Mariana Kołodzieja|54.3343249|18.5832985|56.91|3|2012|13513|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
3406|Nowe mieszkanie tuż przy pętli. ul. Łódzka|Gdańsk Ujeścisko, Łódzka|54.33267375|18.593171202898436|31|1|2020|19323|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3407|3 pokoje, 2 łazienki-dla rodziny- dobra cena!|Gdańsk Ujeścisko, Jeleniogórska|54.3279235|18.583904632894733|6|3|2003|11274|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
3408|Sopot! Dom 400 m od plaży!|Sopot Dolny Sopot, Bałtycka|54.4471651|18.562180729061566|110|5|1930|51364|Dom wolnostojący|1|0|0|1|0|nan|0|0|1|secondary
3409|3 pokoje w inwestycji Brabank   Apartament|Gdańsk Śródmieście, Stara Stocznia|54.3553102|18.6622584|65|3|2021|25384|Mieszkanie|0|1|1|1|1|6|0|1|0|secondary
3410|Mieszkanie 3 pokojowe Sopot Kamienny Potok|Sopot Kamienny Potok, Kraszewskiego|51.949768|19.373245|47|3|1970|17553|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
3411|Przytulne 2 pokojowe mieszkanie na Witominie|Gdynia Witomino, Niska|54.49617475|18.506795098741136|38.08|2|2003|12841|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary
3412|3 pokoje   ostatnie piętro   Gdynia Mały Kack  las|Gdynia Mały Kack, Strzelców|54.4691693|18.5091229|87|3|2014|18966|Mieszkanie|0|1|0|1|1|6|0|1|0|secondary
3413|3 pok Ogród Taras Garaż Blisko Morza Gdańsk|Gdańsk Brzeźno, Gen. Józefa Hallera|51.745911|19.810155|67|3|2020|29836|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
3414|Elegancki, jasny Apartament z tarasem|Gdynia Orłowo, Bernadowska|54.4633744|18.550913|65|3|2022|3169|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary
3415|Mieszkanie 78.62 z dużą loggią 12.22|Gdańsk Kowale, Heliosa14|54.30957|18.569748|78.6|4|2021|13355|Mieszkanie|1|0|1|0|1|1|0|1|0|secondary
3416|3 pokoje z widokiem na morze!|Gdynia Obłuże, Płk. Stanisława Dąbka|54.5634107|18.5072403|46|3|1978|9130|Mieszkanie|0|1|0|0|0|4|0|0|0|secondary
3417|Serce Chełmu!  Z pięknym widokiem, obok tramwaju!|Gdańsk Chełm, Tytusa Chałubińskiego|54.34221895|18.62392955|66.|3|1986|10257|Mieszkanie|0|1|1|1|1|5|0|1|1|secondary
