|title|district|latitude|longitude|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
3147|Elegancka willa miejska w leśnej scenerii|Sopot Górny Sopot, Stanisława Moniuszki|54.4439543|18.547397709338256|303|7|2004|26733|Dom wolnostojący|1|0|0|1|0|nan|0|0|0|secondary
3148|3 pokojowe mieszkanie z widokiem na morze|Gdańsk Morena, Bulońska|54.355978|18.5795591|62.1|3|1982|11578|Mieszkanie|0|1|0|1|0|7|0|1|0|secondary
3149|Dyskretna sprzedaż   Dom wolnostojący|Gdańsk Wrzeszcz|54.38177|18.605511|280|6|1910|35714|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
3150|Słoneczne, dwupokojowe mieszkanie z ogródkiem|Gdańsk Jasień, Jabłoniowa|54.3249641|18.5488228|40.78|2|2010|12506|Mieszkanie|0|0|1|0|1|Parter|0|0|1|secondary
3151|Apartament na Letnicy z widokiem na morze|Gdańsk Letnica, Starowiejska|52.487088|19.937637|64.77|3|2024|1851|Mieszkanie|1|0|0|0|1|9|0|0|0|secondary
3152|2 pokoje na zamkniętym osiedlu! Widok na PARK!|Gdańsk Morena, Królewskie Wzgórze|54.3490549|18.5703027|42.24|2|2016|15128|Mieszkanie|0|0|0|0|1|2|0|0|0|secondary
3153|Mieszkanie 2 pokojowe - Gdynia Wielki Kack|Gdynia Wielki Kack, Witosławy|54.46702655|18.483589884546916|43.58|2|2001|11244|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
3154|Ekskluzywne mieszkanie   Centralpark   3 pokoje|Gdańsk Morena, Franciszka Rakoczego|54.3581005|18.5785837|66.31|3|2017|14854|Mieszkanie|0|0|0|1|1|1|0|0|0|secondary
3155|Oxygen Park 43 m2   gotowe do odbioru   miejsce postojowe Gratis !!!|Gdańsk Kowale, Ofiar Grudnia 1970 r.|54.303448|18.563931|43|2|2024|12279|Mieszkanie|0|1|0|1|0|1|0|0|1|secondary
3156|2 pokoje/ Suchanino/ Ogródek|Gdańsk Suchanino, Karola Kurpińskiego|54.3527234|18.59897702249564|4|2|1975|13929|Mieszkanie|0|1|1|1|0|Parter|0|1|1|secondary
3157|10 minut do morza, 5 minut do parku.|Gdańsk Zaspa, Powstańców Wielkopolskich|54.3999022|18.6146809|65.06|3|2017|19198|Mieszkanie|0|1|0|1|0|4|0|0|0|secondary
3158|2pok Sopot Haffnera LUX perełka morze plaża|Sopot Dolny Sopot, Jana Jerzego Haffnera|54.44511|18.56571|6|2|1910|25805|Mieszkanie|0|1|1|1|0|4|0|1|0|secondary
3159|Przestronny ogród i miejsce w hali garażowej!|Gdynia Witomino, Wąska|54.4952263|18.511766614745532|6|3|2020|20887|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
3160|Zainwestuj w apartament premium na Starym Mieście|Gdańsk Śródmieście, Spichrzowa|54.3470225|18.6581089|10|5|2000|19598|Mieszkanie|1|0|0|0|1|4|0|0|0|secondary
3161|Mieszkanie - Gdynia Dąbrowa|Gdynia Dąbrowa, Sojowa|54.4715348|18.4694115|66.55|3|2008|9166|Mieszkanie|0|1|1|1|0|Parter|0|1|0|secondary
3162|Dom do remontu w świetnej lokalizacji Stara Oliwa|Gdańsk Oliwa|54.372781|18.628385|160|6|1920|16250|Dom bliźniak|0|0|1|1|0|nan|0|1|1|secondary
3163|Mieszkanie 63m Perspektywa Siedlce - podwyższony standard|Gdańsk Siedlce, Powstańców Warszawskich|50.702898|17.907467|63|3|2022|18254|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3164|Gdynia Chylonia/ 3 pokoje/ wieżowiec|Gdynia Chylonia, Chylońska|54.5448076|18.4620901|52.6|3|1980|11158|Mieszkanie|0|1|1|1|1|5|0|1|0|secondary
3165|Kawalerka na Przeróbce 3 minuty od Martwej Wisły|Gdańsk Przeróbka, Joachima Pastoriusza|54.35562615|18.682083007478315|24.24|1|1935|9901|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3166|Gdynia Orłowo/ 2 pokoje|Gdynia Orłowo, Popiela|54.47897295|18.556395502328265|50.21|2|1935|23700|Mieszkanie|0|1|0|0|0|1|0|1|1|secondary
3167|Słoneczne, 4pokoje, 2balkony,2miejsca parkingowe,|Gdańsk Matarnia - Rębiechowo, Mjr. Mieczysława Słabego|54.37354|18.506331|80|4|2007|11800|Mieszkanie|0|1|1|1|0|2|0|0|1|secondary
3168|Mieszkanie 2 poziomowe Gdańsk Śródmieście|Gdańsk Śródmieście, Jana Heweliusza|54.3552326|18.6478808|42.3|2|1960|23593|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
3169|Dom, hostel, klinika, nawet 18 pokoi.|Gdańsk Aniołki, Daniela Chodowieckiego|54.36331715|18.63580683043986|299|9|1925|6684|Dom wolnostojący|1|0|0|1|0|nan|0|1|1|secondary
3170|Zamieszkaj w świetnej lokalizacji i zarabiaj.|Gdynia Orłowo|54.476646|18.54863|137.3|5|1966|13838|Mieszkanie|1|0|1|1|0|Parter|0|1|0|secondary
3171|Mieszkanie - Gdańsk Ujeścisko|Gdańsk Ujeścisko, Cedrowa|54.378291|18.487005|68|3|2020|13065|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3172|2 pokoje z balkonem blisko morza, stawu i lasu|Gdańsk Stogi|54.3684628|18.774539|35.66|2|1972|11778|Mieszkanie|0|1|0|0|0|2|1|1|0|secondary
3173|2 pokoje/ Spokojna Okolica/ Zaspa|Gdańsk Zaspa, Konstantego Ciołkowskiego|54.39115115|18.612524648539896|48.|2|1980|1284|Mieszkanie|0|1|1|0|0|4|0|1|0|secondary
3174|Wyjątkowe mieszkanie z pięknym widokiem|Gdańsk Młode Miasto, Wałowa|54.3588463|18.6536521|71.98|3|2018|1917|Mieszkanie|0|1|0|1|0|17|0|0|0|secondary
3175|Inwestycyjnie - pod wynajem - Gdynia Kamienna Góra|Gdynia Kamienna Góra, Ignacego Krasickiego|54.5105785|18.5429911|100|6|1930|12650|Mieszkanie|0|0|1|0|0|Parter|0|0|0|secondary
3176|Dwupokojowe mieszkanie z balkonem - uL. Grubby|Gdańsk Łostowice, Andrzeja Grubby|54.306221|18.593622|38.17|2|2015|13623|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary
3177|2-pok.mieszkanie po generalnym remoncie|Gdynia Chylonia, Gniewska|54.5422938|18.4620586|44.33|2|1989|11550|Mieszkanie|0|0|1|1|1|3|0|1|0|secondary
3178|Gdańsk Przymorze - mieszkanie w doskonałej lokalizacji|Gdańsk Przymorze, Krzywoustego|54.41214635|18.57603169704355|37|2|1957|16189|Mieszkanie|0|0|1|1|0|Parter|0|1|0|secondary
3179|Oddzielna kuchnia•widok na las•wyjątkowe miejsce!|Gdańsk Morena, Powstania Styczniowego|52.221693|19.356836|70.8|3|1980|10579|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
3180|3pokojowe mieszkanie-Gdańsk-Chełm-Cebertowicza|Gdańsk Chełm, Prof. Romualda Cebertowicza|54.3370803|18.603868187013546|63.4|3|2007|10379|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
3181|Gdynia, 5 pokoi, możliwość zrobienia 2 mieszkań.|Gdynia Dąbrowa, Łopianowa|54.4750475|18.4564474|126.|5|2000|10293|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3182|Urocze mieszkanie z ogródkiem * Spokojne osiedle|Gdańsk Ujeścisko, Cedrowa|54.378291|18.487005|45|2|2018|13311|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
3183|Skrajny segment na zamkniętym osiedlu|Gdańsk Maćkowy, Aliny Pienkowskiej|54.315415349999995|18.611956918029144|129.8|5|2009|1348|Dom bliźniak|1|0|0|1|0|nan|0|0|1|secondary
3184|Mieszkanie Gdynia Leszczynki|Gdynia Leszczynki, Zamenhofa|54.5365897|18.4856299|4|2|1975|12381|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3185|Mieszkanie Gdynia Chylonia|Gdynia Chylonia, Rozewska|54.53925805|18.46697999569786|48|3|1980|9896|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3186|3 pokoje/ kameralna, zielona okolica/ cisza spokój !|Gdynia Chwarzno, Danusi|54.488077|18.4214997|70|3|2017|13557|Mieszkanie|0|0|1|1|0|Parter|0|0|1|secondary
3187|4 pok. w starej odrestaurowanej kamienicy|Gdańsk Dolne Miasto, Toruńska|54.3414605|18.6549756|93.85|4|1900|1385|Mieszkanie|0|0|0|1|0|3|0|1|0|secondary
3188|Nowy apartament przy ścianie lasu-Małokacka|Gdynia Witomino, Małokacka|54.495455|18.5189124|46.6|2|2024|20386|Mieszkanie|0|0|1|1|1|7|0|0|0|secondary
3189|3 nowoczesne pokoje nad morzem   Invest Komfort|Gdańsk Brzeźno, Gdańska|51.748463|19.339847|66.94|3|2022|21960|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
3190|4 pokoje/Górny Sopot/Blisko lasu i morza|Sopot Górny Sopot, Gen. Władysława Andersa|54.4409724|18.557672995785076|83.88|4|1996|21447|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
3191|Mieszkanie z ogródkiem   Wróbla Staw   2 pokoje|Gdańsk Jasień, Bażantowa|54.3482702|18.5518862|47.99|2|2015|1375|Mieszkanie|0|0|1|1|0|Parter|0|0|1|secondary
3192|M3 10 minut od centrum w najniższej cenie|Gdańsk Rudniki, rzęsna 1A|54.3500896|18.7059494|46.4|2|1938|7737|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3193|Unikatowa kawalerka po remoncie|Gdańsk Żabianka, Subisława|54.4164288|18.5732359|28|1|1970|17821|Mieszkanie|0|0|1|0|1|11|0|0|0|secondary
3194|Gdańsk Osowa Szereg skrajny|Gdańsk Osowa, Sołdka Stanisława|54.42937435|18.473610978153054|240|5|1990|4996|Dom szeregowy|1|0|1|1|0|nan|1|0|0|secondary
3195|Gdynia Cisowa 49m,3pok 11p Piekny widok|Gdynia Cisowa, Chylońska 249|54.5489989|18.4453877|49|3|1980|9694|Mieszkanie|0|0|0|0|0|11|0|0|0|secondary
3196|Gotowy.Nowy.Apartament.Wysoki.Standard.Nadmotławie|Gdańsk Długie Ogrody, Sienna Grobla|54.3623351|18.4920256|55.61|3|2023|23000|Mieszkanie|0|0|0|1|0|Parter|0|0|0|secondary
3197|2 pok. garaż balkon fitness sauna patio|Gdańsk Oliwa, Artura Grottgera|54.4005641|18.565174305389633|47.54|2|2024|22268|Mieszkanie|1|1|0|1|1|1|0|0|0|secondary
3198|2 pokoje w samym centrum Gdańska Garaż Balkon|Gdańsk Młode Miasto, Wałowa|54.3588463|18.6536521|45|2|2019|17556|Mieszkanie|0|0|1|1|1|2|0|0|0|secondary
3199|3 pokoje Balkon Słoneczne Dobrze skomunikowane|Gdańsk Morena, Warneńska|54.3565859|18.58492095338056|63.1|3|1980|11410|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
3200|Mieszkanie 3 pokojowe z ogródkiem 200m2.|Gdańsk Chełm, Odrzańska|54.3442027|18.626338275252948|57.8|3|1960|11920|Mieszkanie|0|0|1|1|0|Parter|0|1|0|secondary
3201|Słoneczne 3 pokoje - wysoki standard wykończenia !|Gdynia Mały Kack, Strzelców|54.4691693|18.5091229|66.18|3|2016|17679|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
3202|Gdańsk, Zaspa, Spółdzielcze, 2 pokoje|Gdańsk Zaspa, Konstantego Ciołkowskiego|54.39115115|18.612524648539896|48.|2|1980|1284|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
3203|Mieszkanie idealne na inwestycję !!!|Gdynia Pogórze, Ppłk. Kazimierza Pruszkowskiego|54.5618202|18.4835063|60|3|1984|8667|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3204|3 pokoje Parter Inwestycja Blisko morza Oksywie|Gdynia Oksywie, Błękitna|54.55257665|18.532707278638657|47|3|1975|8085|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
3205|2 pokoje w świetnej lokalizacji po remoncie|Gdańsk Wrzeszcz, Romualda Traugutta|51.961723|19.287472|35|2|1940|15114|Mieszkanie|0|0|0|0|0|Parter|0|1|1|secondary
3206|Przetarg - mieszkanie przy ul. Świechockiego 2|Gdańsk Orunia Górna, Świechockiego 2|54.3275654|18.6194558|63.1|3|1990|7290|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3207|Mieszkanie umeblowane hala garażowa Długie Ogrody|Gdańsk Długie Ogrody, Długie Ogrody|54.3471715|18.6617882|31|1|2019|23839|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
3208|Syndyk ogłasza konkurs na sprzedaż lokalu mieszk|Gdynia|53.2000728|19.640591645494034|46.5|2|2010|7957|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3209|Przytulne mieszkanie w Centrum Gdańska   32,31m2|Gdańsk Biskupia Górka, Spadzista|54.3420063|18.64121734081637|32.31|1|1923|15320|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3210|Przestronne mieszkanie z ogródkiem- Gdynia!|Gdynia Wiczlino, Danusi|54.488077|18.4214997|69.4|4|2017|14265|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
3211|Obiekt na sprzedaż Gdańsk Osowa|Gdańsk Osowa, Wacława Balcerskiego|54.4306357|18.4699943|800|18|2005|6875|Dom wolnostojący|0|1|0|1|0|nan|0|1|0|secondary
3212|2 pokoje z balkonem, Gdynia Cisowa, inwestycja|Gdynia Cisowa, Morska|54.5216208|18.5274712|42.16|2|1974|11385|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary
3213|Mieszkanie Letnica, Pełne wyposażenie, bez PCC|Gdańsk Letnica, Starowiejska 85|54.3981198|18.6476667|69|3|2023|1594|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3214|Gdynia redłowo   3 pokoje   blisko morza|Gdynia Redłowo, Powstania Śląskiego|54.4916489|18.5542319|5|3|1980|13173|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3215|Gdynia grabówek! perełka po kapitalnym remoncie!|Gdynia Grabówek, Morska|51.717525|19.448648|34|1|1940|15735|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3216|Gdynia karwiny! mieszkanie dwustronne! od zaraz|Gdynia Karwiny, Leopolda Staffa|54.4730124|18.4980591|60|3|1987|10000|Mieszkanie|0|1|0|0|0|3|1|1|0|secondary
3217|Mieszkanie - Gdynia Wzgórze Św. Maksymiliana|Gdynia Wzgórze św. Maksymiliana, Stanisława Wyspiańskiego|54.507036549999995|18.550397880753682|9|3|2008|24457|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3218|4-pokojowe mieszkanie w centrum Gdyni|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|57.9|4|1960|12724|Mieszkanie|0|1|1|1|1|5|0|1|0|secondary
3219|Loft Chwarzno-Wiczlino z tarasem i widokiem na las|Gdynia Wiczlino, Janki Bryla|54.49442785|18.44001766368816|70.14|3|2020|1139|Mieszkanie|0|0|0|1|1|3|0|0|0|secondary
3220|Gdynia obłuże! luksusowy apartament od zaraz!|Gdynia Oksywie, Nasypowa|53.025006|18.001657|59.46|3|2021|16633|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
3221|Mieszkanie - Gdynia Wzgórze Św. Maksymiliana|Gdynia Wzgórze św. Maksymiliana, Stanisława Wyspiańskiego|54.507036549999995|18.550397880753682|9|3|2008|24457|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3222|2 pokoje Zaspa  1. piętro  duży balkon  od zaraz!|Gdańsk Zaspa, Leszczyńskich|54.3957528|18.6122693|48.|2|1973|1201|Mieszkanie|0|1|1|0|1|1|0|1|0|secondary
3223|3-pok.mieszkanie na Obłużu|Gdynia Obłuże, Płk. Stanisława Dąbka|54.5634107|18.5072403|59.8|3|1977|8278|Mieszkanie|0|1|1|0|0|Parter|0|1|0|secondary
3224|Dom z ogrodem|Gdynia Oksywie|53.199985|19.640637|90|3|1985|12767|Dom bliźniak|1|1|1|0|0|nan|1|1|1|secondary
3225|Najważniejsza Wartość Nieruchomości - Lokalizacja|Gdańsk Zaspa, Dywizjonu 303|54.3902402|18.6025372|65.9|3|1970|13187|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3226|Apartament na sprzedaż Nadmorski Dwór|Gdańsk Brzeźno, Nadmorski Dwór|54.40699035|18.62224873521392|60|2|2016|28000|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3227|Unikatowy apartament z ogrodem w Oliwie|Gdańsk Oliwa, Artura Grottgera|54.4005641|18.565174305389633|102.53|3|1928|34136|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3228|Słoneczne mieszkanie 3 pokojowe z ogródkiem!!!|Gdańsk Łostowice, Kryształowa|51.817347|19.489559|62.1|3|2017|1125|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
3229|2 pok, balkon,opcja garaż, SKM,tramwaj , Wrzeszcz!|Gdańsk Wrzeszcz, Ludwika Waryńskiego|54.3798153|18.6130013|50.3|2|1965|12903|Mieszkanie|1|1|1|0|0|1|0|1|0|secondary
3230|Dom wolnostojący os. Wiszące Ogrody Garaż cicha spokojna okolica|Gdańsk Kiełpinek|54.3531232|18.5301616|260|4|2005|6923|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
3231|3 pokoje, 10 minut plaża, Żabianka|Gdańsk Żabianka, Pomorska|54.4161057|18.5711819|47|3|1969|14213|Mieszkanie|0|1|1|0|1|1|0|1|0|secondary
3232|Dom do własnej aranżacji  z dużą działka Suchanino|Gdańsk Suchanino, Franciszka Schuberta|54.359643899999995|18.60474892131562|45|4|1920|28867|Dom bliźniak|0|0|0|0|0|nan|0|1|1|secondary
3233|Mieszkanie - Gdańsk Morena|Gdańsk Morena, Marusarzówny Heleny|54.35852425|18.5735523876416|73.4|6|1978|1008|Mieszkanie|0|1|0|1|1|4|0|1|0|secondary
3234|3 sypialnie kamienica centrum wrzeszcza|Gdańsk Wrzeszcz, Tadeusza Kościuszki|54.38609535|18.604649962371575|63|3|1930|14111|Mieszkanie|0|0|0|0|0|2|0|1|1|secondary
3235|Przestronne dwupoziomowe 3 pokojowe mieszkanie|Gdynia Chwarzno - Wiczlino, Kamrowskiego|54.4950006|18.4322152|70.5|3|2008|10213|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3236|Dom- możliwość 3 mieszkań w centrum Gdańska|Gdańsk Aniołki|54.378291|18.487005|204|5|1936|8578|Dom szeregowy|1|0|0|0|0|nan|0|0|0|secondary
3237|Inwestycja w Sopocie - po remoncie - 3 pokoje|Sopot Kamienny Potok, Józefa Kraszewskiego|54.4539813|18.5523409|47|3|1970|18298|Mieszkanie|0|1|1|1|1|Parter|0|1|0|secondary
3238|Dwupokojowe Mieszkanie Z Parkingiem I Ogródkiem!|Gdańsk Zakoniczyn, Stanisława Dąbka|54.3201589|18.5874085|44|2|2002|13386|Mieszkanie|0|1|0|1|0|Parter|0|0|0|secondary
3239|Mieszkanie - Gdynia Fikakowo|Gdynia Wielki Kack, Górnicza|52.228773|18.255881|80.14|3|1998|9720|Mieszkanie|1|1|1|1|0|3|0|1|0|secondary
3240|Pod lasem   Blisko morza   Po remoncie|Sopot Kamienny Potok, Józefa Kraszewskiego|54.4539813|18.5523409|47|3|1970|18298|Mieszkanie|0|0|0|1|0|Parter|0|0|0|secondary
3241|Obniżka ceny   Piękny apartament   Widok na Zatokę|Gdańsk Letnica, Starowiejska|52.487088|19.937637|64.77|3|2024|17138|Mieszkanie|0|0|0|1|1|12|0|0|0|secondary
3242|Kamieniczka 90 m2 + 49 m2 strych, klatka schodowa|Gdynia Mały Kack, Piotrkowska|54.4866528|18.526474190844105|139|5|1939|7906|Dom kamienica|0|0|1|1|0|nan|0|1|1|secondary
3243|Świeżo wykończony apartament   Widok na Zatokę|Gdańsk Letnica, Starowiejska|52.487088|19.937637|64.77|3|2024|18434|Mieszkanie|0|0|0|1|1|9|0|0|0|secondary
3244|Nadmorski styl-prestiżowe Orłowo-kameralne osiedle|Gdynia Orłowo, Kasztanowa|54.48283|18.54659490565476|43|2|2003|21977|Mieszkanie|0|1|1|1|0|Parter|0|0|0|secondary
3245|Gdańsk Niedźwiednik Góralska|Gdańsk Niedźwiednik, Góralska|54.378057|18.566380101132665|36|2|1985|11639|Mieszkanie|0|0|1|0|1|5|0|1|0|secondary
3246|Atrakcyjne mieszkanie z balkonem-widok na zieleń|Gdańsk Morena|54.378291|18.487005|63.1|3|1979|11490|Mieszkanie|1|0|0|0|0|2|0|0|0|secondary
3247|Dom wolnostojący na Jasieniu + garaż x2|Gdańsk Jasień, Leszczynowa|54.3380783|18.558418226277837|284.7|9|1999|6990|Dom wolnostojący|1|1|1|1|0|nan|0|0|0|secondary
3248|"Apartament inwestycji ""Atol"""|Gdańsk Stare Przedmieście, Wilcza|54.3440254|18.6477684|47.53|2|2022|18914|Mieszkanie|0|0|0|1|0|3|0|0|0|secondary
3249|Bardzo zadbane, gotowe do wprowadzenia M2-Fikakowo|Gdynia Wielki Kack|53.199985|19.640637|63|2|2002|1103|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary
3250|Kawalerka w samym centrum Gdańska|Gdańsk Biskupia Górka, Spadzista|54.3420063|18.64121734081637|3|1|1903|15468|Mieszkanie|0|0|0|0|0|nan|0|0|0|secondary
3251|Kokoszki   4 pokoje   Kameralne osiedle|Gdańsk Karczemki, Kalinowa|54.3548328|18.514289872307078|88|4|2016|9080|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
3252|Gdańsk, Łostowice, 2 osobne pokoje do wejścia!|Gdańsk Łostowice, Hokejowa|54.3817696|18.6055111|45.6|2|2012|10724|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
3253|Wyjątkowy apartament w Redłowie - 160 m2!|Gdynia Redłowo, Janusza Korczaka|54.4936819|18.5431194|161|3|1995|7727|Mieszkanie|0|0|1|0|1|Parter|0|0|0|secondary
3254|Wyjątkowe M3 ze słonecznym tarasem -os. Front Park|Gdańsk Dolne Miasto, Sadowa|54.3446885|18.6692991|65|3|2018|21477|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
3255|Apartament 71m2 Portova - Gdynia Śródmieście|Gdynia Śródmieście, Węglowa|54.5268909|18.543769750000003|71|3|2020|27465|Mieszkanie|1|1|0|0|1|8|0|0|0|secondary
3256|Gdańsk  Śródmieście|Gdańsk Stare Przedmieście, Śródmieście|53.838533|22.985874|62.88|3|1962|14281|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
3257|Piękne 3 pokoje z fajnym widokiem!|Gdańsk Osowa, Zeusa|54.4225751|18.4624942|57|3|2011|11737|Mieszkanie|0|1|0|0|0|3|1|0|0|secondary
3258|3 pokoje 47m2+ piwnica! blisko morza! SOPOT|Sopot Kamienny Potok, Józefa Kraszewskiego|54.4539813|18.5523409|47|3|1970|18298|Mieszkanie|1|0|0|0|0|Parter|0|0|0|secondary
3259|3 Pokoje Na 2 Poziomach Z Garderobą!|Gdańsk Łostowice, Andrzeja Grubby|54.306221|18.593622|63.94|3|2015|9525|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
3260|2 pokoje 40m2+ balkon+ piwnica! gdynia!|Gdynia Cisowa, Morska|54.5216208|18.5274712|40|2|1974|12000|Mieszkanie|1|1|0|0|0|3|0|0|0|secondary
3261|Wszędzie blisko   Gotowe do zamieszkania|Gdańsk Żabianka, Pomorska|54.4161057|18.5711819|47|3|1975|14213|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary
3262|Mieszkanie - Gdańsk Przymorze|Gdańsk Przymorze, Piastowska|54.4158038|18.5869742|38|2|1970|14868|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3263|Bliskość Morza, Plaży oraz Terenów Zielonych|Sopot Górny Sopot, 23 Marca|54.4457838|18.557534097742344|35.4|2|1970|16525|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3264|Mieszkanie - Gdańsk Przymorze|Gdańsk Przymorze, Obrońców Wybrzeża|54.4093835|18.6009942|28.25|1|2018|23717|Mieszkanie|0|0|0|0|0|11|0|0|0|secondary
3265|Wysoki standard w nowym budynku|Gdańsk Łostowice, Wielkopolska|54.3171537|18.590914|4|2|2022|14048|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3266|Redłowo, przy lesie, blisko plaży.|Gdynia Redłowo|54.491524|18.538366|202.5|5|1998|10370|Dom szeregowy|1|1|0|1|0|nan|0|1|1|secondary
3267|Mieszkanie - Gdańsk Ujeścisko|Gdańsk Ujeścisko, Częstochowska|54.3292392|18.581475819513813|50|3|1999|12900|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3268|Mieszkanie - Gdynia Babie Doły|Gdynia Babie Doły, Ikara|54.580508050000006|18.53972392773713|60|3|1986|11000|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3269|Mieszkanie - Gdańsk|Gdańsk Św. Wojciech, Władysława Jagiełły|51.710412|19.447731|36.5|2|2023|13973|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3270|Mieszkanie na sprzedaż, Gdynia Działki Leśne|Gdynia Działki Leśne, Warszawska|54.5189181|18.5284874|67|2|1938|11597|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3271|Inwestycja   Oddzielne pokoje   Parking|Gdańsk Wrzeszcz, Juliusza Słowackiego|54.380113|18.5915837|75|5|1910|12267|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3272|Mieszkanie - Gdańsk Przymorze|Gdańsk Przymorze, Jagiellońska|54.4125823|18.5924801|38|2|1970|13553|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3273|2 Balkony, Hala Garażowa, Przestrzeń|Gdańsk Morena, Myśliwska|54.3457315|18.583013955487807|65|3|2012|14306|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary
3274|Komfortowe 2-pokojowe mieszkanie łostowice|Gdańsk Łostowice, Niepołomicka|54.31742615|18.593106398457195|44.15|2|2022|14949|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
3275|Mieszkanie - Gdańsk Łostowice|Gdańsk Św. Wojciech, Władysława Jagiełły|51.710412|19.447731|55|3|2023|11818|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3276|Unikalne Mieszkanie 4-pokojowe, blisko Forum|Gdańsk Siedlce, Kartuska|53.041656|18.706446|75.6|4|1980|11230|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3277|Dwa mieszkanie 2 pokojowe|Gdańsk Stare Przedmieście, Żabi Kruk|54.3440214|18.6485482|6|4|1980|13855|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
3278|Mieszkanie - Gdańsk Śródmieście|Gdańsk Śródmieście, Świętojańska|54.3519675|18.6533516|27.19|1|1960|21147|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
3279|Piękny Widok   Hala Garażowa   Od Zaraz!|Gdańsk Łostowice, Wielkopolska|54.3171537|18.590914|61.84|3|2023|12920|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary
3280|Blisko Centrum, 64m2!|Gdańsk Suchanino, Powstańców Warszawskich|50.702898|17.907467|64|4|1975|11703|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3281|Mieszkanie - Gdańsk Morena Piecki-Migowo|Gdańsk Morena, Myśliwska|54.3457315|18.583013955487807|53.7|2|2009|12658|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
