title|price[PLN]|area[m^2]|rooms|floor|market|parking|elevator|build year|internet|building_type|basement|price_per_m2|balkon|ogródek|taras|street|district|city
2-Pokojowe mieszkanie z ogródkiem w Gdańsku|509000.0|41.83|2|0|secondary|0|1||0.0|Mieszkanie|0.0|12168.3|0|1|1|ul. Jabłoniowa|Jasień|Gdańsk
Gdańsk kawalerka z odzielną kuchnią Swdpl z Kw|400000.0|31.0|1|9|secondary|1|1|1970.0|1.0|Mieszkanie|1.0|12903.23|0|0|0|ul. Szara|Siedlce|Gdańsk
2-pokojowe mieszkanie 45m2 + balkon Bez Prowizji|854312.0|45.69|2|1||1|0|||||18698.01|1|0|0|ul. Mariana Hemara|Wrzeszcz Górny|Gdańsk
1-pokojowe mieszkanie 79m2 + ogródek Bezpośrednio|791783.0|79.29|1|0||1|0|||||9985.91|0|1|0|ul. Janki Bryla|Wiczlino|Gdynia
Nadmorska enklawa tuż na wyciągnięcie ręki|698000.0|32.61|1|0|primary|1|1|2024.0|0.0|Mieszkanie|0.0|21404.48|0|1|1|Bernarda Filarskiego|Letnica|Gdańsk
Dwa Pokoje w centrum - Spółdzielczo-Własnościowe!|490000.0|39.0|2|4|secondary|0|0|1988.0|0.0|Mieszkanie|0.0|12564.1|1|0|0|ul. prof. Romualda Cebertowicza|Chełm|Gdańsk
słoneczne 3 pokoje / taras / do wejścia|699000.0|68.61|3|1|secondary|0|0|2000.0|0.0|Mieszkanie|0.0|10188.02|0|0|0|ul. Franciszka Sokoła|Wiczlino|Gdynia
Ładne 2 pokoje, dobra komunikacja|549000.0|48.2|2|3|secondary|0|0|1984.0|0.0|Mieszkanie|1.0|11390.04|1|0|0|ul. Janiny Porazińskiej|Karwiny|Gdynia
Mieszkanie 2-pokojowe! Klucze luty!!!|443040.0|42.6|2|1|primary|1|1|2023.0|1.0|Mieszkanie|0.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Duży ogródek, winda, miejsce w hali|697000.0|64.57|3|3|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|10794.49|1|0|0|ul. Gryfa Pomorskiego|Wielki Kack|Gdynia
Gdańsk Stare Miasto- dwa wyposażone apartamenty|2099000.0|112.1|4|2|secondary|1|0|1962.0|1.0|Mieszkanie|0.0|18724.35|1|0|0|ul. Pańska|Śródmieście|Gdańsk
3 pokojowe mieszkanie- Gdańsk Wrzeszcz|695000.0|59.65|3|2|secondary|1|0||1.0|Mieszkanie|1.0|11651.3|0|0|0|ul. Tadeusza Kościuszki|Wrzeszcz Dolny|Gdańsk
Nowoczesny apartament w Gdyni Chyloni|950000.0|75.4|3|2|secondary|1|0|2017.0|1.0|Mieszkanie|0.0|12599.47|1|0|0|ul. Chylońska|Chylonia|Gdynia
Czteropokojowe mieszkanie na Letnicy|1650000.0|100.3|4|5|secondary|1|0|2023.0|0.0||0.0|16450.65|1|0|0|ul. Starowiejska|Letnica|Gdańsk
Mieszkanie 2-pok w otulinie lasu|599000.0|35.4|2|1|secondary|0|1|1970.0|1.0|Mieszkanie|0.0|16920.9|1|0|0|ul. 23 Marca|Górny Sopot|Sopot
Apartament z klimatem miasta|2099000.0|70.0|3|4|secondary|0|1|2020.0|0.0|Mieszkanie|0.0|29985.71|0|0|0|ul. Stara Stocznia|Śródmieście|Gdańsk
Apartament 2 pokojowy w Alvarium|943618.0|48.54|2|5|primary|1|1|2022.0|1.0|Mieszkanie|0.0|19440.01|1|0|0|ul. Legionów|Redłowo|Gdynia
Słoneczne m3 w Gdańsku w dobrej lokalizacji|869941.0|72.05|3|1|primary|1|1|2024.0|0.0||0.0|12074.13|1|0|0|null|Piecki-Migowo|Gdańsk
4 pokoje Nowa Dąbrowa 80 m2 świetna lokalizacja!|825302.0|78.57|4|5|primary|1|1|2024.0|1.0|Mieszkanie|1.0|10504.03|1|0|0|null|Dąbrowa|Gdynia
Pino Resort – 6.42|878835.0|40.0|2|1|primary|0|0|2024.0|0.0||0.0|21970.88|1|0|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Pino Resort – 6.02|819180.0|37.0|2|0|primary|0|0|2024.0|0.0||0.0|22140.0|0|1|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
NIewielkie, urokliwe mieszkanie blisko plaży|975000.0|53.1|2|2|secondary|1|0||0.0||1.0|18361.58|1|1|0|ul. Bitwy pod Płowcami|Karlikowo|Sopot
Inwestycja Brabank Invest Komfort|1849000.0|70.82|3|6|secondary|1|1|2022.0|1.0||0.0|26108.44|1|0|0|ul. Stara Stocznia|Śródmieście|Gdańsk
Nowość ! Wiczlino 80 m2 4 pokoje + Taras 31 m2|980000.0|79.51|4|3|secondary|0|1|2014.0|1.0|Mieszkanie|0.0|12325.49|0|0|1|ul. Stanisława Filipkowskiego|Wiczlino|Gdynia
2 pokoje na pograniczu Moreny i Jasienia|626878.0|44.08|2|1|primary|0|1|2025.0|0.0|Mieszkanie|0.0|14221.37|1|0|0|Pawła Adamowicza|Jasień|Gdańsk
Apartament nad samą rzeką - centrum Gdańska|499999.0|33.99|2|1|primary|1|1|2024.0|0.0||0.0|14710.18|1|0|0|null|Śródmieście|Gdańsk
Promocja - Słoneczne mieszkanie 2 pokojowe!!!|397990.0|37.76|2|2|primary|1|1|2024.0|0.0||0.0|10539.99|1|0|0|ul. Borkowska|Orunia Górna - Gdańsk Południe|Gdańsk
Apartament Z Widokiem Na Motławę Off Market!|4190000.0|164.0|4||secondary|1|1|2021.0|0.0|Mieszkanie|0.0|25548.78|0|0|0|null|Śródmieście|Gdańsk
Mieszkanie 3 pokojowej w super cenie, na Już!!|55622650.0|60.73|4|2|primary|1|0|2023.0|0.0||0.0|915900.71|1|0|0|ul. Władysława Jagiełły|Orunia Górna - Gdańsk Południe|Gdańsk
"2 pokoje | Gdańsk | Kameralna zabudowa"|763401.0|43.13|2|0|secondary|0|0|2024.0|0.0||0.0|17700.0|0|0|0|ul. Legnicka|Siedlce|Gdańsk
"Mieszkanie z ogródkiem | Kameralne osiedle|"|790275.0|38.55|2|0|secondary|0|0|2024.0|0.0||0.0|20500.0|0|0|0|ul. Legnicka|Siedlce|Gdańsk
Do remontu - blisko centrum -układ na 2 pokoje|400000.0|31.0|1|6|secondary|0|1||1.0|Mieszkanie|1.0|12903.23|0|0|0|ul. Jacka Malczewskiego|Siedlce|Gdańsk
Mieszkanie 2 pokojowe w wyjątkowej lokalizacji|882600.0|47.99|2|2|primary|1|0|2024.0|0.0||0.0|18391.33|1|0|0|ul. Stefana Żeromskiego|Śródmieście|Gdynia
Nowy apartament w Sopocie kameralnej inwestycji!|2866500.0|114.66|4|2|primary|1|1|2025.0|0.0|Mieszkanie|0.0|25000.0|1|0|0|ul. Obodrzyców|Kamienny Potok|Sopot
Nowy apartament z dużym ogrodem!|3361250.0|134.45|4|0|primary|1|1|2025.0|0.0|Mieszkanie|0.0|25000.0|1|1|0|ul. Obodrzyców|Kamienny Potok|Sopot
M2 - idealne pod najem lub lokal usługowy|559000.0|35.54|2|0|secondary|1|0||0.0||1.0|15728.76|0|0|0|null|Śródmieście|Gdynia
Trzypokojowe mieszkanie Gdynia Fikakowo|780000.0|80.14|3|3|secondary|0|0|1998.0|1.0|Mieszkanie|1.0|9732.97|1|0|0|null|Wielki Kack|Gdynia
Kompleks 5 apartamentów. Wysoki standard|2990000.0|150.0|8|4|secondary|1|0|1929.0|1.0|Mieszkanie|1.0|19933.33|1|0|0|ul. Wójta Radtkego|Śródmieście|Gdynia
Słoneczne mieszkanie, basen zewnętrzny|816720.0|37.58|2|1|primary|0|0||0.0||0.0|21732.84|0|0|0|ul. Wieniecka|Wyspa Sobieszewska|Gdańsk
Pino Resort – 6.35|979080.0|46.0|2|1|primary|0|0|2024.0|0.0||0.0|21284.35|1|0|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Pino Resort – 6.05|988920.0|46.0|2|0|primary|0|0|2024.0|0.0||0.0|21498.26|0|1|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Wykończony apartament w inwestycji Villa Neptun|725725.0|41.54|2|2|primary|0|0|2022.0|1.0|Mieszkanie|0.0|17470.51|1|0|0|ul. Nadwiślańska|Wyspa Sobieszewska|Gdańsk
Dwupoziomowe mieszkanie Karczemki|604800.0|62.6|2|3|secondary|1|0|2002.0|0.0|Mieszkanie|0.0|9661.34|1|0|0|ul. Storczykowa|Kokoszki|Gdańsk
Mieszkanie blisko centrum Gdańska|209621921.0|110.24|5|2|primary|0|1||0.0||0.0|1901505.09|0|0|0|ul. Legnicka|Siedlce|Gdańsk
Mieszkanie z możliwością przerobienia na 3 pok.|599000.0|53.3|2|1|secondary|0|0|1960.0|0.0|Mieszkanie|1.0|11238.27|1|0|0|ul. Skarpowa|Siedlce|Gdańsk
Gdańsk, Wrzeszcz, 3 pokoje przy Garnizonie!!!!|725000.0|51.61|3|3|secondary|0|0|1980.0|0.0||1.0|14047.67|1|0|0|null|Matarnia|Gdańsk
"Przedsprzedaż | 1 piętro | Blisko centrum"|820000.0|52.68|3|1|primary|1|1|2024.0|0.0|Mieszkanie|0.0|15565.68|1|0|0|ul. Kartuska|Jasień|Gdańsk
"Apartament | 1piętro | Premium"|1090507.0|47.54|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|22938.73|1|0|0|ul. Jana Bażyńskiego|Oliwa|Gdańsk
Mieszkanie ul. Pawła Adamowicza|626878.0|44.08|2|1|primary|0|0||0.0||0.0|14221.37|0|0|0|Pawła Adamowicza|Jasień|Gdańsk
2 pokojowy apartament wykończony pod klucz|908600.0|41.3|2|0|primary|1|1|2023.0|1.0||0.0|22000.0|1|0|0|null|Śródmieście|Gdańsk
2 pokoje, niski blok, morze, po remoncie Przymorze|650000.0|45.0|2|4|secondary|0|0|1975.0|1.0|Mieszkanie|1.0|14444.44|0|0|0|Prezydenta Lecha Kaczyńskiego|Przymorze Wielkie|Gdańsk
Umeblowane 2 pokoje, morze, tramwaj, Skm Przymorze|650000.0|46.0|2|2|secondary|0|1|1975.0|1.0|Mieszkanie|0.0|14130.43|1|0|0|ul. Jagiellońska|Przymorze Wielkie|Gdańsk
2 pokoje blisko morze, komunikacja, Przymorze!|550000.0|38.0|2|2|secondary|1|1|1975.0|1.0|Mieszkanie|1.0|14473.68|1|0|0|ul. Piastowska|Przymorze Małe|Gdańsk
"Ogrody Diany|Hery 7/54"|518000.0|42.06|2|4|primary|1|1|2025.0|1.0|Mieszkanie|1.0|12315.74|0|0|1|ul. Diany|Osowa|Gdańsk
2 pokoje/ stan deweloperski/ horizon/ letnica|640000.0|43.03|2|6|secondary|1|1|2024.0|0.0|Mieszkanie|0.0|14873.34|0|0|0|ul. Starowiejska|Letnica|Gdańsk
Apartament 4 pok. 2 łaz. 2 m. post. Gd.Letnicaa|1470000.0|100.3|4|5|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|14656.03|1|0|0|ul. Starowiejska|Letnica|Gdańsk
Idealne na start, gotowe do wprowadzenia|519000.0|42.8|2|3|secondary|0|0||0.0|Mieszkanie|0.0|12126.17|1|0|0|ul. Kazimierza Leskiego|Jasień|Gdańsk
2-pokojowe mieszkanie 45m2 + balkon Bez Prowizji|854312.0|45.69|2|1||1|0|||||18698.01|1|0|0|ul. Mariana Hemara|Wrzeszcz Górny|Gdańsk
Pino Resort – 6.34|841320.0|38.0|2|1|primary|0|0|2024.0|0.0||0.0|22140.0|1|0|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Pino Resort – 6.27|800730.0|36.0|2|1|primary|0|0|2024.0|0.0||0.0|22242.5|1|0|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Atrakcyjne mieszkanie w samym sercu Gdyni|1250000.0|76.43|3|1|secondary|1|0|1930.0|0.0|Mieszkanie|1.0|16354.83|1|0|0|ul. 10 Lutego|Śródmieście|Gdynia
Mieszkanie - Gdańsk Kokoszki|520000.0|49.19|2|1|secondary|0|0|2001.0|0.0||1.0|10571.25|1|0|0|ul. Różany Stok|Kokoszki|Gdańsk
Ustawne, idealne dla rodziny lub pod wynajem.|770000.0|60.5|3|3|secondary|1|0|2012.0|0.0|Mieszkanie|1.0|12727.27|1|0|0|ul. Platynowa|Orunia Górna - Gdańsk Południe|Gdańsk
PARK DULIN'A atrakcyjne osiedle. Odbiór Luty!|419120.0|40.3|2|3|primary|1|1|2023.0|1.0|Mieszkanie|1.0|10400.0|1|1|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Apartament z Widokiem na Motławę i Stare Miasto|2600000.0|73.0|3|2|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|35616.44|1|0|0|null|Śródmieście|Gdańsk
"Kawalerka | 2 pokoje | Widok Morze | Nowa Letnica"|499000.0|32.35|1|10|secondary|1|1|2023.0|0.0||0.0|15425.04|0|0|0|ul. Starowiejska|Letnica|Gdańsk
4 pokoje z ogrodem, piwnicą i miejscem w hali!|1099000.0|82.12|4|0|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|13382.85|0|1|0|ul. Starowiejska|Letnica|Gdańsk
3 pokoje z ogródkiem! Blisko morze ! Dla rodziny!|1230000.0|64.0|3|0|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|19218.75|0|0|0|ul. Starowiejska|Letnica|Gdańsk
Gdańsk Letnica 2 pokoje blisko morza!|721000.0|48.39|2|2|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|14899.77|1|1|0|ul. Starowiejska|Letnica|Gdańsk
4 pokoje! Taras 42m2 Przy plaży i parku!|1830000.0|109.0|4|5|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|16788.99|0|0|1|ul. Letnicka|Letnica|Gdańsk
Nowoczesne kameralne osiedle na skraju lasu|3055400.0|146.61|5|2|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|20840.32|1|0|1|ul. Wzgórze Bernadowo|Mały Kack|Gdynia
2-pokojowe mieszkanie 32m2 + balkon|529900.0|32.68|2|2||1|0|||||16214.81|1|0|0|ul. Zakole|Stogi|Gdańsk
Okazja! 2-pokojowe mieszkanie do remontu|419000.0|42.15|2|2|secondary|0|0||0.0|Mieszkanie|1.0|9940.69|1|0|0|ul. mjr. Henryka Sucharskiego 4|Obłuże|Gdynia
Wygodne, słoneczne 3 pokojowe z halą garażową.|699000.0|61.0|3|3|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|11459.02|1|0|0|ul. Mariana Kołodzieja|Ujeścisko-Łostowice|Gdańsk
Mieszkanie - Gdynia Mały Kack|1950000.0|113.5|4|5|secondary|1|1|2009.0|0.0|Mieszkanie|1.0|17180.62|0|0|1|ul. Strzelców|Mały Kack|Gdynia
Letnica Horizon ostatnie piętro|1032600.0|51.63|2|> 10|primary|0|1|2024.0|1.0|Mieszkanie|0.0|20000.0|0|0|0|ul. Starowiejska|Letnica|Gdańsk
Letnica Horizon 3 pokoje|757872.0|49.86|3|1|primary|0|1|2024.0|1.0|Mieszkanie|0.0|15200.0|0|0|1|ul. Starowiejska|Letnica|Gdańsk
Letnica Horizon 4 pokoje|905528.0|87.07|4|1|primary|0|1|2024.0|1.0|Mieszkanie|0.0|10400.0|0|0|1|ul. Starowiejska|Letnica|Gdańsk
Letnica Horizon nowe mieszkania|678392.0|47.44|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|14300.0|0|0|1|ul. Starowiejska|Brzeźno|Gdańsk
Apartament z widokiem na Motławę i miasto|1848640.0|78.0|4|4|secondary|1|0|2021.0|0.0||0.0|23700.51|0|0|0|ul. Sienna Grobla|Śródmieście|Gdańsk
Mieszkanie do remontu-cena do negocjacji|699000.0|70.2|4|2|secondary|0|1|1980.0|0.0|Mieszkanie|0.0|9957.26|0|0|0|ul. Wyzwolenia|Nowy Port|Gdańsk
Pino Resort – 6.31|1239840.0|61.0|2|1|primary|0|0|2024.0|0.0||0.0|20325.25|1|0|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
2-pokojowe mieszkanie 44m2 + balkon|486000.0|44.61|2|3||1|0|||||10894.42|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|692000.0|66.61|3|4||1|0|||||10388.83|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
2-pokojowe mieszkanie 44m2 + balkon|495000.0|44.61|2|4||1|0|||||11096.17|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|679000.0|66.61|3|3||1|0|||||10193.66|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|679000.0|66.61|3|3||1|0|||||10193.66|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
PARK DULIN'A atrakcyjne osiedle. Odbiór Luty!|419120.0|40.3|2|3|primary|1|1|2023.0|1.0|Mieszkanie|1.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|625000.0|66.99|3|1||1|0|||||9329.75|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|650000.0|66.99|3|5||1|0|||||9702.94|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|645000.0|66.99|3|4||1|0|||||9628.3|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
Wyjątkowo ustawne 2 pok. w Gdyni Obłużu|349000.0|32.0|2|2|secondary|1|0|1974.0|0.0|Mieszkanie|1.0|10906.25|0|0|0|ul. adm. Józefa Unruga|Obłuże|Gdynia
Promocyjne OKAZJE na 4pokoje 15min od Gdańsk Głwny|571420.0|62.8|4|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9099.04|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Duże, komfortowe mieszkanie w centrm Gdyni Dąbrowy|898000.0|135.9|5|4|secondary|1|0|1994.0|1.0|Mieszkanie|1.0|6607.8|1|0|0|ul. Rdestowa 12|Dąbrowa|Gdynia
3-pokojowe mieszkanie 63m2 + balkon|662000.0|63.11|3|4||1|0|||||10489.62|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
2-pokojowe mieszkanie 44m2 + balkon|483000.0|44.74|2|3||1|0|||||10795.71|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
3-pokojowe mieszkanie 65m2 + balkon|643000.0|65.03|3|5||1|0|||||9887.74|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|640000.0|66.99|3|3||1|0|||||9553.66|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|640000.0|66.99|3|3||1|0|||||9553.66|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 65m2 + balkon|637000.0|65.03|3|4||1|0|||||9795.48|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
3-pokojowe mieszkanie 66m2 + balkon|636400.0|66.99|3|2||1|0|||||9499.93|1|0|0|ul. Starogardzka|Orunia Górna - Gdańsk Południe|Gdańsk
Pino Resort – 6.19|1000605.0|47.0|2|0|primary|0|0|2024.0|0.0||0.0|21289.47|0|1|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Pino Resort – 5.01|1322865.0|65.0|2|0|primary|0|0|2024.0|0.0||0.0|20351.77|1|1|0|ul. Turystyczna 90|Wyspa Sobieszewska|Gdańsk
Mieszkanie 57M2/ Podzielone Na 2/ Śródmieście|1050000.0|57.0|3|0|secondary|0|1||0.0|Mieszkanie|0.0|18421.05|0|0|1|null|Młyniska|Gdańsk
Wyjątkowy apartament Park Oliwski-Opacka|1800000.0|68.38|3|0|secondary|1|1|2019.0|0.0||0.0|26323.49|0|0|0|null|Oliwa|Gdańsk
Mieszkanie blisko Wsb I Linia Skm I 15min do plaży|449000.0|40.5|2|0|secondary|0|0||0.0||0.0|11086.42|0|0|0|ul. Śląska|Działki Leśne|Gdynia
Sobieszewo I 2 apartamenty I Inwestycja|1999999.0|113.31|6|0|secondary|0|0||0.0||0.0|17650.68|0|0|0|ul. Forsycji|Wyspa Sobieszewska|Gdańsk
Centrum I 2 apartamenty I Inwestycja|1999999.0|112.1|4|2|secondary|0|0||0.0||0.0|17841.2|0|0|0|ul. Pańska|Śródmieście|Gdańsk
2 pokoje, oddzielna kuchnia, 2 ogródki, komórka|570000.0|44.2|2|0|secondary|0|0|2007.0|0.0|Mieszkanie|0.0|12895.93|0|1|1|ul. Leona Staniszewskiego|Wiczlino|Gdynia
Mieszkanie - Gdańsk Przymorze|799000.0|40.05|2|0|secondary|0|1|2015.0|0.0||0.0|19950.06|0|0|0|al. Rzeczypospolitej|Przymorze Małe|Gdańsk
Mieszkanie po remoncie 93m2 4pok. Gdańsk Myśliwska|1250000.0|93.4|4|1|secondary|1|1||0.0|Mieszkanie|0.0|13383.3|1|0|0|ul. Myśliwska|Piecki-Migowo|Gdańsk
Mieszkanie - Gdynia Dąbrowa|625000.0|66.55|3|0|secondary|0|0|1991.0|0.0|Mieszkanie|1.0|9391.44|1|0|0|ul. Sojowa|Dąbrowa|Gdynia
Mieszkanie - Gdańsk Śródmieście|950000.0|54.0|2|5|secondary|1|1|2022.0|1.0|Mieszkanie|1.0|17592.59|1|0|0|null|Śródmieście|Gdańsk
Mieszkanie 4 pokojowe 88,67m2 Gotowe|702500.0|88.67|4|1|primary|1|0||0.0|Mieszkanie|0.0|7922.63|1|0|0|ul. Stokłosy|Kokoszki|Gdańsk
2 pokoje 49,17m2 Gotowe do odbioru|968649.0|49.17|2|0|primary|0|0|2023.0|0.0|Mieszkanie|0.0|19700.0|0|0|0|ul. Cygańska Góra|Suchanino|Gdańsk
Fantastyczne 2 pokoje, świetna lokalizacja!!|424500.0|37.1|2|1|primary|1|1|2025.0|0.0||0.0|11442.05|1|0|0|ul. Przemian|Orunia Górna - Gdańsk Południe|Gdańsk
Słoneczne mieszkanie z widokiem na centrum Gdańska|749000.0|63.56|4|4|secondary|1|0||0.0||1.0|11784.14|1|0|0|ul. Powstańców Warszawskich|Suchanino|Gdańsk
2 odrębne i niezależne mieszkania 2-pokojowe!|949000.0|70.12|4|0|secondary|1|0|2018.0|0.0|Mieszkanie|0.0|13533.94|0|1|1|ul. Chylońska|Chylonia|Gdynia
Mieszkanie 4 pokojowe 95,48m2 z ogrodem 32m2|786000.0|95.48|4|1|primary|0|0||0.0|Mieszkanie|0.0|8232.09|0|0|0|ul. Stokłosy|Kokoszki|Gdańsk
Fantastyczne mieszkanie 3 pokojowe !!!|520047.0|51.71|3|1|primary|1|0|2024.0|0.0||0.0|10056.99|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Osiedle Browar Gdański/ Gdańsk Wrzeszcz/ 3 pokoje|1550000.0|60.0|3|3|secondary|0|1|2015.0|0.0|Mieszkanie|0.0|25833.33|1|0|0|ul. Jana Kilińskiego|Wrzeszcz Dolny|Gdańsk
4 pokoje + duże poddasze, 2 miejsca parkingowe|750000.0|82.41|4|1|primary|1|0|2025.0|0.0||0.0|9100.84|0|0|0|ul. Goplańska|Kokoszki|Gdańsk
Mieszkaj nad morzem z widokiem na Zatokę|1769089.0|73.62|3|> 10|primary|1|1|2024.0|0.0|Mieszkanie|0.0|24030.01|0|0|0|al. Zwycięstwa|Redłowo|Gdynia
Mieszkanie 3 pokojowe w niskiej cenie!|547000.0|51.93|3|1|primary|1|1|2024.0|0.0||0.0|10533.41|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
2 pokoje 53,07m2 Gotowe, Świetna lokalizacja|1058265.0|54.27|2|2|primary|1|0|2023.0|0.0|Mieszkanie|0.0|19500.0|1|0|0|ul. Cygańska Góra|Suchanino|Gdańsk
Parter domu na sprzedaż! do remontu!|799000.0|83.0|5||secondary|1|0|1968.0|0.0||0.0|9626.51|0|1|0|ul. Szarych Szeregów|Redłowo|Gdynia
Apartament w centrum Gdyni, blisko plaży|910000.0|43.93|2|8|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|20714.77|1|0|0|ul. św. Piotra|Śródmieście|Gdynia
Idealne mieszkanie dla rodziny blisko lasu.|580000.0|62.6|3|3|secondary|0|0|1991.0|0.0|Mieszkanie|1.0|9265.18|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
Fantastyczny widok na Stare Miasto|750000.0|63.56|4|4|secondary|0|0|1978.0|0.0||1.0|11799.87|1|0|0|ul. Powstańców Warszawskich|Suchanino|Gdańsk
Mieszkanie dwupokojowe z ogródkiem/Premium/ Oliwa|931343.0|47.54|2|0|primary|0|1|2024.0|0.0|Mieszkanie|0.0|19590.72|0|1|1|null|Oliwa|Gdańsk
Mieszkanie - Gdynia Chylonia|549000.0|48.0|3|6|secondary|0|1|1980.0|0.0||0.0|11437.5|0|0|0|ul. Swarzewska|Chylonia|Gdynia
Apartament w przedwojennej kamienicy!|2799000.0|147.37|7|2|secondary|1|0|1904.0|0.0|Mieszkanie|1.0|18993.01|1|0|0|ul. 3 Maja|Karlikowo|Sopot
2-pokojowe mieszkanie 43m2 + balkon Bezpośrednio|759500.0|43.4|2|2||1|0|||||17500.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
Front Park Gdańsk - zamieszkaj nad Motławą|1150000.0|70.1|3|0|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|16405.14|0|1|1|ul. Sadowa|Śródmieście|Gdańsk
Centrum Gdyni - Urokliwe 2-pokojowe mieszkanie|775000.0|50.1|2|2|secondary|0|0|1956.0|0.0|Mieszkanie|1.0|15469.06|1|0|0|ul. Obrońców Wybrzeża|Śródmieście|Gdynia
Kapitalny Remont - Do wprowadzenia-3 pok. Chylonia|549000.0|48.0|3|6|secondary|0|1|1980.0|0.0|Mieszkanie|1.0|11437.5|1|0|0|ul. Swarzewska|Chylonia|Gdynia
3 pokojowe mieszkanie w kamienicy! Chylonia!|846000.0|85.5|3|1|secondary|0|0|1932.0|1.0|Mieszkanie|1.0|9894.74|1|0|0|null|Chylonia|Gdynia
Kamienny Potok 2 pokoje na sprzedaż|629000.0|42.0|2|2|secondary|0|1||1.0|Mieszkanie|1.0|14976.19|1|0|0|ul. Henryka Sienkiewicza|Kamienny Potok|Sopot
wykończony apartament - dostępny od ręki|725725.0|41.54|2|2|primary|1|0|2022.0|0.0||0.0|17470.51|0|0|0|null|Wyspa Sobieszewska|Gdańsk
Basen, jacuzzi, Śródmieście|923500.0|46.19|2|3|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|19993.51|1|0|0|ul. Chmielna|Śródmieście|Gdańsk
Mieszkanie 2 pokoje Gdańsk|549000.0|41.0|2|2|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|13390.24|1|0|0|ul. Krzysztofa Komedy|Jasień|Gdańsk
Basen, siłownia, centrum Gdańska|926000.0|46.31|2|3|secondary|0|1|2018.0|1.0|Mieszkanie|0.0|19995.68|1|0|0|ul. Chmielna|Śródmieście|Gdańsk
Inwestycja 23% Vat !!|483000.0|35.79|2|1|primary|1|1|2023.0|0.0||0.0|13495.39|0|0|0|null|Wyspa Sobieszewska|Gdańsk
Mieszkanie - Gdynia Śródmieście|990000.0|55.74|2|1|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|17761.03|0|0|1|ul. św. Piotra|Śródmieście|Gdynia
