title|price[PLN]|area[m^2]|rooms|floor|market|parking|elevator|build year|internet|building_type|basement|price_per_m2|balkon|ogródek|taras|street|district|city
Apartament inwestycyjny, Śląska 12 k/Skm, Ug!|431890.0|27.18|1|2|secondary|0|1|2022.0|1.0|Mieszkanie|0.0|15889.99|0|0|0|ul. Śląska 12|Przymorze Małe|Gdańsk
Dwupoziomowe mieszkanie osiedle Willa Park Gdynia|1399000.0|98.0|3|1|secondary|1|0|2019.0|0.0|Mieszkanie|0.0|14275.51|0|0|0|ul. Miętowa|Dąbrowa|Gdynia
50,46 m2/blisko starego miasta/cicho|699000.0|50.46|2|0|secondary|0|0|1960.0|0.0|Mieszkanie|1.0|13852.56|1|0|0|ul. Podwale Przedmiejskie|Śródmieście|Gdańsk
Kawalerka/Blisko Śródmieścia|399000.0|30.94|1|9|secondary|0|1|1977.0|1.0|Mieszkanie|1.0|12895.93|0|0|0|ul. Szara|Siedlce|Gdańsk
Niesamowity widok na morze! Do plaży 300m !|950000.0|42.2|2|8|secondary|1|1|1977.0|0.0|Mieszkanie|1.0|22511.85|0|0|0|ul. Karlikowska|Karlikowo|Sopot
Do aranżacji! Widok/ 2 miejsca parkingowe|570000.0|60.02|3|3|secondary|1|1|2022.0|1.0|Mieszkanie|1.0|9496.83|1|0|0|ul. Pastelowa|Orunia Górna - Gdańsk Południe|Gdańsk
2 Pokojowe Mieszkanie Przymorze Spw|595000.0|45.0|2|2|secondary|0|0||0.0||0.0|13222.22|0|0|0|ul. Kołobrzeska|Przymorze Wielkie|Gdańsk
"3 pok. | 10 min do morza | second home | balkon"|1249000.0|65.06|3|4|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|19197.66|1|0|0|ul. Powstańców Wielkopolskich|Zaspa-Rozstaje|Gdańsk
Tajemniczy ogród w samym sercu Wrzeszcza!|1097000.0|84.47|4|0|secondary|1|0|1900.0|0.0|Mieszkanie|1.0|12986.86|0|1|0|ul. Do Studzienki|Wrzeszcz Górny|Gdańsk
Gdynia Chylonia - 3 pokojowe mieszkanie|599000.0|53.5|3||secondary|1|0||0.0||1.0|11196.26|0|0|0|ul. Kartuska|Chylonia|Gdynia
Mieszkanie z rynku pierwotnego Gdynia Pogórze Doln|579000.0|67.0|3|1|secondary|0|0||0.0|Mieszkanie|0.0|8641.79|0|0|0|ul. adm. Józefa Unruga 118|Pogórze|Gdynia
2 pokoje nad morzem Letnica|759000.0|40.04|2|6|secondary|0|1|2019.0|0.0||0.0|18956.04|0|0|0|ul. Starowiejska|Letnica|Gdańsk
Mieszkanie w centrum Gdyni do własnej aranżacji|540000.0|47.85|2|3|secondary|1|0||1.0|Mieszkanie|1.0|11285.27|1|0|0|null|Działki Leśne|Gdynia
2 pokoje na JASIENIU ->Program mieszkanie na START|424300.0|34.72|2|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|12220.62|1|0|0|null|Jasień|Gdańsk
Komfortowe 3 Pokoje Przy Lesie|599000.0|57.3|3|1|secondary|0|0|2006.0|1.0|Mieszkanie|1.0|10453.75|1|0|0|Rdestowa Leśny Zakątek|Dąbrowa|Gdynia
4-pokojowe mieszkanie 90m2 + 3 balkony|994534.0|90.15|4|3||1|0|||||11031.99|1|0|0|ul. Zbożowa|Cisowa|Gdynia
2-pokojowe mieszkanie 53m2 + ogródek Bezpośrednio|535502.0|53.02|2|0||1|0|||||10100.0|0|1|0|ul. Zbożowa|Cisowa|Gdynia
3-pokojowe mieszkanie 72m2 + balkon|827189.0|72.37|3|3||1|0|||||11430.0|1|0|0|ul. Zbożowa|Cisowa|Gdynia
Apartament w centrum Gdyni na osiedlu Plac Unii|2800000.0|91.0|3|4|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|30769.23|1|0|0|ul. Obrońców Wybrzeża|Śródmieście|Gdynia
Kawalerka na Przymorzu, Idealna inwestycja !|365000.0|19.0|1|4|secondary|0|0||1.0|Mieszkanie|1.0|19210.53|0|0|0|ul. Chłopska|Przymorze Wielkie|Gdańsk
3pokoje Gdańsk Brzeźno 2 balkony od zaraz|869000.0|78.0|3|4|secondary|1|0||1.0|Mieszkanie|1.0|11141.03|1|0|0|null|Brzeźno|Gdańsk
"Centrum Gdańska | Nowe | Doskonała Lokalizacja"|249000.0|19.0|1|0|secondary|0|0||0.0|wolnostojący|0.0|13105.26|0|0|0|ul. Trakt św. Wojciecha|Orunia-Św. Wojciech-Lipce|Gdańsk
"2 pokoje|Luksusowy Apartament|Gdańsk Przymorze"|1950000.0|83.0|2|1|secondary|1|1||0.0|Mieszkanie|0.0|23493.98|1|0|0|ul. Czarny Dwór|Przymorze Wielkie|Gdańsk
69,25 m2 na granicy moreny i jasienia loggia 11 m2|680000.0|69.25|4|1|primary|1|1|2025.0|0.0|Mieszkanie|0.0|9819.49|0|0|0|null|Jasień|Gdańsk
4-pokojowe mieszkanie 76m2 + balkon|1190728.0|76.11|4|4||1|0|||||15644.83|1|0|0|ul. Kartuska|Siedlce|Gdańsk
Gdynia Oksywie 2 km od morza GOTOWA INWESTYCJA|499000.0|34.6|2|3|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|14421.97|0|0|0|null|Oksywie|Gdynia
Gdańsk Jasień 33.24 m2 - gotowe do odbioru 2024!|431500.0|33.24|2|2|primary|1|1|2024.0|0.0|Mieszkanie|0.0|12981.35|1|0|0|null|Jasień|Gdańsk
Gdańsk Jasień 57.65 m2 - gotowe do odbioru!|576500.0|57.65|3|3|primary|1|1|2024.0|0.0|Mieszkanie|0.0|10000.0|1|0|0|null|Jasień|Gdańsk
60,86 m2 Gdańsk Jasień - wykończone pod klucz|670500.0|60.86|3|4|primary|1|1|2024.0|0.0|Mieszkanie|0.0|11017.09|1|0|0|null|Jasień|Gdańsk
51,86 m2 mieszkanie na granicy moreny i jasienia|545000.0|51.86|3|1|primary|1|1|2025.0|0.0|Mieszkanie|0.0|10509.06|0|0|0|null|Jasień|Gdańsk
Centrum - 2 Pokoje Gdynia Śródmieście|599000.0|34.54|2|suterena|secondary|0|0|1937.0|1.0|Mieszkanie|1.0|17342.21|0|0|0|null|Kamienna Góra|Gdynia
2 pokoje, Niska zabudowa, Zielona okolica|599000.0|40.0|2|1|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|14975.0|1|0|0|ul. Cedrowa|Ujeścisko-Łostowice|Gdańsk
NOWOŚĆ,GdańskOsowa 2pok. budynek energooszczędnyM9|469000.0|38.71|2|1|primary|1|1|2025.0|1.0|Mieszkanie|1.0|12115.73|1|0|0|ul. Kielnieńska|Osowa|Gdańsk
Brzeźno apartament 150mkw ogród blisko plaży|1129000.0|52.0|3|0|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|21711.54|0|1|1|null|Brzeźno|Gdańsk
Słoneczne mieszkanie w Gdyni Pogórze|559000.0|55.9|3|2|secondary|0|0||1.0||1.0|10000.0|1|0|0|null|Pogórze|Gdynia
Ponad 135m2 z dwoma balkonami gotowe do wejścia!|898000.0|135.9|5|4|secondary|1|0|1994.0|1.0|Mieszkanie|1.0|6607.8|1|0|0|null|Dąbrowa|Gdynia
"Gdynia Dąbrowa | Ponad 70m2 powierzchni użytkowej"|669000.0|68.0|3|1|secondary|0|0|2000.0|1.0|Mieszkanie|1.0|9838.24|1|0|0|null|Dąbrowa|Gdynia
Słoneczne 2 pokojowe mieszkanie dostępne od zaraz!|469000.0|45.8|2|3|secondary|0|1|1972.0|1.0|Mieszkanie|1.0|10240.17|1|0|0|null|Chylonia|Gdynia
Kawalerka blisko centrum Gdańska! Od Zaraz|399000.0|30.94|1|9|secondary|0|1|1976.0|1.0|Mieszkanie|1.0|12895.93|1|0|0|null|Siedlce|Gdańsk
"Ostatnie M2 | widok na port | Gdynia"|449000.0|36.2|2|3|secondary|1|0|2022.0|0.0||0.0|12403.31|1|0|0|ul. Nasypowa|Oksywie|Gdynia
Gotowe mieszkanie 1 pokojowe - Gdańsk Letnica|519000.0|28.54|1|> 10|secondary|1|1|2024.0|1.0|Mieszkanie|1.0|18185.0|1|0|0|null|Letnica|Gdańsk
Czteropokojowy apartament w otulinie lasu|2800000.0|92.41|4|1|secondary|1|1|2020.0|1.0|Mieszkanie|0.0|30299.75|1|0|0|ul. Bernadowska|Orłowo|Gdynia
4-pokojowe mieszkanie 87m2 + balkon Bezpośrednio|1978436.0|87.78|4|1||1|0|||||22538.57|1|0|0|ul. 23 Marca|Przylesie|Sopot
3-pokojowe mieszkanie 64m2 + loggia Bezpośrednio|1361624.0|64.01|3|2||1|0|||||21272.05|0|0|0|ul. 23 Marca|Przylesie|Sopot
2-pokojowe mieszkanie 47m2 + loggia|1037854.0|47.4|2|1||1|0|||||21895.65|0|0|0|ul. 23 Marca|Przylesie|Sopot
Baltic Plaza / 89M2 / 2 Garaże / Bliskość Plaży|2390000.0|87.94|3|1|secondary|1|1|2016.0|0.0|Mieszkanie|0.0|27177.62|0|0|0|ul. Świętojańska|Śródmieście|Gdynia
Tre Mare / 100M Plaża / Fitness + Duży Taras|1330000.0|37.82|2|0|secondary|0|1|2017.0|0.0|Mieszkanie|0.0|35166.58|0|0|1|ul. Jelitkowska|Jelitkowo|Gdańsk
Sopot Monciak 84m2 inwestycja piwnica 13m2 plaża|1399000.0|84.0|2|2|secondary|1|0||1.0|Mieszkanie|1.0|16654.76|0|0|0|ul. Bohaterów Monte Cassino|Górny Sopot|Sopot
Mieszkanie 3 pokojowe Gdynia Karwiny|600000.0|60.0|3|3|secondary|0|0|1989.0|1.0|Mieszkanie|1.0|10000.0|1|0|0|ul. Leopolda Staffa|Karwiny|Gdynia
>25m2 inwestycyjnie - widok MOTŁAWA - odlicz VAT|409490.0|25.85|1|1|primary|1|1||0.0|Mieszkanie|0.0|15841.01|1|0|0|null|Śródmieście|Gdańsk
2 pokojowe z balkonem, 31 m2 przestrzeni dziennej|545000.0|46.2|2|3|secondary|1|0|2010.0|1.0|Mieszkanie|1.0|11796.54|1|0|0|ul. Konrada Guderskiego|Jasień|Gdańsk
APARTAMENT na Wyspie Sobieszewskiej|1000000.0|55.28|2|0|secondary|0|0|2015.0|1.0||0.0|18089.73|0|0|0|null|Wyspa Sobieszewska|Gdańsk
Mieszkanie o pow. 53,4 m2 Wrzeszcz Gdańsk|699000.0|53.4|2|3|secondary|0|0|1960.0|0.0||0.0|13089.89|0|0|0|null|Wrzeszcz Dolny|Gdańsk
#Hit-OddaneDoUżytkowania*BezpośrednioOdDewelopera!|449000.0|36.0|2|1|primary|1|1|2023.0|1.0|Mieszkanie|0.0|12472.22|1|0|0|null|Wyspa Sobieszewska|Gdańsk
#GenialneBliskoPlażyWbrzeźnieBezpośrednioDeweloper|711600.0|47.44|2|2|primary|1|1|2024.0|1.0|Mieszkanie|1.0|15000.0|1|0|0|null|Letnica|Gdańsk
2-pokojowe mieszkanie w Gdyni! Działki Leśne|649000.0|56.04|2|3|secondary|1|0|1954.0|0.0|Mieszkanie|1.0|11581.01|1|0|0|ul. Warszawska|Działki Leśne|Gdynia
4 Pokoje Gdynia Chwarzno-Wiczlino|875000.0|73.0|4|2|secondary|1|1|2011.0|0.0|Mieszkanie|0.0|11986.3|1|0|0|ul. gen. Mariusza Zaruskiego|Wiczlino|Gdynia
Pas nadmorski, Zajezdnia Wrzeszcz, umeblowane|1170835.0|65.05|3|1|secondary|1|1|2020.0|1.0|Mieszkanie|1.0|17999.0|1|0|1|ul. Grudziądzka|Wrzeszcz Dolny|Gdańsk
Mieszkanie, 2 pokoje w świetnej lokalizacji|520000.0|36.18|2|1|secondary|0|0|1930.0|0.0|Mieszkanie|1.0|14372.58|0|0|0|ul. gen. Józefa Bema|Siedlce|Gdańsk
Mieszkanie 49,5 m 2 pokoje 1 piętro.Bezpośrednio.|570000.0|49.5|2|1|secondary|0|0|1990.0|1.0|Mieszkanie|0.0|11515.15|0|0|0|ul. Henryka Hubertusa Jabłońskiego|Chełm|Gdańsk
Gdańsk, Łostowice, Mieszkanie 3 pokoje|590000.0|59.0|3|3|primary|0|0|2024.0|0.0||0.0|10000.0|0|0|0|ul. Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
Lawendowe Wzgórze - 3 pokoje - Jasień - Robyg|689000.0|50.87|3|2|secondary|1|1|2016.0|1.0|Mieszkanie|1.0|13544.33|1|0|0|ul. Lawendowe Wzgórze|Jasień|Gdańsk
Mieszkanie Rozewska|525000.0|53.0|3|4|secondary|0|1|1980.0|0.0|Mieszkanie|1.0|9905.66|1|0|0|ul. Rozewska|Chylonia|Gdynia
3 pokoje w gdańskim Śródmieściu!|820000.0|85.5|3|3|secondary|0|0|1930.0|0.0|Mieszkanie|1.0|9590.64|0|0|0|ul. Krosna|Śródmieście|Gdańsk
Przytulne Mieszkanie Po Remoncie! Od Zaraz!|509000.0|58.53|3|4|secondary|0|0|1980.0|1.0|Mieszkanie|0.0|8696.4|1|0|0|ul. Wiceadmirała Kazimierza Porębskiego|Pogórze|Gdynia
2-pokojowy apartament Zajezdnia Wrzeszcz|920000.0|42.3|2|4|secondary|1|1|2019.0|1.0|Mieszkanie|0.0|21749.41|1|0|0|al. gen. Józefa Hallera|Wrzeszcz Dolny|Gdańsk
"Słoneczne 2 pokoje z balkonem |Ostatnie mieszkania"|426756.0|40.49|2|2|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|10539.79|1|0|0|ul. Borkowska|Orunia Górna - Gdańsk Południe|Gdańsk
Seaport live in Gdynia Twoje nowe mieszkanie|555000.0|37.0|2|2|primary|1|1|2023.0|1.0|Mieszkanie|0.0|15000.0|1|0|0|ul. Hugo Kołłątaja|Grabówek|Gdynia
Seaport live in Gdynia Twoje nowe mieszkanie|577000.0|38.2|2|2|primary|1|1|2023.0|1.0|Mieszkanie|0.0|15104.71|1|0|0|ul. Hugo Kołłątaja|Grabówek|Gdynia
Komfortowe mieszkanie 2 pokojowe Lawendowe Wzgórze|470000.0|28.0|2|2|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|16785.71|1|0|0|ul. Lawendowe Wzgórze|Jasień|Gdańsk
lokale inwestycyjne >25m2 odlicz VAT|496192.0|30.9|1|1|primary|1|1||0.0|Mieszkanie|0.0|16057.99|1|0|0|null|Śródmieście|Gdańsk
50,55m2, 2 pok, balkon, piwnica, miejsce post. IIp|599000.0|50.55|2|2|secondary|1|0||1.0|Mieszkanie|1.0|11849.65|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
3 pokoje z dużym balkonem+miejsce w hali garażowej|799000.0|72.0|3|1|secondary|1|1|2009.0|1.0|Mieszkanie|0.0|11097.22|0|0|0|ul. Górnicza|Wielki Kack|Gdynia
Stylowe dwa pokoje w doskonałej lokalizacji!|499000.0|31.3|2|3|secondary|0|1|2016.0|0.0|Mieszkanie|0.0|15942.49|0|0|0|null|Ujeścisko-Łostowice|Gdańsk
Przytulne 2 pokoje w świetnej lokalizacji|618000.0|47.55|2|2|secondary|1|0|2007.0|0.0|Mieszkanie|1.0|12996.85|1|0|0|ul. Rogalińska|Chełm|Gdańsk
4-pokojowe mieszkanie 99m2 + taras Bez Pośredników|1934426.0|99.89|4|3||1|0|||||19365.56|0|0|1|ul. 23 Marca|Przylesie|Sopot
3-pokojowe mieszkanie 74m2 + loggia Bezpośrednio|1637393.0|74.82|3|2||1|0|||||21884.43|0|0|0|ul. 23 Marca|Przylesie|Sopot
2-pokojowe mieszkanie 55m2 + loggia|1080292.0|55.68|2|1||1|0|||||19401.8|0|0|0|ul. 23 Marca|Przylesie|Sopot
Mieszkanie z widokiem na morze Nowa Letnica Robyg|503000.0|32.11|2|> 10|primary|1|1|2023.0|0.0|Mieszkanie|1.0|15664.9|1|0|0|ul. Starowiejska 62a|Letnica|Gdańsk
Mieszkanie dwupokojowe w zaciszu Górnego Wrzeszcza|905600.0|56.6|2|1|secondary|1|0|2007.0|0.0||0.0|16000.0|1|0|0|ul. Hugo Kołłątaja|Wrzeszcz Górny|Gdańsk
Przestrzeń i spokój blisko morza|1399000.0|71.4|3|5|secondary|1|1|2014.0|0.0|Mieszkanie|1.0|19593.84|1|0|1|null|Przymorze Wielkie|Gdańsk
Blisko lasu z widokiem na zatokę !|889000.0|62.5|4|8|secondary|0|1|1980.0|0.0||1.0|14224.0|1|0|0|ul. Karpacka|Oliwa|Gdańsk
Mieszkanie 4 pokoje z miejscem w hali i komór|819000.0|78.76|4|2|secondary|1|0|2002.0|1.0|Mieszkanie|0.0|10398.68|1|0|0|ul. Starodworcowa|Wielki Kack|Gdynia
Partyzantów 107 - Kawalerka z dużym balkonem!|489000.0|31.4|1|4|secondary|0|0||0.0||1.0|15573.25|1|0|0|ul. Partyzantów|Wrzeszcz Górny|Gdańsk
Apartament w Sopocie – niecałe 280 metrów od morza|2730000.0|105.36|4|1|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|25911.16|1|1|0|ul. Bitwy pod Płowcami|Karlikowo|Sopot
2 pokoje, K.Kurpińśkiego, Blisko lasu!|430900.0|46.26|2|3|secondary|0|0|1983.0|1.0|Mieszkanie|1.0|9314.74|1|0|0|ul. Karola Kurpińskiego|Cisowa|Gdynia
Obniżka Ceny! Tanie 2 pokoje|427557.0|40.0|2|3|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|10688.92|1|0|0|ul. Świętokrzyska|Ujeścisko-Łostowice|Gdańsk
Kawalerka w centrum! Wyprzedaż|435187.0|27.0|1|1|primary|1|1|2025.0|1.0|Mieszkanie|0.0|16118.04|0|0|1|ul. Kartuska|Siedlce|Gdańsk
Mieszkanie - Gdańsk Brzeźno|849000.0|61.4|3|4|secondary|0|0|1980.0|0.0|Mieszkanie|0.0|13827.36|0|0|0|ul. Dworska|Brzeźno|Gdańsk
2-pokojowe mieszkanie 54m2 + ogródek|548228.0|54.28|2|0||1|0|||||10100.0|0|1|0|ul. Zbożowa|Cisowa|Gdynia
12 Piętro / Widok Na Morze / 2 Oddzielne Pokoje|749000.0|44.17|2|> 10|secondary|1|1|2013.0|1.0|Mieszkanie|0.0|16957.21|1|0|0|Aleja Rzeczypospolitej|Przymorze Małe|Gdańsk
Widok na zatokę 14 piętro Apartament QuattroTowers|1900000.0|78.8|3|> 10|secondary|0|1|2011.0|1.0|Mieszkanie|0.0|24111.68|1|0|0|ul. Partyzantów|Wrzeszcz Górny|Gdańsk
Sopockie Kamieniczki: 2-pokojowe Mieszkanie|1190000.0|45.6|2|1|secondary|1|0|2016.0|0.0||0.0|26096.49|1|0|0|ul. Władysława Łokietka|Karlikowo|Sopot
Żabianka 3 pokoje 47,3 m2 Blisko morza Pewny najem|648000.0|47.3|3|2|secondary|0|0|1970.0|1.0|Mieszkanie|1.0|13699.79|1|0|0|null|Żabianka|Gdańsk
ok.35m2 na Jasieniu_GARAŻE_Komórki_tramwaj+bus_LAS|424000.0|33.1|2|1|primary|1|1||1.0|Mieszkanie|0.0|12809.67|1|0|0|null|Jasień|Gdańsk
Mieszkanie na parterze z potencjałem|749000.0|87.0|5|0|secondary|0|1|2000.0|1.0|Mieszkanie|1.0|8609.2|0|0|0|ul. Ostrołęcka|Ujeścisko-Łostowice|Gdańsk
OSTATNIE 70m2 na Jasieniu_GARAŻ+komórka_Tramwaj|665500.0|68.07|4|1|primary|1|1||1.0|Mieszkanie|0.0|9776.7|1|0|0|null|Jasień|Gdańsk
"Pięknie wykończone | Widok | SKM | Olivia Business"|748888.0|45.1|2|4|secondary|1|1|1975.0|0.0|Mieszkanie|1.0|16605.06|0|0|0|null|Oliwa|Gdańsk
1 pokojowe + balkon INWESTYCYJNIe na DNI OTWARTE|412024.0|26.01|1|2|primary|1|1||0.0|Mieszkanie|0.0|15840.98|1|0|0|null|Śródmieście|Gdańsk
Mieszkanie w kameralnej kamienicy na Oksywiu|860000.0|71.8|2|1|secondary|0|0|1936.0|1.0|Mieszkanie|1.0|11977.72|1|0|0|ul. Arendta Dickmana|Oksywie|Gdynia
Wyjątkowe, duże, komfort mieszkania jak w domu|2440000.0|146.0|5|0|secondary|1|0|2007.0|1.0|wolnostojący|0.0|16712.33|1|1|1|ul. Myśliwska|Piecki-Migowo|Gdańsk
Apartament inwestycyjny - 4 lokale|2300000.0|117.54|4|1|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|19567.81|0|0|0|ul. Kotwiczników|Śródmieście|Gdańsk
OSTATNIE z OGRODEM_2xM.Postojowe za 0zł_15minForum|600295.0|66.02|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9092.62|0|1|1|null|Orunia Górna - Gdańsk Południe|Gdańsk
2 pokoje blisko Parku Reagana i plaży|769000.0|42.0|2|> 10|secondary|0|1|2006.0|1.0|Mieszkanie|0.0|18309.52|1|0|0|ul. Obrońców Wybrzeża|Przymorze Wielkie|Gdańsk
Twoje nowe mieszkanie czeka na Ciebie!|518348.0|55.0|3|3|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|9424.51|1|0|0|ul. Władysława Jagiełły|Orunia Górna - Gdańsk Południe|Gdańsk
--> Idealne mieszkanie dla dużej rodziny!|542822.0|60.73|4|2|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|8938.28|1|0|0|ul. Władysława Jagiełły|Orunia Górna - Gdańsk Południe|Gdańsk
"Ogród | Wyposażone | 15Min Do Centrum"|639000.0|51.56|3|0|secondary|1|1|2013.0|0.0|Mieszkanie|0.0|12393.33|0|0|0|ul. Jabłoniowa|Jasień|Gdańsk
Mieszkanie 3 pokojowe ! Blisko Gdańsk-Śródmieście!|629000.0|73.6|3|0|secondary|1|0|1904.0|0.0|Mieszkanie|0.0|8546.2|0|0|0|ul. Sandomierska|Orunia-Św. Wojciech-Lipce|Gdańsk
3 pokoje w świetnej lokalizacji|726836.0|65.98|3|2|secondary|0|0|2024.0|0.0||0.0|11016.0|0|0|0|ul. Morska|Chylonia|Gdynia
duże, gotowe mieszkanie dla rodziny, blisko morza|940375.0|90.84|4|3|secondary|1|0|2024.0|0.0||0.0|10351.99|0|0|0|ul. Starowiejska|Letnica|Gdańsk
duże mieszkanie dla rodziny, blisko morza|793571.0|75.22|4|2|secondary|1|0|2024.0|0.0||0.0|10550.0|0|0|0|ul. Starowiejska|Letnica|Gdańsk
3 pokojowe mieszkanie ! Jasień !|620000.0|57.12|3|1|secondary|1|1|2020.0|0.0|Mieszkanie|1.0|10854.34|1|0|0|ul. Alfonsa Flisykowskiego|Jasień|Gdańsk
Stare Miasto/ Kawalerka/150m do Neptuna/Inwestycja|460000.0|21.5|1|4|secondary|0|0|1946.0|1.0|Mieszkanie|1.0|21395.35|0|0|0|ul. Ogarna|Śródmieście|Gdańsk
Słoneczne, dwustronne mieszkanie blisko morza|850000.0|73.4|4|4|secondary|1|0|1990.0|1.0|Mieszkanie|1.0|11580.38|1|0|0|ul. Władysława Broniewskiego|Brzeźno|Gdańsk
Spokojna Okolica 4 pokoje Niska Zabudowa|939000.0|76.29|4|2|secondary|1|0||0.0||1.0|12308.3|1|0|0|null|Chełm|Gdańsk
3 pokoje z balkonem dla rodziny Invest Komfort|709000.0|55.9|3|1|secondary|0|1|2008.0|1.0|Mieszkanie|0.0|12683.36|1|0|0|null|Oksywie|Gdynia
Jasne i zadbane 3pokojowe mieszkanie + ogródek|849000.0|61.1|3|0|secondary|0|0|2008.0|1.0|Mieszkanie|1.0|13895.25|0|1|0|ul. Królewskie Wzgórze|Piecki-Migowo|Gdańsk
Mieszkanie, 5 min do Starego Miasta|847000.0|81.0|2|3|secondary|0|0|1910.0|0.0|Mieszkanie|0.0|10456.79|1|0|0|ul. Mariana Seredyńskiego 17|Śródmieście|Gdańsk
2 pokojwe na ul.Rzeczypospolitej Gdansk Przymorze|549000.0|48.0|2|8|secondary|0|1|1975.0|0.0|Mieszkanie|1.0|11437.5|1|0|0|null|Przymorze Wielkie|Gdańsk
3-pokojowe mieszkanie 71m2 + ogródek|1495540.0|71.92|3|0||1|0|||||20794.49|0|1|1|ul. 23 Marca|Przylesie|Sopot
2-pokojowe mieszkanie 50m2 + loggia Bez Prowizji|933072.0|50.08|2|1||1|0|||||18631.63|0|0|0|ul. 23 Marca|Przylesie|Sopot
4-pokojowe mieszkanie 97m2 + taras Bez Prowizji|1993505.0|97.21|4|6||1|0|||||20507.2|1|0|1|ul. 23 Marca|Przylesie|Sopot
Okazja inwestycyjna w sercu Sopotu-pakiet mieszkań|1275000.0|99.3|5|0|secondary|0|0|1905.0|0.0|Mieszkanie|0.0|12839.88|0|0|0|ul. Podjazd|Górny Sopot|Sopot
Okazja- 3 pok. mieszkanie 350 M od morza i plaży|1150000.0|56.0|3|1|secondary|1|1|1977.0|0.0|Mieszkanie|1.0|20535.71|1|0|0|ul. Karlikowska|Karlikowo|Sopot
Granaria- kawalerka z loggią + widok na marinę|1106000.0|31.6|1|3|secondary|0|1|2024.0|0.0|Mieszkanie|0.0|35000.0|0|0|0|ul. Chmielna|Śródmieście|Gdańsk
Wyspa Spichrzów- gotowa kawalerka, widok na rzekę|766000.0|22.62|1|6|secondary|0|1|2019.0|0.0|Mieszkanie|0.0|33863.84|0|0|0|ul. Chmielna|Śródmieście|Gdańsk
Komfortowe 3 pokojowe z ogrodem pod lasem|699000.0|59.3|3|0|secondary|0|0|1999.0|1.0|Mieszkanie|1.0|11787.52|1|1|0|ul. Złota Karczma 17|Matarnia|Gdańsk
Atrakcyjna oferta! Pozostaje całe wyposażenie!|497000.0|37.87|1|3|secondary|1|1|2014.0|1.0|Mieszkanie|1.0|13123.84|1|0|0|ul. Potęgowska|Jasień|Gdańsk
Komfortowe czteropokojowe mieszkanie z halą gar.|845000.0|72.77|4|3|secondary|1|1|2006.0|1.0|Mieszkanie|0.0|11611.93|0|0|0|Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Blisko morza Inwestycja 2 pokoje Balkon|515000.0|38.0|2|3|secondary|0|1||1.0|Mieszkanie|1.0|13552.63|1|0|0|null|Przymorze Wielkie|Gdańsk
Wyjątkowe mieszkanie w malowniczej dzielnicy|870000.0|87.76|4|2|secondary|1|0|2015.0|0.0|Mieszkanie|1.0|9913.4|1|0|1|ul. Wigierska|Orunia Górna - Gdańsk Południe|Gdańsk
Dwustronne w centrum z możliwością podziału|950000.0|75.28|4|4|secondary|0|0|1956.0|1.0|Mieszkanie|1.0|12619.55|0|0|0|ul. Władysława IV|Śródmieście|Gdynia
Apartament - Porto - Plaża 1000m, Parking x2|1499000.0|92.0|3|1|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|16293.48|1|0|0|ul. Letnicka|Letnica|Gdańsk
Fitness/Lobby - 10 min do plaży - Słoneczne|535000.0|31.1|1|0|primary|1|1|2023.0|1.0|Mieszkanie|0.0|17202.57|0|1|0|Bernarda Filarskiego|Letnica|Gdańsk
Mieszkanie od zaraz w centrum Gdańska|930818.0|39.11|2|1|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|23800.0|1|0|0|ul. Długie Ogrody|Śródmieście|Gdańsk
Apartament z widokiem na Motławę, ostatnie piętro.|1089000.0|53.0|3|5|primary|1|1|2023.0|1.0|Mieszkanie|0.0|20547.17|1|0|1|ul. Sienna Grobla|Śródmieście|Gdańsk
Mieszkanie od zaraz w centrum Gdańska|996960.0|40.2|2|4|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|24800.0|1|0|0|ul. Długie Ogrody|Śródmieście|Gdańsk
Moderna - Taras 40m2 - 2 miejsca w hali|1599000.0|64.0|3|0|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|24984.38|0|1|1|ul. Sadowa|Śródmieście|Gdańsk
Zielony taras, widok na Motławę, Kontrola dostępu|3499000.0|126.5|4|8|secondary|1|0|2023.0|0.0|Mieszkanie|0.0|27660.08|1|1|1|ks. Jerzego Popiełuszki|Młyniska|Gdańsk
