|title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
3802|Gdynia Babie Doły mieszkanie z garażem|Gdynia Babie Doły, Dedala|45.45|2|1980|10979|Mieszkanie|1|0|0|0|0|3|0|0|0|secondary
3803|W otulinie lasu przy samym centrum|Gdańsk Chełm, Pohulanka|46.7|3|2012|18844|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
3804|Inwestycja PORTO|Gdańsk Letnica, Letnicka|31.86|2|2023|16635|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
3805|3 pokoje   balkon   garderoba   77m2   dwupoziomowe|Gdańsk Łostowice, Grubby|77|3|2015|8429|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary
3806|Mieszkanie - Gdańsk Łostowice|Gdańsk Zakoniczyn, Świętokrzyska|57.91|4|2024|11450|Mieszkanie|0|1|1|0|1|4|0|0|0|secondary
3807|3 pokoje 54m2   Gdynia Chylonia   Piwnica|Gdynia Chylonia, Gniewska|54|3|1972|10648|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary
3808|Dwupak inwestycyjny!|Gdynia Działki Leśne, Śląska|108.7|4|1932|6981|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3809|Dwupoziomowe mieszkanie z miejscem postojowym!|Gdańsk Łostowice, Konrada Guderskiego|69|3|2010|12899|Mieszkanie|1|0|0|0|0|1|0|0|0|secondary
3810|Gdańsk Stare Miasto-1-pok ul. Ogarna|Gdańsk Stare Miasto, Ogarna|24.5|1|1930|23265|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3811|3pokoje na Przymorzu|Gdańsk Przymorze, Kołobrzeska|60|3|1970|13667|Mieszkanie|1|1|0|0|1|Parter|0|1|0|secondary
3812|Top Inwestycja do aranżacji DOKI Starówka M. Wisła|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|78.26|3|2023|17876|Mieszkanie|0|0|1|1|1|6|0|0|0|secondary
3813|Apartament 3 pok duży taras 2 miejsca garażowe|Gdańsk Suchanino, Taborowa|85|3|2012|1588|Mieszkanie|1|1|1|1|1|3|0|0|0|secondary
3814|Dom w II lini brzegowej Gdynia Kamienna Góra|Gdynia Wzgórze św. Maksymiliana|730|12|1991|945|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
3815|Mieszkanie 2-pokojowe we Wrzeszczu!|Gdańsk Wrzeszcz, Manifestu Połanieckiego|50.28|2|1953|12509|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
3816|Widok na Zatokę oraz Sopot i Gdynię|Gdańsk Brzeźno, Gen. Józefa Hallera|51.53|2|2019|17854|Mieszkanie|0|1|0|1|0|9|0|0|0|secondary
3817|Mieszkanie w centrum Wrzeszcz|Gdańsk Wrzeszcz, Jana Matejki|78|2|1903|10244|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
3818|Ogródek, miejsce postojowe w hali,piwnica, TV, HBO|Gdańsk Brzeźno, Nadmorski Dwór|5|2|2016|25558|Mieszkanie|1|0|1|1|1|Parter|1|1|0|secondary
3819|Dom wolnostojący dla dużej Rodziny.|Gdańsk Ujeścisko, Warszawska|259.4|7|2000|8096|Dom wolnostojący|1|0|0|1|0|nan|0|1|1|secondary
3820|Jasne mieszkanie w pięknej okolicy Ogrody Tesoro|Gdynia Pogórze, Kanaryjska|57.71|3|2020|11055|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
3821|Sopot, nowy apartament z ogrodem, 8 minut do plaży|Sopot|38.74|2|2023|33298|Mieszkanie|0|0|0|0|1|Parter|0|1|0|secondary
3822|Mieszkanie 2pok 34m osiedle Wolne Miasto Gdańsk ul.Cedrowa|Gdańsk Ujeścisko, Cedrowa 29|34|2|2019|16176|Mieszkanie|0|0|0|1|1|1|0|0|0|secondary
3823|3 pokoje I Spółdzielcze własnościowe I Balkon|Gdańsk Suchanino, Macieja Kamieńskiego|56.1|3|1979|1060|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
3824|Mieszkanie 4pokoje z ogródkiem Zajezdnia Wrzeszcz|Gdańsk Wrzeszcz, Grudziądzka|68.24|4|2018|22919|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
3825|Front Park Gdańsk - zamieszkaj nad Motławą|Gdańsk Śródmieście, Sadowa|70.1|3|2019|16405|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
3826|3 pokojowe mieszkanie na Brodwinie|Sopot Brodwino, Oskara Kolberga|54.75|3|1980|14521|Mieszkanie|0|1|0|0|1|Parter|0|0|1|secondary
3827|9 500zł/m2 z potencjałem.garnizon|Gdańsk Wrzeszcz, Juliusza Słowackiego|83.4|3|1910|9590|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
3828|Dom w kameralnej okolicy, blisko lasu|Gdańsk Oliwa, Jana Kasprowicza|120|4|1958|23333|Dom bliźniak|1|0|0|1|0|nan|0|1|1|secondary
3829|Mieszkanie inwestycyjne SOPOT|Sopot Górny Sopot, Adama Mickiewicza|37.41|2|1972|16011|Mieszkanie|0|1|0|0|1|8|0|1|0|secondary
3830|Gdynia Pogórze - Przestronne mieszkanie z widokiem|Gdynia Pogórze, Ppłk. Kazimierza Pruszkowskiego|60|3|1989|7500|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary
3831|Super lokalizacja, super mieszkanie|Gdynia Obłuże, Mjr. Henryka Sucharskiego|60|3|1980|8666|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3832|Super oferta, super lokalizacja|Gdynia Oksywie, Bosmańska|30.8|1|1950|11818|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3833|Gdynia Pogórze - mieszkanie na parterze z balkonem|Gdynia Pogórze, Żeliwna|55.4|2|1992|8285|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
3834|Mieszkanie z widokiem na panoramę Gdyni|Gdynia Obłuże, Płk. Stanisława Dąbka|63|3|1979|7936|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3835|Lokal mieszkalny z przepięknym widokiem|Gdynia Obłuże, Płk. Stanisława Dąbka|60|3|1978|8317|Mieszkanie|0|0|0|0|1|7|0|0|0|secondary
3836|Mieszkanie na Żabiance|Gdańsk  Zabianka|31|1|1970|16129|Mieszkanie|0|0|0|0|0|9|0|0|0|secondary
3837|Dom na sprzedaż - super lokalizacja, przy lesie, 12 pokoi|Gdynia Pustki Cisowskie, Jaskółcza|255|12|1997|4901|Dom wolnostojący|1|1|1|1|0|nan|1|1|1|secondary
3838|Morena! najtańsze nowe mieszkanie do wprowadzenia!|Gdańsk Morena, Myśliwska|43.7|2|2020|13707|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3839|Pół domu w Górnym Sopocie|Sopot Górny Sopot, Gen. Władysława Andersa|164.69|3|1910|16091|Mieszkanie|1|0|0|1|0|1|0|1|1|secondary
3840|Serce i Rozum   Dom z duszą   Piękny ogród zimowy|Gdynia Wiczlino, Onufrego Zagłoby|224.1|7|2003|8924|Dom wolnostojący|0|1|1|1|0|nan|0|1|1|secondary
3841|Apartamenty na Polanie   Gustowne   Dla rodziny|Gdynia Mały Kack, Strzelców|75.6|3|2010|19828|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
3842|Wiczlino Ogród   Narożny i słoneczny apartament|Gdynia Wiczlino, Stanisława Filipkowskiego|66.|3|2011|12069|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
3843|Wyjątkowy apartament z widokiem na Stare Miasto!|Gdańsk Śródmieście, Chmielna|65.5|3|2019|42748|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
3844|Gdańsk Rybaki Górne 5|Gdańsk Śródmieście, Rybaki Górne 5|39.95|2|2021|18398|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
3845|Apartament z widokiem, inwestycja SOLVO  Przymorze|Gdańsk Przymorze, Krynicka|39.04|2|2018|2533|Mieszkanie|0|1|0|1|1|12|0|1|0|secondary
3846|Mieszkanie o wysokim standardzie   nad morzem|Gdańsk Przymorze, Piastowska|46|2|1971|14978|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
3847|Kawalerka Oddzielna kuchnia Parter Balkon Piwnica|Gdańsk Osowa, Orfeusza|3|1|2000|12781|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
3848|Gotowe na najem. 5 pokoi. Do wejścia|Gdynia Leszczynki, Gen. Orlicz-dreszera|6|5|1969|9500|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
3849|Super komfortowy loft Jasień + 2 miejsca w hali|Gdańsk Jasień, Stężycka|98.6|3|2012|9330|Mieszkanie|1|0|0|1|0|2|0|0|0|secondary
3850|Dom z apartamentami w Sobieszewie|Gdańsk Sobieszewo, Gwiaździsta|230|9|1973|11678|Dom wolnostojący|0|0|1|1|0|nan|0|0|0|secondary
3851|Kawalerka blisko UG i OBC|Gdańsk Oliwa, Antoniego Abrahama|32.6|1|1982|1466|Mieszkanie|0|1|1|1|1|1|0|1|0|secondary
3852|świetna lokalizacja, spółdzielcze z KW, dobra cena|Gdańsk Morena, Bulońska|62.9|3|1984|10477|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary
3853|Gdańsk, Letnica: przestronne 2 pokoje; 7 piętro|Gdańsk Letnica, Starowiejska|51.83|2|2024|16593|Mieszkanie|0|1|0|0|0|7|0|0|0|secondary
3854|Zadbane mieszkanie3 pokojowe+duży strych gratis. Dziękuję pośrednikom|Gdynia Oksywie, Bosmańska 26|75.9|3|1950|8419|Mieszkanie|0|0|1|1|0|3|0|1|0|secondary
3855|Widokowe piętro domu z garażem i tarasem|Gdynia Redłowo, Lucjana Cylkowskiego|100|4|1963|12500|Mieszkanie|1|1|1|1|0|1|0|1|1|secondary
3856|Widok na Zatokę blisko Plaży|Gdańsk Jelitkowo|77|4|2010|22000|Mieszkanie|1|1|1|1|1|7|0|1|0|secondary
3857|3 pokojowe 65 m w Gdyni Dąbrowie-możliwość zamiany|Gdynia Dąbrowa, Gorczycowa|65|3|2006|1146|Mieszkanie|0|1|1|0|0|Parter|0|0|0|secondary
3858|Gdańsk Zaspa Rozstaje, 4 pokoje, 74 m2 z piwnicą na sprzedaż|Gdańsk Zaspa, Jana Pawła II 25a|74|4|1993|18905|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3859|3pokojowe mieszkanie, blisko centrum|Gdynia Grabówek, Stefana Okrzei|48|3|2023|16021|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
3860|3 pokoje   dobrze skomunikowane   duży balkon|Gdańsk Łostowice, Niepołomicka|53.46|3|2016|12626|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
3861|Przymorze|Gdańsk Przymorze|31|2|1960|21903|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
3862|Mieszkanie - Gdańsk Wrzeszcz Dolny|Gdańsk Wrzeszcz, Jana Kochanowskiego|59.9|2|1939|10501|Mieszkanie|0|0|1|0|0|2|0|1|1|secondary
3863|Dom z dużą działką w świetnej lokalizacji.|Gdańsk Jasień, Źródlana|213|6|2010|7038|Dom bliźniak|1|1|1|1|0|nan|0|0|1|secondary
3864|Promocyjna cena! Apartament inwestycyjny obok SKM|Gdańsk Przymorze, Śląska 12|25.88|1|2022|15770|Mieszkanie|1|0|1|1|1|Parter|0|0|0|secondary
3865|Dom  położony w kameralnej części Osowy|Gdańsk Osowa|207|4|2012|7681|Dom bliźniak|1|1|0|1|0|nan|0|1|1|secondary
3866|4 pokojowy apartament na Dolnym Migowie.|Gdańsk Morena, Dolne Migowo|81|4|2019|16914|Mieszkanie|1|0|1|1|1|2|1|1|0|secondary
3867|Dwupoziomowe, przestronne mieszkanie Dąbrowa|Gdynia Dąbrowa, Lukrecjowa|106.|5|2001|9887|Mieszkanie|1|1|1|1|0|3|0|0|0|secondary
3868|Mieszkanie na sprzedaż, Gdynia, Wiczlino, 2 pokoje, 42,04 mkw, za 540000 zł|Gdynia Wiczlino, Filipkowskiego|42.04|2|2015|12845|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
3869|3 pok. przytulne i słoneczne Osiedle Pastelowe|Gdańsk Łostowice, Pastelowa|52.6|3|2022|13284|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
3870|Posiadamy na sprzedaż lokal mieszkalny w stanie de|Gdynia Wzgórze św. Maksymiliana, Legionów|58.28|3|2024|16301|Mieszkanie|1|0|1|1|1|2|0|1|0|secondary
3871|2 pok, balkon, spokojna okolica, szybkie wydanie|Gdańsk Ujeścisko, Nieborowska|42.9|2|2023|13963|Mieszkanie|0|1|1|1|1|2|0|1|0|secondary
3872|3-piętrowy apartament w Gdyni|Gdynia Wielki Kack, Zielona Laguna|150|6|2018|11933|Mieszkanie|0|1|0|1|0|1|0|0|1|secondary
3873|Dobra cena 3 pokoje harmonia oliwska  gdańsk|Gdańsk Oliwa, Opacka|62.74|3|2018|2389|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
3874|Mieszkanie - Sopot Dolny|Sopot Dolny Sopot, Pułaskiego Kazimierza|64.68|2|1960|18398|Mieszkanie|1|0|1|1|0|1|0|1|0|secondary
3875|Dwu pokojowe mieszkanie na Przymorzu, Piastowska|Gdańsk Przymorze, Piastowska|46|2|1971|14978|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
3876|Mieszkanie z domkiem letniskowym blisko plaży!|Sopot Wyścigi / Karlikowo, Bitwy Pod Płowcami|65|3|1930|1969|Mieszkanie|0|0|0|1|0|1|0|1|1|secondary
3877|2-pokojowe mieszkanie na granicy Moreny i Wrzeszcza|Gdańsk Morena, Czubińskiego 7|45.6|2|2004|18750|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
3878|2-pokojowe mieszkanie   Przymorze|Gdańsk Przymorze, Chłopska|29|2|1963|15483|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
3879|Blisko Uniwersytetu Gda, 5 minut od Monte Cassino|Sopot Górny Sopot, Artura Grottgera|48.5|2|1970|17524|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
3880|3 pokoje w centrum miasta, wysoki standard, HG|Gdańsk Młode Miasto, Wałowa|60|3|2019|23317|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
3881|Mieszkanie w Górnym Sopocie w pięknej kamienicy|Sopot Górny Sopot, Ignacego Paderewskiego|62.4|3|1910|20833|Mieszkanie|1|0|0|1|0|Parter|0|0|1|secondary
3882|Gdańsk Chełm, 2 pokoje do Dworca 3,5 km|Gdańsk Ujeścisko, Dąbrówki|50|2|2021|13780|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
3883|Mieszkanie 3 balkony , 2 m.w hali garażowej !|Gdańsk Osowa, Hery|114.6|4|2011|9380|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
3884|Mieszkanie - Gdańsk Karczemki|Gdańsk Karczemki, Storczykowa|55|3|2003|11436|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
3885|Mieszkanie - Gdańsk Przymorze|Gdańsk Przymorze, Rzeczypospolitej|30|1|1972|14167|Mieszkanie|0|1|0|0|1|8|0|1|0|secondary
3886|Nowoczesne wnętrze w centrum Redłowa!|Gdynia Redłowo, Bohaterów Starówki Warszawskiej|41|2|1970|16317|Mieszkanie|0|1|0|0|1|3|0|1|0|secondary
3887|Pięknie wykończone M2! Idealne pod inwestycję|Sopot Górny Sopot, Adama Mickiewicza|39|2|1970|17436|Mieszkanie|0|1|0|0|1|5|0|1|0|secondary
3888|Mieszkanie dla dużej rodziny - ogród, las, garaż!|Gdynia Wielki Kack, Zielona Laguna|147.98|6|2018|12096|Mieszkanie|1|1|0|1|0|Parter|0|0|1|secondary
3889|Dom wolnostojący w Gdańsku.|Gdańsk Siedlce, Na Zboczu|211|7|1950|8905|Dom wolnostojący|0|0|0|0|0|nan|0|1|1|secondary
3890|Dwupoziomowe mieszkanie Chwarzno|Gdynia Chwarzno Wiczlino, Flagowa|98|5|2015|959|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
3891|Sprzedam atrakcyjne mieszkanie + ogródek Gdynia Wiczlino|Gdynia Wiczlino, Filipkowskiego|47.29|2|2016|11969|Mieszkanie|0|0|0|0|0|Parter|1|0|0|secondary
3892|Bezczynszowe 3 pokoje z garażem !|Sopot Górny Sopot, Ignacego Krasickiego|70.9|3|1905|13244|Mieszkanie|1|0|0|1|0|Parter|0|0|1|secondary
3893|Mieszkanie 3 pok Dąbrowa balkon I piętro|Gdynia Dąbrowa, Lukrecjowa|67.5|3|1996|9407|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
3894|Gdańsk Aniołki  2 niezależne pokoje !|Gdańsk Aniołki, Dębinki|58.5|2|1930|13504|Mieszkanie|1|0|1|1|0|1|0|0|0|secondary
3895|Mieszkanie - Gdynia Wielki Kack|Gdynia Wielki Kack, Gryfa Pomorskiego|41.5|2|2002|11687|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary
3896|Gdynia Fikakowo, 2 balkony, kameralne położenie|Gdynia Wielki Kack, Szefki Waleriana|84.1|3|1999|10700|Mieszkanie|1|1|1|1|0|Parter|0|1|0|secondary
3897|Gdynia Oksywie 2 pok.|Gdynia Oksywie, Bosmańska|47.7|2|1970|10063|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
3898|Gdańsk Osowa ul. Chełmińska|Gdańsk Osowa, Chełmińska|226|5|2019|6416|Dom bliźniak|1|0|1|1|0|nan|0|0|0|secondary
3899|Słoneczne studio, open space - świetna lokalizacja|Gdańsk Kowale, Heliosa|46|1|2021|9910|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
3900|Sopocki unikat przy plaży z windą|Sopot Dolny Sopot, Grunwaldzka|82.03|3|2004|32915|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary
3901|Gdynia Pogórze-przestronne 2 pokojowe mieszkanie|Gdynia Pogórze, Żelazna|48.3|2|1984|9213|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
3902|Podział na 6 lokali-2 księgi wieczyste. inwestycja|Gdańsk Wrzeszcz, Migowska|371|8|1980|3504|Dom bliźniak|0|0|0|0|0|nan|0|0|0|secondary
3903|Przestronne wnętrze-Osiedle Miłe-wysoki standard|Gdańsk Zakoniczyn, Konrada Guderskiego|69|3|2010|12899|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
3904|Dom Marzeń w Orłowie: Widok na Morze|Gdynia Orłowo, Świętopełka|320|8|1960|16250|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
3905|Apartament Premium Brabank Invest Komfort|Gdańsk Śródmieście, Stara Stocznia|95.7|4|2023|26113|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3906|Mieszkanie - Sopot Wyścigi|Sopot Wyścigi / Karlikowo, Władysława Łokietka|80.1|4|2003|24838|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
3907|Świetna lokalizacja-blisko centrum-dobry dojazd|Gdańsk Morena, Myśliwska|30.19|1|2012|16529|Mieszkanie|0|0|1|0|1|1|0|0|0|secondary
3908|Urokliwa kawalerka z kominkiem w Gdyni Śródmieście|Gdynia Działki Leśne, Morska|21.88|1|1917|13711|Mieszkanie|0|0|1|0|0|2|0|1|0|secondary
3909|3 pokoje   śródmieście   parking   900M - PLAŻA|Gdynia Śródmieście, Mściwoja|60|3|1976|12500|Mieszkanie|0|1|1|0|1|7|0|1|0|secondary
3910|Dom (Segment skrajny) - Gdańsk Piecki-Migowo|Gdańsk Morena, Tomasza Edisona|320|6|1979|8719|Dom szeregowy|1|0|1|1|0|nan|0|1|1|secondary
3911|3-pokojowe mieszkanie z widokiem na morze Witomino|Gdynia Witomino|48|3|1973|13229|Mieszkanie|0|0|0|0|0|9|0|0|0|secondary
3912|Mieszkanie - Gdańsk Jelitkowo|Gdańsk Jelitkowo, Wypoczynkowa|83.78|3|2017|39270|Mieszkanie|1|1|0|1|1|2|0|0|0|secondary
3913|Mieszkanie - Gdynia Karwiny|Gdynia Karwiny, Kazimierza Kruczkowskiego|60|3|1980|9983|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3914|Przestronne 2 pokojowe mieszkanie|Gdańsk Zakoniczyn, Jerzego Świrskiego|51.25|2|2019|10517|Mieszkanie|0|1|1|0|1|Parter|0|0|0|secondary
3915|Eleganckie Mieszkanie z Panoramicznym Widokiem|Gdańsk Jasień, Tadeusza Jasińskiego|64|3|2018|14656|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
3916|Gotowiec inwestycyjny- 5 mieszkań w pakiecie|Gdańsk Kowale, Apollina|156.54|5|2023|7666|Mieszkanie|0|1|1|0|0|3|0|0|0|secondary
3917|Nieruchomość z potencjałem inwestycyjnym|Gdańsk Siedlce|78.8|3|1965|15216|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
3918|Przestronne i komfortowe   Gdańsk Kokoszki|Gdańsk Karczemki, Jaśminowy Stok|88.81|3|2010|8895|Mieszkanie|1|1|1|1|1|4|0|0|0|secondary
3919|Apartament 3 pok Silver House balkon|Gdynia Śródmieście, Zygmunta Augusta|70|3|2015|27143|Mieszkanie|0|1|1|0|1|2|0|0|0|secondary
3920|Czteropokojowe mieszkanie doskonała lokalizacja|Gdynia Działki Leśne|67.3|4|1963|11129|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
3921|Funkcjonalne Mieszkanie Chełm|Gdańsk Chełm|53.4|2|1985|11217|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3922|Rodzinny  5 pokoi   działka 951 m2    0 % prowizji|Gdynia Mały Kack, Sopocka|160|5|2012|16188|Dom wolnostojący|0|1|1|1|0|nan|0|0|1|secondary
3923|Orunia, 52m2 do remontu|Gdańsk Orunia, Trakt Świętego Wojciecha|53|2|1920|7151|Mieszkanie|1|0|0|0|0|1|0|1|0|secondary
3924|Mieszkanie na sprzedaż, Sopot, Dolny Sopot, 5 pokoi, 106,25 mkw, za 2337500 zł|Sopot Górny Sopot|106.25|5|2024|22000|Mieszkanie|0|0|1|1|1|Parter|1|0|0|secondary
3925|Kawalerka z tarasem na dachu blisko centrum|Gdańsk Morena, Franciszka Rakoczego|28.68|1|2018|1914|Mieszkanie|0|0|0|0|0|7|0|0|0|secondary
3926|Mieszkanie   do remontu   2 pokoje   Wrzeszcz|Gdańsk Wrzeszcz, Klonowicza|42.24|2|1920|11127|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
3927|2 pokoje - zrób 3 , super lokalizacja.trójstronne|Sopot Górny Sopot, Niepodległości|51|2|1955|13725|Mieszkanie|0|1|1|0|0|Parter|0|1|0|secondary
3928|  Dwupoziomowe mieszkanie z widokiem na Motławę  |Gdańsk Długie Ogrody, Św. Barbary|105|4|2018|26333|Mieszkanie|0|0|0|1|1|5|0|0|0|secondary
3929|Apartament nad morzem|Gdańsk Sobieszewo, Turystyczna|75.3|4|1912|11275|Mieszkanie|1|0|0|0|0|1|0|0|0|secondary
3930|Dom (Bliźniak) - Gdynia Orłowo|Gdynia Orłowo, Inżynierska|200|6|1994|13995|Dom bliźniak|0|1|0|0|0|nan|0|1|1|secondary
3931|Apartament z widokiem na Motławę - gotowy|Gdańsk Dolne Miasto, Kamienna Grobla|52.26|2|2019|20455|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary
3932|Mieszkanie - Sopot Kamienny Potok|Sopot Kamienny Potok, Kujawska|46.7|3|1983|26767|Mieszkanie|0|1|1|1|1|7|0|1|0|secondary
3933|Atrakcyjna cena ! Mieszkanie dwustronne - 3 pokoje|Gdynia Witomino, Hodowlana|66|3|1979|9530|Mieszkanie|0|1|1|1|0|4|0|1|0|secondary
3934|Mieszkanie 2-pokojowe po generalnym remoncie|Gdynia Cisowa, Janowska|36.3|2|1955|13747|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
3935|Wyjątkowe mieszkanie w historycznej kamienicy.|Gdynia Oksywie, Arendta Dickmana|71.8|2|1936|11978|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
3936|Mieszkanie 3 pokoje 63,9 m2, I piętro|Gdynia Dąbrowa, Paprykowa|63.9|3|1989|10000|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary
3937|Dla rodziny/2 łazienki/2 balkony/Garaż/Komórka|Gdańsk Łostowice, Niepołomicka|73.39|4|2019|13490|Mieszkanie|1|0|0|0|0|2|0|0|0|secondary
3938|Niepowtarzalny widok na Zatokę Gdańską i marinę|Gdynia Śródmieście, A. Hryniewickiego|54.1|2|2009|43993|Mieszkanie|0|0|0|1|1|15|0|0|0|secondary
3939|Wysoki standard-Sopot-blisko morza|Sopot Górny Sopot, Adama Mickiewicza|39|2|1970|1769|Mieszkanie|0|1|1|0|1|5|0|1|0|secondary
3940|3 pokojowe mieszkanie w Gdańsku, w doskonałej lokalizacji|Gdańsk Jasień, Kartuska|78.26|3|2019|11998|Mieszkanie|0|0|0|1|1|Parter|1|1|0|secondary
3941|Mieszkanie na sprzedaż|Gdynia Wiczlino, Tęczowa|50.44|2|2022|13220|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
3942|Kup mieszkanie w Dolnym Sopocie, blisko morza|Sopot Dolny Sopot, Kazimierza Wielkiego|90|4|1930|24900|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary
3943|Duże mieszkanie alfa park iv|Gdańsk Jasień, Gen. Władysława Andersa|85.16|3|2021|16499|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
3944|3 pok. do zamieszkania z widokiem na wschód slońca|Gdynia Obłuże, Podgórska|52.7|3|1974|12619|Mieszkanie|0|1|1|0|0|4|0|1|0|secondary
3945|Sprzedam mieszkanie|Gdańsk  Stogi, Hoża|4|2|1979|1426|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
3946|Przestronne i jasne 3-pokojowe,idealne dla rodziny|Gdańsk Osowa, Flory|69|3|2008|1065|Mieszkanie|1|1|0|1|0|1|0|1|1|secondary
3947|3 pokoje Karwiny Wielki Kack Starodworcowa|Gdynia Karwiny|61.8|3|2002|11307|Mieszkanie|0|1|1|0|0|3|0|0|0|secondary
3948|Designerski loft z salonem kąpielowym z widokiem n|Gdańsk Łostowice, Niepołomicka|54|2|2018|11666|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
3949|3 pokoje widok na Marinę, 2 miejsca cumownicze|Gdańsk Sobieszewo, Łąkowa|74.97|3|2023|35621|Mieszkanie|0|0|0|1|1|Parter|0|0|0|secondary
3950|Mieszkanie Sopot dwie sypialnie, Balkon, widok na|Sopot Górny Sopot, Mickiewicza 61|39|2|1970|1769|Mieszkanie|0|1|1|0|1|5|0|1|0|secondary
3951|Dom Gdynia Mały Kack ul.Druskiennicka|Gdynia Mały Kack, Druskiennicka|150|5|1972|9993|Dom bliźniak|1|1|0|0|0|nan|0|1|0|secondary
3952|Witomino!   48 m2   Idealne pod Booking   Inwestuj|Gdynia Witomino, Rolnicza|42.1|2|1970|9236|Mieszkanie|0|0|1|1|0|Parter|0|1|0|secondary
3953|Penthouse, Ogród na dachu, Fenomenalny widok.|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|137|5|2024|25474|Mieszkanie|0|0|0|1|1|8|0|0|1|secondary
3954|Dom na skarpie... czy nie wygląda jak w bajce?|Gdański Łapino|160|5|2012|21875|Dom wolnostojący|1|0|0|1|0|nan|1|0|0|secondary
3955|Słoneczne 2 pokojowe mieszkanie dostępne od zaraz!|Gdynia Chylonia|45.8|2|1972|10240|Mieszkanie|0|1|1|0|1|3|0|1|0|secondary
