title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market|street|city|overall_price
Gdańsk, ergonomiczny dom ze strefą relaksu|Kiełpino Górne|555.15|13|2013|7025.0|Dom wolnostojący|0|1|0|1|0||0|1|1|secondary| Lipuska|gdansk|3899928.75
Top lokalizacja   blisko morza   centrum gdańsk|Wrzeszcz|63.96|3|2020|25797.0|Mieszkanie|0|0|1|1|1|0|0|0|1|secondary| Joachima Lelewela|gdansk|1649976.12
Duże apartament, 2 miejsca w hali garażowej|Wielki Kack|159.0|5|2022|9904.0|Dom wolnostojący|1|0|0|1|0||0|0|0|secondary| Mała|gdynia|1574736.0
Ogródek   Miejsce w hali   Dobra komunikacja|Ujeścisko|60.68|3|2011|11767.0|Mieszkanie|0|0|0|1|1|0|0|0|1|secondary| Piotrkowska|gdansk|714021.5599999999
Mieszkanie 4 pokojowe blisko morza|Brzeźno|73.4|4|1990|11580.0|Mieszkanie|0|1|0|1|0|4|0|1|0|secondary| Władysława Broniewskiego|gdansk|849972.0000000001
2 domy dla Ciebie lub na inwestycję!|Jasień|400.0|16|2000|5748.0|Dom wolnostojący|0|1|1|1|0||0|0|1|secondary| Kartuska|gdansk|2299200.0
Gdynia Orłowo mieszkanie z 2 ogródkami|Orłowo|90.8|4|2023|19824.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Wrocławska 41|gdynia|1800019.2
Nadzwyczajny dom na sprzedaż! Gdańsk|Kokoszki|157.0|4|2022|15096.0|Dom szeregowy|1|0|0|1|0||0|0|1|secondary| Malachitowa|gdansk|2370072.0
Skrajny szereg z pięknym ogrodem, kominek, sauna.|Wielki Kack|208.55|6|1990|6229.0|Dom szeregowy|1|1|0|1|0||0|1|1|secondary| Gryfa Pomorskiego|gdynia|1299057.9500000002
Nieruchomość - Dom|Banino|116.0|5|2015|6716.0|Dom szeregowy|0|0|1|1|0||0|0|1|secondary| Saturna|gdansk|779056.0
Apartament z pięknym widokiem w Quattro Towers!|Wrzeszcz|133.0|3|2015|16158.0|Mieszkanie|0|1|1|1|1|12|0|0|0|secondary| Partyzantów|gdansk|2149014.0
Dom wolnostojący|Mały Kack|126.1|5|1970|1229.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| Olgierda|gdynia|154976.9
Oliwa   Dom Wolnostojący z Budynkiem Usługowym|Przymorze|140.0|5|1965|23571.0|Dom wolnostojący|1|1|1|1|0||0|1|1|secondary| Poznańska|gdansk|3299940.0
Dom witomino gotowy do zamieszkania|Witomino|180.0|6|2010|10278.0|Dom bliźniak|1|0|0|1|0||0|0|0|secondary| null|gdynia|1850040.0
Przestronny apartament w prestiżowej lokalizacji!|Działki Leśne|73.4|3|2018|2527.0|Mieszkanie|0|1|0|1|0|4|0|0|0|secondary| Kielecka|gdynia|185481.80000000002
Super lokalizacja, bliźniak w Redłowie, ogródek|Redłowo|180.0|4|1967|10550.0|Dom bliźniak|1|1|0|1|0||0|1|0|secondary| Szarych Szeregów|gdynia|1899000.0
Sol Marina   Wykończony   Ogród   Widok|Sobieszewo|4.0|2|2022|33310.0|Mieszkanie|0|0|0|0|1|0|0|0|0|secondary| null|gdansk|133240.0
Mieszkanie na sprzedaż, Gdańsk, Jasień, 2 pokoje, 49,4 mkw, za 530000 zł|Jasień|49.4|2|2012|10728.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Potęgowska|gdansk|529963.2
Dużo zieleni na osiedlu ! duży balkon !|Ujeścisko|42.63|2|2019|16397.0|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary| Cedrowa|gdansk|699004.11
Narożny dom szeregowy z dużym ogrodem - Ujeścisko|Ujeścisko|269.7|8|1997|8157.0|Dom szeregowy|1|0|1|1|0||1|1|0|secondary| Płocka|gdansk|2199942.9
Apartament z widokiem na Marinę   Yacht Park|Śródmieście|70.9|3|2022|52186.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Arkadiusza Rybickiego|gdynia|3699987.4000000004
Gdańsk Sobieszewo ul. Nadwiślańska, dom nad wodą|Sobieszewo|346.18|7|1930|10107.0|Dom wolnostojący|1|0|0|1|0||0|1|1|secondary| Nadwiślańska|gdansk|3498841.2600000002
Elagancki apartament 4 pokoje przy lesie Mały Kack|Mały Kack|105.0|4|2016|18095.0|Mieszkanie|1|1|1|1|1|6|0|1|0|secondary| Strzelców|gdynia|1899975.0
Apartament w inwestycji z basenem|Stare Przedmieście|46.0|2|2018|19481.0|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary| Chmielna|gdansk|896126.0
3 pok. Spółdzielczo-własnościowe Po remoncie|Chylonia|53.5|3|1980|11570.0|Mieszkanie|0|0|1|1|0|0|0|1|0|secondary| Kartuska|gdynia|618995.0
Gdynia Apartament Portowa| Śródmieście|63.0|3|2020|23000.0|Mieszkanie|0|0|0|0|0|7|0|0|0|secondary| ul. Węglowa|gdynia|1449000.0
Dom wolnostojący   Świetna lokalizacja   Strzyża|Strzyża|460.0|20|1938|6957.0|Dom wolnostojący|1|0|0|0|0||0|0|0|secondary| null|gdansk|3200220.0
5 pokojowy Apartament w Prestiżowej Lokalizacji|Oliwa|128.08|5|2024|25506.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| null|gdansk|3266808.4800000004
Twoje Nowe Miejsce w Centrum Luksusu|Oliwa|72.39|3|2024|21230.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| null|gdansk|1536839.7
Wysoki standard   Miejsce w hali   Widok na zieleń|Łostowice|75.5|3|2017|9375.0|Mieszkanie|0|1|1|1|0|3|0|0|0|secondary| Niepołomicka|gdansk|707812.5
Gdańsk Nowy Port, 5 pok 100m2|Nowy Port|98.69|5|1936|9109.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Władysława Iv|gdansk|898967.21
3 pokoje,  spółdzielcze -własnościowe, Wrzeszcz,|Wrzeszcz|55.5|3|1970|12523.0|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary| Lwowska|gdansk|695026.5
Dom dwukondygnacyjny, podpiwniczony, garaż   Oliwa|Oliwa|180.0|5|1965|19000.0|Dom wolnostojący|1|0|1|1|0||0|1|1|secondary| Piastowska|gdansk|3420000.0
Dom na zielonym wzgórzu|Pogórze|260.0|7|1998|3381.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| Żeliwna|gdynia|879060.0
Mieszkanie na sprzedaż, Gdańsk, Śródmieście, 3 pokoje, 50,8 mkw, za 649000 zł|Dolne Miasto|50.8|3|1962|12776.0|Mieszkanie|0|0|1|1|1|4|0|1|0|secondary| Kamienna Grobla|gdansk|649020.7999999999
Mieszkanie 3pok Matarnia. Niedaleko lasu. Dobrze skomunikowane| Matarnia - Rębiechowo|55.3|3|1999|12477.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| null|gdansk|689978.1
Mieszkanie w prężnie rozwijającej się dzielnicy|Kowale|46.39|2|2022|13343.0|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary| Glazurowa|gdansk|618981.77
Gdynia Redłowo! Apartament 2 pokojowy w Alvarium!|Redłowo|48.45|2|2022|16998.0|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary| Legionów|gdynia|823553.1000000001
Blisko plaży, z ogródkiem 150 m2.|Dolny Sopot|49.0|3|2009|28980.0|Mieszkanie|0|0|1|1|0|0|0|0|1|secondary| Fryderyka Chopina|sopot|1420020.0
Penthouse z widokiem na morze i las|Działki Leśne|164.8|4|2022|1638.0|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary| Wolności|gdynia|269942.4
Widok na morze   Blisko do Plaży   Przymorze|Przymorze|8.0|4|2021|27427.0|Mieszkanie|0|1|1|1|1|7|0|1|0|secondary| Prezydenta Lecha Kaczyńskiego|gdansk|219416.0
Kawalerka nad samym morzem!|Wyścigi / Karlikowo|33.6|1|1934|19613.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Bitwy Pod Płowcami|sopot|658996.8
Apartament nad morzem|Śródmieście|49.0|2|2009|23980.0|Mieszkanie|0|0|1|1|1|2|0|0|0|secondary| A. Hryniewickiego|gdynia|1175020.0
Urokliwe mieszkanie na Starym Mieście!|Śródmieście|40.0|2|1952|23000.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Długa|gdansk|920000.0
Penthouse z widokiem na Zatokę i Park!|Przymorze|137.5|4|2009|21091.0|Mieszkanie|0|0|0|0|1|16|0|0|0|secondary| Prezydenta Lecha Kaczyńskiego|gdansk|2900012.5
Dom wolnostojący w cichej okolicy z dużą działką|Witomino|175.0|6|1965|7686.0|Dom wolnostojący|0|0|0|1|0||0|1|1|secondary| Pańska|gdynia|1345050.0
3 pokoje w Sopocie- second home/inwestycja|Dolny Sopot|58.0|3|1928|22914.0|Mieszkanie|0|0|0|1|0|2|0|1|0|secondary| Tadeusza Kościuszki|sopot|1329012.0
4 pokojowe mieszkanie w stanie deweloperskim|Łostowice|71.9|4|2023|10000.0|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary| Wielkopolska|gdansk|719000.0
4 funkcjonalne pokoje z pięknym widokiem Suchanino|Suchanino|64.0|4|1975|11703.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Powstańców Warszawskich|gdansk|748992.0
3 pokoje w Super Lokalizacji 5 minut od neptuna|Długie Ogrody|57.0|3|2018|2105.0|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary| Długa Grobla|gdansk|119985.0
Apartament przy Marinie do zamieszkania!|Długie Ogrody|71.0|3|2011|24578.0|Mieszkanie|0|0|0|0|1|0|0|0|0|secondary| Szafarnia|gdansk|1745038.0
Apartament / widok na morze i miasto / Trzy Żagle|Przymorze|92.3|4|2010|17876.0|Mieszkanie|0|0|1|1|1|16|0|0|0|secondary| Olsztyńska|gdansk|1649954.8
Ładny dom w Małym Kacku, kameralny ogród, taras|Mały Kack|200.0|6|2002|13950.0|Dom wolnostojący|1|1|0|1|0||0|1|1|secondary| Żniwna|gdynia|2790000.0
Inwestycja - 4 oddzielne mieszkania|Cisowa|303.0|9|1955|7257.0|Dom wolnostojący|1|0|0|1|0||0|1|1|secondary| Chylońska|gdynia|2198871.0
Gotowiec inwestycyjny   śródmieście   od zaraz|Długie Ogrody|45.8|2|2023|20284.0|Mieszkanie|0|0|1|1|1|0|0|0|1|secondary| Angielska Grobla|gdansk|929007.2
Gotowiec inwestycyjny   śródmieście   od zaraz|Długie Ogrody|45.8|2|2023|2074.0|Mieszkanie|0|0|1|1|1|0|0|0|1|secondary| Angielska Grobla|gdansk|94989.2
Dom w spokojnej okolicy blisko centrum|Suchanino|300.0|5|1988|4997.0|Dom bliźniak|1|1|0|1|0||0|1|1|secondary| Witolda Małcużyńskiego|gdansk|1499100.0
Słoneczny apartament blisko morza. 5min od Mola.|Dolny Sopot|11.0|2|1903|24910.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Kazimierza Wielkiego|sopot|274010.0
Mieszkanie Gdańsk Starówka|null|42.5|2|1960|17624.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Szeroka|gdansk|749020.0
Apartament pod inwestycję, centrum Gdańska|Długie Ogrody|120.0|4|2010|28233.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Szafarnia|gdansk|3387960.0
Mieszkanie w samym sercu Starego Miasta|Śródmieście|38.49|2|1960|21434.0|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary| Lektykarska|gdansk|824994.66
Gdańsk Stare Miasto- dwa wyposażone apartamenty|Śródmieście|112.1|4|1962|18724.0|Mieszkanie|0|1|1|1|0|2|0|0|0|secondary| Pańska|gdansk|2098960.4
Gotowe do wprowadzenia 3 pokoje   Jasień|Jasień|67.88|3|2021|9988.0|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary| Krzysztofa Komedy|gdansk|677985.44
Ogródek   2 pokoje   wysoki standard|Łostowice|37.0|2|2023|14838.0|Mieszkanie|0|0|0|1|0|0|0|0|1|secondary| Hokejowa|gdansk|549006.0
Dwupoziomowe   3 Pokoje   2 Łazienki|Łostowice|85.14|3|2013|8210.0|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary| Andrzeja Grubby|gdansk|698999.4
Blisko natury! Osiedle zamknięte! Wysoka jakość!|Chwarzno|80.44|3|2012|12991.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| null|gdynia|1044996.0399999999
2-pok. mieszkanie z garderobą z widokiem na rzekę|Stare Przedmieście|52.68|2|2011|16420.0|Mieszkanie|1|0|1|1|1|3|0|0|0|secondary| Toruńska|gdansk|865005.6
Przestronny dom z garażem Chwarzno-Wiczlino|Wiczlino|260.0|7|2005|5558.0|Dom wolnostojący|1|0|0|1|0||0|0|1|secondary| Gradowa|gdynia|1445080.0
Prosperujący obiekt inwestycyjny 3w1 200m od plaży|Dolny Sopot|128.0|4|1920|22266.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Grunwaldzka|sopot|2850048.0
Gotowy apartament*Balkon*Niski czynsz*Centrum|Górny Sopot|79.0|3|1900|1639.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| Sikorskiego|sopot|129481.0
Mieszkanie bezczynszowe Gdańsk Karczemki. Niskie opłaty|Karczemki/Kokoszki |100.0|3|2017|8600.0|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary| Kalinowa|gdansk|860000.0
Mieszkanie|Przymorze |30.0|1|1970|17967.0|Mieszkanie|0|0|0|0|0|7|0|0|0|secondary| Piastowska 90|gdansk|539010.0
Deo plaza - luksus & widok|Śródmieście|86.85|3|2019|3857.0|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary| Chmielna|gdansk|334980.44999999995
Mieszkanie przy Długim Targu|Śródmieście|52.6|2|1960|15019.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Długi Targ|gdansk|789999.4
Gdańsk Jasień 3 pokoje z ogródkiem 60,3m2|Jasień|63.8|3|2013|11426.0|Mieszkanie|0|0|0|1|0|0|0|1|1|secondary| Morelowa|gdansk|728978.7999999999
4 pokoje w Gdyni do własnej aranżacji !|Obłuże|69.63|4|1990|8761.0|Mieszkanie|0|0|0|1|0|0|0|1|0|secondary| Jantarowa|gdynia|610028.4299999999
Piękna nieruchomość - 3 pokojowa|Jasień|68.1|3|2020|13197.0|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary| Lawendowe Wzgórze|gdansk|898715.7
Dom z podziałem na 3 osobne mieszkania pogórze|Pogórze|30.0|7|1990|4964.0|Dom wolnostojący|1|0|0|1|0||0|1|1|secondary| Żeliwna|gdynia|148920.0
2 Pokoje z  widokiem na zatokę i panoramę Gdyni|Pogórze|50.0|2|1999|9600.0|Mieszkanie|0|1|1|1|0|4|0|1|0|secondary| null|gdynia|480000.0
Nadmotławie 8, luksusowo, widok na Motławę|Długie Ogrody|28.0|1|2022|21393.0|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary| Sienna Grobla|gdansk|599004.0
Skrajny szereg - 15 apartamentów, Wrzeszcz|Wrzeszcz|278.0|15|1970|14353.0|Dom szeregowy|0|0|0|0|0||0|0|0|secondary| Jaśkowa Dolina|gdansk|3990134.0
Idealna inwestycja - mieszkanie i lokale usługowe|Obłuże|94.0|4|1971|7660.0|Mieszkanie|1|1|1|1|0|2|0|1|0|secondary| null|gdynia|720040.0
Mieszkanie w świetnej lokalizacji !!!|Śródmieście|59.34|2|1955|15150.0|Mieszkanie|0|1|0|0|1|3|0|1|0|secondary| Jana Heweliusza|gdansk|899001.0
Mieszkanie na strzeżonym osiedlu|Jasień|47.0|2|2012|13404.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Morelowa|gdansk|629988.0
Urokliwy dom z pięknym ogrodem Gdynia Orłowo|Orłowo|250.0|5|1932|19200.0|Dom wolnostojący|1|1|0|1|0||0|1|1|secondary| null|gdynia|4800000.0
Możliwość aranżacji większej ilości pokoi|Górny Sopot|101.21|3|1950|12835.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Aleja Niepodległości|sopot|1299030.3499999999
Dom w Gdańsku z pięknym ogrodem|Ujeścisko|19.0|5|2018|10411.0|Dom szeregowy|1|0|0|1|0||0|0|1|secondary| null|gdansk|197809.0
Urokliwy dom z dużym tarasem w Sopocie blisko lasu|Kamienny Potok|187.0|8|1961|13316.0|Dom wolnostojący|1|0|0|0|0||0|0|0|secondary| null|sopot|2490092.0
Sopot   WIdok na morze   2 pokoje|Górny Sopot|39.0|2|1970|17410.0|Mieszkanie|0|1|0|0|1|5|0|1|0|secondary| Adama Mickiewicza|sopot|678990.0
Zamieszkaj w cichej części Sopotu|Wyścigi / Karlikowo|67.21|3|2000|21574.0|Mieszkanie|0|1|1|1|0|1|0|1|0|secondary| Króla Jana Kazimierza|sopot|1449988.5399999998
3 minutki od morza w zabytkowej kamienicy!!|Brzeźno|38.0|2|1909|25263.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Dworska|gdansk|959994.0
Niepowtarzalna inwestycja na Gdańskim Wybrzeżu|Sobieszewo|39.74|2|2023|27177.0|Mieszkanie|0|1|0|0|1|3|0|0|0|secondary| Łąkowa|gdansk|1080013.98
Mieszkanie idealna dla Ciebie ! Przestronne!|Dąbrowa|7.0|3|2000|8931.0|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary| Lukrecjowa|gdynia|62517.0
Dwupoziomowe   widok na zatokę   blisko centrum|Aniołki|134.34|5|1994|12691.0|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary| Marsz. Ferdynanda Focha|gdansk|1704908.94
Dwlupoziomowe dla rodziny|Ujeścisko|62.6|3|2001|11581.0|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary| Piotrkowska|gdansk|724970.6
Gdańsk Osowa Szereg skrajny|Osowa|240.0|5|1990|4996.0|Dom szeregowy|1|0|1|1|0||1|0|0|secondary| Sołdka Stanisława|gdansk|1199040.0
Słoneczne 3 pokoje - parking -świetna komunikacja!|Kokoszki|52.97|3|1977|10383.0|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary| Fundamentowa|gdansk|549987.51
Twój nowy dom w Oliwie: Komfort w Sercu Gdańska|Żabianka|186.77|6|2021|15259.0|Dom bliźniak|0|0|0|1|0||0|0|1|secondary| Bitwy Oliwskiej|gdansk|2849923.43
Dom w Oliwie - Twoja okazja na spełnienie marzeń|Żabianka|186.5|6|2021|14207.0|Dom bliźniak|1|0|0|1|0||0|0|1|secondary| Bitwy Oliwskiej|gdansk|2649605.5
Słoneczny apartament z ogrodem - Osiedle Tesoro|Pogórze|80.0|4|2023|14063.0|Mieszkanie|0|0|1|1|0|0|0|0|1|secondary| Barcelońska|gdynia|1125040.0
Starówka, możliwe 3 pokoje, petarda pod inwestycje|Śródmieście|49.5|2|1959|1715.0|Mieszkanie|0|0|1|0|0|0|0|1|0|secondary| Ogarna|gdansk|84892.5
Do zamieszkania, ciepłe,  świetna komunikacja|Witomino|42.4|3|1963|8726.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Rolnicza|gdynia|369982.39999999997
2 pokoje Ciche,spokojne miejsce blisko obwodnicy|Zakoniczyn|49.37|2|2015|12903.0|Mieszkanie|0|1|0|1|0|0|0|0|0|secondary| Jaworzniaków|gdansk|637021.11
3 pokoje z balkonem  mieszkanie w urokliwym miejsc|Łostowice|69.7|3|2009|10890.0|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary| Jana Kielasa|gdansk|759033.0
2 pokoje z balkonem Starowiejska / 3 Maja z windą|Śródmieście|48.16|2|1962|14950.0|Mieszkanie|1|1|0|0|1|4|0|1|0|secondary| 3 Maja|gdynia|719992.0
Praktyczny rodzinny dom w świetnej lokalizacji|Mały Kack|160.0|5|2012|10613.0|Dom wolnostojący|0|1|0|1|0||0|0|1|secondary| Sopocka|gdynia|1698080.0
2 domy blisko centrum Gdyni|Mały Kack|150.0|6|1960|14000.0|Dom wolnostojący|1|1|0|1|0||0|1|1|secondary| Kiejstuta|gdynia|2100000.0
Mieszkanie na 14 piętrze z widokiem na morze IK|Śródmieście|40.8|2|2020|34069.0|Mieszkanie|0|1|0|1|1|14|0|0|0|secondary| Węglowa|gdynia|1390015.2
Mieszkanie w centrum z widokiem na morze|Gdynia Port|52.0|2|2020|29693.0|Mieszkanie|0|1|0|1|1|13|0|0|0|secondary| Węglowa|gdynia|1544036.0
Apartament z tarasem na Gdańskim garnizonie|Wrzeszcz|80.5|4|2012|18633.0|Mieszkanie|0|0|0|0|1|0|0|0|0|secondary| Antoniego Słonimskiego|gdansk|1499956.5
2-poziomowe mieszkanie 4 pokoje 79,3m2 Jasień|Jasień|79.3|4|2016|8815.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Potęgowska|gdansk|699029.5
Ogrody Tesoro   Przestronny apartament z ogródkiem|null|79.61|3|2022|16330.0|Mieszkanie|0|0|0|1|0|0|0|0|1|secondary| null|gdynia|1300031.3
Dom - unikalna oferta - Plac Rybaków - przy plaży|Wyścigi / Karlikowo|13.0|4|1914|4015.0|Dom wolnostojący|1|0|0|1|0||1|0|0|secondary| Pl. Rybaków|sopot|52195.0
Słoneczne*Plaża 500m*2 balkony*Parking*Okna PCV|Brzeźno|77.0|3|1960|11039.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Gdańska|gdansk|850003.0
2miejsca garaż/parking, 4 pok. taras 18,5m|Łostowice|78.77|4|2022|1117.0|Mieszkanie|1|0|1|1|1|3|1|0|0|secondary| Niepołomicka 20C|gdansk|87986.09
Centrum Gdyni - 2 pokoje z osobną kuchnią|Śródmieście|49.4|2|1950|12144.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Władysława Iv|gdynia|599913.6
Dom - 500 metrów od jeziora|Osowa|195.0|4|2011|5590.0|Dom bliźniak|1|0|1|0|0||1|0|0|secondary| null|gdansk|1090050.0
3 pokoje/blisko plaży/Gdańsk Brzeźno/|Letnica|63.25|3|2022|18957.0|Mieszkanie|0|0|1|1|1|4|0|0|0|secondary| null|gdansk|1199030.25
Kamienica w samym centrum Sopotu!|Dolny Sopot|600.0|11|1908|36500.0|Dom kamienica|0|0|0|0|0||0|0|0|secondary| Bohaterów Monte Cassino|sopot|21900000.0
Luksusowy dom w kameralnej okolicy w gdyni|Wiczlino|260.0|6|2009|8423.0|Dom wolnostojący|1|0|1|1|0||0|0|1|secondary| null|gdynia|2189980.0
Sopocka Kamienica Idealne na Apartamenty|Dolny Sopot|128.1|6|1905|23341.0|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary| Tadeusza Kościuszki|sopot|2989982.1
Ekskluzywny wolnostojący dom|Osowa|320.0|6|2005|6563.0|Dom wolnostojący|0|1|1|0|0||0|1|0|secondary| null|gdansk|2100160.0
Dom szeregowy z pięknym ogrodem|Osowa|145.0|4|2017|12345.0|Dom szeregowy|1|1|1|1|0||0|0|1|secondary| null|gdansk|1790025.0
Intymny ogród - centrum miasta!|Wzgórze św. Maksymiliana|140.0|7|1970|18500.0|Dom wolnostojący|1|1|0|1|0||0|1|1|secondary| Stanisława Moniuszki|gdynia|2590000.0
Dom z dużym potencjałem oraz świetną lokalizacją|Wrzeszcz|211.5|8|1989|11300.0|Dom szeregowy|1|1|0|1|0||0|1|1|secondary| Romańska|gdansk|2389950.0
Centrum Sopotu   niski czynsz 150zł   parking|Wyścigi / Karlikowo|47.3|2|1920|13424.0|Mieszkanie|0|0|1|1|0|0|0|1|0|secondary| Aleja Niepodległości|sopot|634955.2
Pięknie położony dom nad jeziorem|Osowa|280.0|5|2023|478.0|Dom wolnostojący|1|0|0|1|0||0|0|1|secondary| Białe Żagle|gdansk|133840.0
Doskonała inwestycja: Dom w Oliwie   Blisko Parku|Oliwa|64.0|5|1936|12484.0|Dom wolnostojący|0|0|0|0|0||0|1|0|secondary| Grunwaldzka|gdansk|798976.0
Przestronne mieszkanie - świetna lokalizacja!|Obłuże|60.0|3|1979|7667.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Mjr. Henryka Sucharskiego|gdynia|460020.0
Solidny dom w zacisznej lokalizacji,dobra cena|Redłowo|19.0|7|1987|9219.0|Dom bliźniak|1|1|0|0|0||1|1|1|secondary| Bałtycka|gdynia|175161.0
2pak inwestycyjny w centrum Gdańska|Stare Przedmieście|78.0|2|1930|12000.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Lastadia|gdansk|936000.0
Wyjątkowy apartament nad morzem - Riwiera Orłowska|Orłowo|78.88|3|2008|54501.0|Mieszkanie|0|1|1|1|1|0|1|0|0|secondary| Orłowska|gdynia|4299038.88
Perła architektury, modernizm, Tadeusz Jędrzejewsk|Działki Leśne|255.0|5|1933|4314.0|Dom wolnostojący|1|0|1|1|0||0|1|1|secondary| null|gdynia|1100070.0
Sprzedam pół domu przy lesie|Działki Leśne|150.9|3|1995|8946.0|Dom bliźniak|0|0|0|0|0||0|0|0|secondary| Elbląska|gdynia|1349951.4000000001
Apartament przy molo w Sopocie|Dolny Sopot|175.0|4|1901|24000.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Bohaterów Monte Cassino|sopot|4200000.0
Dwupoziomowe mieszkanie w wysokim standardzie|Łostowice|75.0|3|2017|9440.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Niepołomicka|gdansk|708000.0
3 niezależne pokoje, centrum Gdańska na inwestycję|Śródmieście|58.6|3|1960|14249.0|Mieszkanie|0|0|0|0|0|0|0|1|0|secondary| Podwale Staromiejskie|gdansk|834991.4
4 pokojowe mieszkanie na kameralnym osiedlu|Chełm|79.33|4|2005|12227.0|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary| Stanisława Hebanowskiego|gdansk|969967.91
3 KM do gdańskiej starówki   duży ogród   od zaraz|Chełm|190.0|7|1942|6053.0|Mieszkanie|0|0|1|1|0|1|0|1|1|secondary| Reformacka|gdansk|1150070.0
Apartament w centrum Gdyni na osiedlu Plac Unii|Śródmieście|91.0|3|2022|30769.0|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary| Obrońców Wybrzeża|gdynia|2799979.0
Gotowiec inwestycyjny do przejęcia !|Górny Sopot|193.0|9|1919|15440.0|Dom bliźniak|0|0|0|1|0||0|0|1|secondary| Juliusza Słowackiego|sopot|2979920.0
Nieprzeciętny apartament z widokiem na zatokę!|Mały Kack|9.0|3|2012|19011.0|Mieszkanie|0|0|1|1|1|3|0|0|0|secondary| Strzelców|gdynia|171099.0
Dom wolnostojący   wyspa sobieszewska    GARAŻ|Sobieszewo|180.0|5|2012|8611.0|Dom wolnostojący|1|1|1|1|0||0|0|1|secondary| Marynarska|gdansk|1549980.0
Nowoczesny 3 pokojowy apartament|Wrzeszcz|77.0|3|2021|22533.0|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary| Bolesława Leśmiana|gdansk|1735041.0
Reprezentacyjny penthouse z widokiem na morze|Redłowo|93.18|4|2023|33888.0|Mieszkanie|0|0|1|1|1|14|0|0|0|secondary| Legionów|gdynia|3157683.8400000003
Sprzedam dom w zabudowie bliźniaczej / bezczynszowe z ogrodem|Olszynka|160.0|4|1936|11250.0|Dom bliźniak|0|0|0|1|0||1|1|1|secondary| Pusta|gdansk|1800000.0
Apartamenty wakacyjne tuż przy sopockim molo|Dolny Sopot|160.0|9|1920|21875.0|Mieszkanie|0|1|1|1|0|2|0|1|0|secondary| Jana Jerzego Haffnera|sopot|3500000.0
