title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market|street|city|overall_price
Świetna lokalizacja-  3 pokoje na Morenie|Morena|68.21|3|1980|10541.0|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary| Warneńska|gdansk|719001.61
Dom  na sprzedaż, Gdynia, Wielki Kack, 8 pokoi, 311,8 mkw, działka 1959 mkw, za 2240000 zł|Wielki Kack|311.8|8|1998|7184.0|Dom wolnostojący|0|0|1|0|0|1|0|1|0|secondary| null|gdynia|2239971.2
Dom jednorodzinny, wolnostojący o dużym potencjale|Matarnia - Rębiechowo|360.0|7|2007|4638.0|Dom wolnostojący|0|1|0|0|0||0|0|1|secondary| null|gdansk|1669680.0
Apartament blisko morza   3-pok   Zaspa   okazja|Zaspa|65.06|3|2017|19198.0|Mieszkanie|1|1|1|1|1|4|0|0|0|secondary| Powstańców Wielkopolskich|gdansk|1249021.8800000001
Przestronne, słoneczne 4 pokoje - Gdynia !|Działki Leśne|67.3|4|1963|11129.0|Mieszkanie|0|1|0|0|1|5|0|1|0|secondary| Witomińska|gdynia|748981.7
Mieszkanie z pięknym widokiem 3 pok Gdynia centrum|Działki Leśne|69.79|3|1920|11033.0|Mieszkanie|0|1|0|1|0|5|0|1|0|secondary| Podjazd|gdynia|769993.0700000001
Nowa cena! Mieszkanie blisko SKM|Redłowo|32.4|1|1950|14775.0|Mieszkanie|0|1|0|0|0|0|0|1|0|secondary| Legionów|gdynia|478710.0
Piękne mieszkanie w Górnym Wrzeszczu|Wrzeszcz |74.09|3|1910|16858.0|Mieszkanie|1|0|1|1|0|0|0|1|0|secondary| Grunwaldzka 3|gdansk|1249009.22
Rezerwacja!|Oksywie|45.8|3|1976|10240.0|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary| Modra|gdynia|468992.0
Dom Gdynia Redłowo|Redłowo|160.0|5|1980|11375.0|Dom bliźniak|1|0|1|1|0||1|1|1|secondary| Ruchu Oporu|gdynia|1820000.0
Mieszkanie na sprzedaż, Gdańsk, Ujeścisko, 3 pokoje, 64,26 mkw, za 745000 zł|Ujeścisko|64.26|3|2005|11593.0|Mieszkanie|0|0|0|1|0|0|1|1|0|secondary| Wawelska|gdansk|744966.18
Przytulne mieszkanie   2 pokoje   Gdynia Dąbrowa|Dąbrowa|55.19|2|1990|10853.0|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary| Lukrecjowa|gdynia|598977.07
Nowe Komfortowe Inwestycyjne Baltic Porto Wyspa Sobieszewska Świbno|Sobieszewo|35.8|2|2023|19821.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Kempingowa|gdansk|709591.7999999999
2 pokoje idealne dla rodziny lub pod wynajemokazja|Chełm|41.1|2|1983|12384.0|Mieszkanie|0|0|0|0|0|3|0|1|0|secondary| Wincentego Witosa|gdansk|508982.4
Zadbany dom z potencjałem w spokojnej okolicy|Osowa|200.7|4|2013|79.0|Dom bliźniak|1|1|1|1|0||0|1|1|secondary| null|gdansk|15855.3
Dom w zabudowie bliźniaczej|Cisowa|180.0|5|1990|7217.0|Dom bliźniak|1|1|0|1|0||0|1|1|secondary| null|gdynia|1299060.0
Gdańsk Chełm - nowe budownictwo|Ujeścisko|55.0|2|2009|11636.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Nieborowska|gdansk|639980.0
Spółdzielczo-własnościowe 2 pokojowe Karwiny blisko PKM|Karwiny|36.0|2|1980|1247.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Buraczana|gdynia|44892.0
Mieszkanie w otulinie lasu, 15min do morza!|Kamienny Potok|37.0|2|1977|17070.0|Mieszkanie|1|0|0|0|1|2|0|0|0|secondary| Tatrzańska|sopot|631590.0
Mieszkanie - Gdańsk Morena|Jasień|57.63|3|2024|11880.0|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary| Aleja Pawła Adamowicza|gdansk|684644.4
Apartament 4 pokojowy, winda, hala garażowa!|Wzgórze św. Maksymiliana|103.0|4|2008|17961.0|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary| null|gdynia|1849983.0
Nowa odsłona świetności Gdańska|Śródmieście|102.09|3|2020|41140.0|Mieszkanie|0|1|1|1|1|5|0|0|0|secondary| Chmielna|gdansk|4199982.600000001
Mieszkanie po remoncie, gotowe do wprowadzenia się|Przymorze|38.0|2|1974|14447.0|Mieszkanie|0|0|1|0|1|8|0|1|0|secondary| Obrońców Wybrzeża|gdansk|548986.0
3 pokoje, idealne pod najem, blisko plaży|Sobieszewo|55.0|3|2015|18636.0|Mieszkanie|0|0|0|1|0|0|0|0|1|secondary| Forsycji|gdansk|1024980.0
Mieszkanie w Gdyni|Kamienna Góra|58.0|2|1952|14241.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Marsz. Piłsudskiego|gdynia|825978.0
Niesamowity widok, świetna lokalizacja!|Pogórze|64.08|4|2020|14029.0|Mieszkanie|0|1|1|1|1|8|0|0|0|secondary| Żelazna|gdynia|898978.32
Apartament inwestycyjny i do zamieszkania!!|Długie Ogrody|60.0|3|2017|23333.0|Mieszkanie|1|1|1|1|1|0|0|0|1|secondary| Św. Barbary|gdansk|1399980.0
Inwestycyjny dwupak  nad Motławą - widok na rzekę|Dolne Miasto|82.75|4|2021|18006.0|Mieszkanie|0|0|1|1|1|1|0|0|1|secondary| Kamienna Grobla|gdansk|1489996.5
Apartament z klasą, po remoncie generalnym.|Dolny Sopot|73.0|3|1904|35000.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Lipowa|sopot|2555000.0
Gdańsk Brzeźno Gdańska|Brzeźno|78.0|3|1980|1128.0|Mieszkanie|0|1|1|0|0|4|0|1|0|secondary| Gdańska|gdansk|87984.0
Apartament  nad Motławą - wydanie od ręki|Dolne Miasto|87.05|3|2021|15508.0|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary| Kamienna Grobla|gdansk|1349971.4
Prestiż i luksus z industrialnym widokiem na rzekę|Długie Ogrody|34.0|2|2023|26441.0|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary| Sienna Grobla|gdansk|898994.0
Apartament inwestycyjny w Grano|Śródmieście|41.79|2|2021|32304.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Pszenna|gdansk|1349984.16
Morze i Park - luksus specjalnie dla Ciebie|Letnica|43.65|2|2022|20848.0|Mieszkanie|0|0|1|1|1|3|0|0|0|secondary| Letnicka|gdansk|910015.2
Ekskluzywne 2 pokoje - 650m od plaży|Letnica|43.73|2|2022|20809.0|Mieszkanie|0|0|1|1|1|4|0|0|0|secondary| Letnicka|gdansk|909977.57
Atrakcyjne 3 pokoje na Dolnym Mieście w Gdańsku|Dolne Miasto|59.16|3|1990|13860.0|Mieszkanie|0|0|1|1|0|0|0|1|0|secondary| Przyokopowa|gdansk|819957.6
Unikalna Inwestycja w Centrum Gdyni|Śródmieście|79.0|4|1975|37975.0|Mieszkanie|0|0|1|0|0|0|0|1|0|secondary| Armii Krajowej|gdynia|3000025.0
Apartament z  ogródkiem 10 min od Neptuna|Dolne Miasto|87.05|3|2021|15164.0|Mieszkanie|1|0|1|1|1|0|0|0|1|secondary| Kamienna Grobla|gdansk|1320026.2
Apartament 3 pokojowy gotowy do odbioru|Dolne Miasto|86.75|3|2021|16127.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Kamienna Grobla|gdansk|1399017.25
Nowoczesne kameralne osiedle na skraju lasu|Mały Kack|50.19|2|2024|21939.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Wzgórze Bernadowo|gdynia|1101118.41
Gdańsk Maćkowy mieszkanie|Św. Wojciech|83.0|4|2023|7168.0|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary| null|gdansk|594944.0
Gdańsk Maćkowy mieszkanie|Maćkowy|54.0|3|2023|9166.0|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary| null|gdansk|494964.0
Morena - mieszkanie dla Rodziny lub Inwestycja -  z potencjałem|Morena|69.0|4|1983|9275.0|Mieszkanie|0|0|1|0|0|4|0|1|0|secondary| Zabłockiego|gdansk|639975.0
Rezerwacja|Osowa|158.0|6|1985|587.0|Dom szeregowy|1|0|0|0|0||0|0|0|secondary| Korsarzy|gdansk|92746.0
Nieruchomość z potencjałem!|Matarnia - Rębiechowo|97.0|3|1910|10000.0|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary| Juliusza Słowackiego|gdansk|970000.0
Mieszkanie z ogródkiem i garażem bez pośredników / Browar Gdański|Wrzeszcz|75.96|4|2016|20997.0|Mieszkanie|0|0|1|1|1|0|1|0|1|secondary| ul. Kilińskiego 3|gdansk|1594932.1199999999
Nowoczesny segment w spokojnej okolicy|Kowale|116.08|4|2022|9390.0|Mieszkanie|0|0|0|1|0|0|0|0|1|secondary| null|gdansk|1089991.2
Letnica!! Świeżo wykończone!!|Letnica|42.67|2|2023|16991.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Letnicka|gdansk|725005.97
Dwa pokoje na parterze z balkonem we Wrzeszczu oddzielna kuchnia|Wrzeszcz|51.0|2|1970|12333.0|Mieszkanie|0|1|0|0|0|0|0|0|0|secondary| Partyzantów|gdansk|628983.0
Jasień nowe dwa pokoje z ogrodkiem i halą przy tramwaju|Jasień |4.0|2|2023|14500.0|Mieszkanie|1|0|1|0|1|0|0|0|1|secondary| Czereśniowa|gdansk|58000.0
Elegancki, jasny Apartament z tarasem|Orłowo|65.0|3|2022|32154.0|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary| Bernadowska|gdynia|2090010.0
Spółdzielcze własnościowe, przy tramwaju|Jasień|78.0|5|1995|9295.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Rycerza Blizbora|gdansk|725010.0
Apartament Gdańsk Śródmieście Faktura Vat 23% wynajęty|Śródmieście|57.0|2|2022|20351.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Wilcza 1|gdansk|1160007.0
Mieszkanie na sprzedaż, Gdańsk, Morena, 3 pokoje, 60,6 mkw, za 843000 zł|Morena|60.6|3|2007|13911.0|Mieszkanie|1|1|1|0|1|3|0|1|0|secondary| Morenowe Wzgórze|gdansk|843006.6
Ma sprzedaż trzypokojowe mieszkanie 500 m od plaży|Babie Doły|59.4|3|1973|10098.0|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary| Ikara|gdynia|599821.2
Mieszkanie - Gdańsk Łostowice|Łostowice|41.46|2|2024|10733.0|Mieszkanie|0|1|0|1|1|3|0|1|0|secondary| Pastelowa|gdansk|444990.18
3 pokoje dla rodziny, szkoła, ogród,Osowa!|Osowa|66.0|3|2001|11363.0|Mieszkanie|1|1|1|0|0|0|0|1|0|secondary| Orfeusza|gdansk|749958.0
2 pok. mieszkanie w świetnej lokalizacji.|Wzgórze św. Maksymiliana|47.69|2|2015|20759.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Batalionów Chłopskich|gdynia|989996.71
Przestronne, funkcjonalne z widokiem na park|Jasień|60.96|3|2023|10646.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Lawendowe Wzgórze|gdansk|648980.16
Mieszkanie - Gdańsk Kokoszki|Kokoszki|47.9|2|2023|12004.0|Mieszkanie|0|0|1|1|0|0|0|0|0|secondary| null|gdansk|574991.6
Po remoncie 2 pokoje Gdańsk Śródmieście blisko SKM balkon piwnica winda|Biskupia Górka|39.5|2|1980|14405.0|Mieszkanie|0|0|1|0|1|10|0|1|0|secondary| Spadzista|gdansk|568997.5
4pokoje 88.1m2, Osowa|Osowa|75.88|4|2005|10530.0|Mieszkanie|1|1|0|0|0|1|0|1|0|secondary| Międzygwiezdna|gdansk|799016.3999999999
5pokoi/60m2 Ogród/ gotowe do zamieszkania|Jasień|90.3|5|1993|11063.0|Mieszkanie|1|1|0|0|0|0|0|1|0|secondary| Damroki|gdansk|998988.9
Zadbane mieszkanie w kamienicy - centrum Gdyni|Śródmieście|49.37|2|1950|12151.0|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary| Władysława Iv|gdynia|599894.87
Funkcjonalne 3 pokoje-do aranżacji|Jasień|61.78|3|2023|10505.0|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary| Lawendowe Wzgórze|gdansk|648998.9
Apartament w Śródmieściu Gdańska Nowa Grobla|Długie Ogrody|50.07|2|2019|21569.0|Mieszkanie|0|1|0|0|0|4|0|0|0|secondary| Długa Grobla|gdansk|1079959.83
Mieszkanie Gdańsk Matarnia ul. Kadetów 60,6 m2|Matarnia - Rębiechowo|60.6|3|1992|10726.0|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary| Kadetów|gdansk|649995.6
Nowy apartament, skandynawski designe, Ogrody Tesoro|Pogórze|7.0|4|2019|14986.0|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary| Almeryjska|gdynia|104902.0
Gdynia Orłowo dom blisko morza!|Orłowo|285.0|8|1996|10000.0|Dom bliźniak|0|0|0|0|0||0|0|0|secondary| Orłowska|gdynia|2850000.0
Świetna inwestycja w idealnej lokalizacji!|Siedlce|31.0|1|1970|12903.0|Mieszkanie|0|0|0|0|1|6|0|0|0|secondary| Jacka Malczewskiego|gdansk|399993.0
3 pokoje   nowocześnie wykończone|Strzyża|73.9|3|2010|20298.0|Mieszkanie|1|1|0|1|0|4|0|0|0|secondary| Wita Stwosza|gdansk|1500022.2000000002
3-pokojowe w doskonałej lokalizacji/hala garażowa|Wyścigi / Karlikowo|67.21|3|2001|21574.0|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary| Króla Jana Kazimierza|sopot|1449988.5399999998
3-pokojowe z Ogródkiem na Sprzedaż|Św. Wojciech|70.4|3|2017|1335.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Czerska|gdansk|93984.00000000001
2 Pokoje Z Ogrodem I Miejscem Parkingowym!|Łostowice|37.0|2|2023|14838.0|Mieszkanie|1|0|0|0|0|0|0|0|0|secondary| Hokejowa|gdansk|549006.0
Dom wolnostojący z ogrodem  144 m2 Gdańsk Chełm|Chełm|144.4|6|1938|15235.0|Dom wolnostojący|1|0|1|1|0||0|1|1|secondary| null|gdansk|2199934.0
Wysoki standard   2 pokoje   Osiedle Wolne Miasto|Ujeścisko|42.19|2|2018|1467.0|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary| Cedrowa|gdansk|61892.729999999996
Mieszkanie w pięknej kamienicy w sercu Oliwy|Oliwa|101.6|4|1910|12795.0|Mieszkanie|0|0|1|1|0|1|0|1|1|secondary| Obrońców Westerplatte|gdansk|1299972.0
Oliwa- Słoneczne mieszkanie w idealnej lokalizacji|Oliwa|101.6|4|1910|12795.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Obrońców Westerplatte|gdansk|1299972.0
Słoneczne, taras 65 m2, sauna, przy lesie!|Chwarzno|103.9|3|2010|12801.0|Mieszkanie|0|0|1|1|0|3|0|0|0|secondary| Władysława Kańskiego|gdynia|1330023.9000000001
Jedynie 10 min. pieszo do Wyspy Spichrzów!|Śródmieście|60.31|3|2019|3646.0|Mieszkanie|1|0|0|0|1|16|0|0|0|secondary| Wałowa|gdansk|219890.26
Mieszkanie - Gdynia Orłowo|Mały Kack|77.1|3|1970|8.0|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary| Łowicka|gdynia|616.8
Gdańsk Wrzeszcz, dom 5 pokoi, garaż podwójny, 1,5|Wrzeszcz|188.0|5|1991|1328.0|Dom szeregowy|1|0|1|1|0||1|1|0|secondary| Renesansowa|gdansk|249664.0
Do 15.05 niższa cena|Górny Sopot|60.7|3|1908|2125.0|Mieszkanie|0|0|1|1|0|2|0|1|1|secondary| Armii Krajowej|sopot|128987.5
Wyremontowane 2 pokoje z miejscami postojowymi|Cisowa|42.7|2|1980|11218.0|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary| Żwirowa|gdynia|479008.60000000003
4 pokoje z ogródkiem blisko morza!|Letnica|8.0|4|2022|19500.0|Mieszkanie|1|0|0|0|1|0|1|1|0|secondary| Starowiejska|gdansk|156000.0
Dom nad kanałem Raduni 8km do centrum Gdańska|Św. Wojciech|91.0|5|1930|9330.0|Dom wolnostojący|0|0|0|1|0||1|1|1|secondary| Rzeczna|gdansk|849030.0
Kawalerka Bastion Wałowa - 23%VAT|Młode Miasto|30.0|1|2018|24300.0|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary| Wałowa|gdansk|729000.0
Doskonała lokalizacja na granicy Przymorza i Oliwy - 3 pokoje - nie falowiec|Przymorze|49.0|3|1975|14265.0|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary| Piastowska|gdansk|698985.0
Dobra inwestycja 450m do Parku Reagana niefalowiec|Przymorze|3.0|2|1980|17656.0|Mieszkanie|0|0|0|1|1|4|0|1|0|secondary| Kołobrzeska|gdansk|52968.0
2 pokoje na Przymorzu, obok SKM i UG|Przymorze|40.07|2|1970|15448.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Słupska|gdansk|619001.36
Mieszkanie 3 pokojowe z balkonem, Leszczynki|Leszczynki|70.1|3|1998|11398.0|Mieszkanie|0|1|1|1|1|6|0|1|0|secondary| Morska|gdynia|798999.7999999999
Idealne dla rodziny, zamknięte osiedle|Osowa|88.1|4|2005|9069.0|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary| Międzygwiezdna|gdansk|798978.8999999999
Apartament w zaciszu Górnego Sopotu|Górny Sopot|164.7|3|2000|1630.0|Mieszkanie|1|0|0|1|0|1|0|0|0|secondary| 23 Marca|sopot|268461.0
Mieszkanie 2 pokojowe z potencjałem   spółdzielczo własnościowe   duży balkon   Piecki-Migowo Gdańsk|Morena|42.5|2|1976|12471.0|Mieszkanie|0|0|1|0|1|2|0|1|0|secondary| Wileńska|gdansk|530017.5
4 Pokoje Z Pięknym Widokiem!|Suchanino|64.0|4|1975|11703.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Powstańców Warszawskich|gdansk|748992.0
Mieszkanie w Sopocie, blisko plaży!!!|Wyścigi / Karlikowo|53.1|2|1920|1836.0|Mieszkanie|0|1|0|1|0|2|0|1|1|secondary| Bitwy Pod Płowcami|sopot|97491.6
Dom Sobieszewo Świbno|Sobieszewo|244.0|6|1955|5943.0|Dom bliźniak|1|1|0|1|0||0|1|1|secondary| Świbnieńska|gdansk|1450092.0
Mieszkanie z ogrodem - magiczny klimat|Sobieszewo|60.0|2|1912|13123.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Turystyczna|gdansk|787380.0
Jasne 3-pokojowe idealne dla rodziny!|Orunia Górna|61.27|3|1990|10103.0|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary| Krzemowa|gdansk|619010.81
3 pok. mieszkanie z tarasem na św. ducha|Śródmieście|85.0|3|1954|12353.0|Mieszkanie|0|1|1|1|0|4|1|1|0|secondary| null|gdansk|1050005.0
   na sprzedaż   apartament    SOPOT    inwestycja|Dolny Sopot|124.76|8|2013|18035.0|Mieszkanie|1|1|1|1|1|3|0|1|0|secondary| Aleja Niepodległości|sopot|2250046.6
Na sprzedaż    apartament    SOPOT    inwestycja|Dolny Sopot|149.79|7|2013|18025.0|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary| Aleja Niepodległości|sopot|2699964.75
Gdańsk Zaspa. Mieszkanie 3 pokojowe na sprzedaż.|Zaspa|61.0|3|1980|12443.0|Mieszkanie|0|0|0|0|1|2|0|1|0|secondary| Startowa|gdansk|759023.0
Dwupokojowe, jasne mieszkanie z werandą.|Dolny Sopot|53.95|2|1945|33000.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Jana Winieckiego|sopot|1780350.0
Szumilas Gdańsk Kowale Magazynowa gotowe M2!|Kowale|57.0|2|2023|8579.0|Mieszkanie|0|0|0|0|1|2|0|0|0|secondary| Pałacowa|gdansk|489003.0
Mieszkanie Gdańsk Śródmieście z halą garażową|Stare Przedmieście|47.53|2|2021|18830.0|Mieszkanie|0|0|1|1|1|3|0|0|0|secondary| Wilcza|gdansk|894989.9
Sprzedaż /2 pokoje /miejsce parkingowe/nowe/balkon|Maćkowy|36.5|2|2023|13973.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| Jagiełły|gdansk|510014.5
Piękny, przestronny dom wolnostojący, Osowa!|Osowa|485.0|6|2001|5154.0|Dom wolnostojący|1|1|1|0|0||1|1|0|secondary| null|gdansk|2499690.0
2 domy+lokal usługowy działka 1500m, Osowa!|Osowa|170.0|4|1950|9994.0|Dom wolnostojący|0|0|0|0|0||0|0|0|secondary| null|gdansk|1698980.0
Gdańsk - Oliwa Park - 3 pokoje z ogrodem|Przymorze|56.0|3|2011|2098.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Bolesława Krzywoustego|gdansk|117488.0
Komfortowe 3-Pokojowe Mieszkanie na Osiedlu Diany|Osowa|74.33|3|2014|11974.0|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary| Koziorożca|gdansk|890027.4199999999
Eleganckie mieszkanie z pełnym wyposażeniem gdańsk|Matarnia - Rębiechowo|43.0|2|2017|14186.0|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary| Mjr. Mieczysława Słabego|gdansk|609998.0
Ostatni apartament z frontowym widokiem na Motławę|Śródmieście|108.0|4|2023|32407.0|Mieszkanie|0|0|0|1|1|5|0|0|0|secondary| Stara Stocznia|gdansk|3499956.0
Słoneczne mieszkanie z balkonem|Karczemki|65.8|3|2008|9635.0|Mieszkanie|1|0|0|0|0|2|0|0|0|secondary| null|gdansk|633983.0
HL 0793 - Dwupoziomowe mieszkanie w centrum Wrzeszcza!|Wrzeszcz|110.0|4|2022|8991.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Jesionowa|gdansk|989010.0
Apartament ścisłe Centrum Gdańska, ul. Chmielna|Śródmieście|46.7|2|2016|20557.0|Mieszkanie|1|1|1|1|1|3|0|0|0|secondary| Chmielna 71|gdansk|960011.9
Dwupokojowe, słoneczne mieszkanie z werandą|Dolny Sopot|51.3|2|1945|33040.0|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary| Jana Winieckiego|sopot|1694952.0
Portova 3 pok, balkon, 2 miejsca w hali, komórka|Gdynia Port|76.06|3|2020|28254.0|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary| Węglowa|gdynia|2148999.24
Wspaniała Inwestycja w Górnym Sopocie|Sopot górny |39.0|2|1970|17436.0|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary| Adama Mickiewicza|sopot|680004.0
Spokojne Okolica i duże 2 pokoje w Nowym Porcie|Nowy Port|61.15|2|1906|9141.0|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary| Strajku Dokerów|gdansk|558972.15
Apartament z ogrodem i halą garażową.|Dolny Sopot|70.8|3|2019|26695.0|Mieszkanie|0|0|0|1|1|0|0|0|0|secondary| Aleja Niepodległości|sopot|1890006.0
4 pokojowe mieszkanie z balkonem!|Pogórze|69.7|4|1992|9900.0|Mieszkanie|0|1|1|1|1|10|0|1|0|secondary| Żeliwna|gdynia|690030.0
Idealne pod wynajem!3 pokoje!Świetna lokalizacja|Zaspa|63.1|3|1980|12678.0|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary| Jana Nagórskiego|gdansk|799981.8
Kawalerka z oddzielną kuchnią spółdzielcze|Siedlce|31.0|1|1977|13226.0|Mieszkanie|0|1|0|0|0|9|0|1|0|secondary| Szara|gdansk|410006.0
Letnica - fantastyczne mieszkanie 4 pokojowe|Letnica|100.3|4|2023|15454.0|Mieszkanie|0|1|1|1|1|5|0|0|0|secondary| Starowiejska|gdansk|1550036.2
Mieszkanie - Gdańsk Wrzeszcz|Wrzeszcz|69.0|4|2021|19928.0|Mieszkanie|1|1|1|1|1|4|0|1|0|secondary| Jaśkowa Dolina|gdansk|1375032.0
Mieszkanie - Gdańsk Zaspa|Wrzeszcz|59.0|3|2017|24237.0|Mieszkanie|1|1|1|1|1|2|0|1|0|secondary| Chrobrego Bolesława|gdansk|1429983.0
2 Pokoje Na Karwinach z widokiem na LAS|Karwiny|48.0|2|1986|11349.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Janiny Porazińskiej|gdynia|544752.0
Dom dla rodziny/firmy z dodatkowym domkiem|Matarnia - Rębiechowo|280.0|7|2007|5964.0|Dom wolnostojący|0|1|0|1|0||0|0|1|secondary| null|gdansk|1669920.0
Mieszkanie dla Studenta|Grabówek|37.0|2|1955|116.0|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary| Komandorska|gdynia|4292.0
Okazja!! 3 kawalerki Św. Barbary Gdańsk|Długie Ogrody|68.0|3|2019|19853.0|Mieszkanie|0|0|0|1|0|0|0|0|1|secondary| Św. Barbary|gdansk|1350004.0
Mieszkanie 3 pokojowe z balkonem do remontu!|Cisowa|60.4|3|1980|927.0|Mieszkanie|0|1|1|1|0|0|0|1|0|secondary| Chylońska|gdynia|55990.799999999996
Mieszkanie 3 pok. w doskonałej lokalizacji- Gdynia|Redłowo|54.87|3|1965|12556.0|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary| Powstania Wielkopolskiego|gdynia|688947.72
Mieszkanie na sprzedaż, Gdańsk, Chełm, 2 pokoje, 39 mkw, za 490000 zł|Chełm|39.0|2|1988|12564.0|Mieszkanie|0|1|0|0|0|4|0|0|0|secondary| Cebertowicza|gdansk|489996.0
Mieszkanie w atrakcyjnej lokalizacji|Karczemki|63.6|3|2010|11619.0|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary| null|gdansk|738968.4
Duży ogródek, winda, miejsce w hali|Wielki Kack|64.57|3|2023|10794.0|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary| Gryfa Pomorskiego|gdynia|696968.58
Nieruchomość w Samym Sercu Gdańska|Śródmieście|61.6|3|1950|19481.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Grobla I|gdansk|1200029.6
Wielki dom w niskiej cenie, centrum Gdańska!|Wrzeszcz|248.0|6|1926|8024.0|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary| Stanisława Dubois|gdansk|1989952.0
3 pokoje w ścisłym Śródmieściu Gdyni|Śródmieście|76.0|3|1999|18421.0|Mieszkanie|0|1|1|0|1|7|0|0|0|secondary| Starowiejska|gdynia|1399996.0
Apartament z klimatem miasta|Śródmieście|70.0|3|2020|29986.0|Mieszkanie|0|0|0|0|1|4|0|0|0|secondary| Stara Stocznia|gdansk|2099020.0
NOWE 2 pokoje, ogródek, parking|Łostowice|37.0|2|2020|14838.0|Mieszkanie|0|1|0|1|0|0|0|0|1|secondary| Hokejowa|gdansk|549006.0
Apartament inwestycyjny / kawalerka / biuro|Przymorze|26.0|1|2022|16885.0|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary| Śląska 12|gdansk|439010.0
Mieszkanie z widokiem na wschód słońca|Jasień|54.0|3|2017|1235.0|Mieszkanie|0|0|0|0|0|0|0|0|0|secondary| Turzycowa 45|gdansk|66690.0
Nietuzinkowy dom w kameralnej części dzielnicy|Kokoszki|280.0|5|2014|7857.0|Dom wolnostojący|1|0|0|0|0||0|0|0|secondary| Leźnieńska|gdansk|2199960.0
Apartament z widokiem na motławę off market!|Długie Ogrody|164.0|4|2021|25549.0|Mieszkanie|1|0|0|0|1||0|0|0|secondary| Sienna Grobla|gdansk|4190036.0
Rodzinna oaza z dwoma tarasami i pięknym widokiem|Wiczlino|93.31|4|2023|13814.0|Mieszkanie|0|0|1|1|1|3|0|0|0|secondary| Janki Bryla|gdynia|1288984.34
