title|address|price[PLN]|area[m^2]|rooms|floor|market|build year|parking|building_type
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|540 000 zł|51,65 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|489 000 zł|45,60 m²|2|1|wtórny|2012|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2012 (blok w nowym budownictwie)
Mieszkanie, ul. Rzeźnicka|Rzeźnicka, Stare Przedmieście, Gdańsk, pomorskie|860 000 zł|62,88 m²|3|3|wtórny|1962|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1962 (blok w starym budownictwie)
Apartament, ul. Powstańców Warszawskich|Powstańców Warszawskich, Śródmieście, Gdańsk, pomorskie|724 160 zł|45,26 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|w garażu podziemnym|apartamentowiec; rok budowy: 2022
Mieszkanie, ul. Międzygwiezdna|Międzygwiezdna, Osowa, Gdańsk, pomorskie|846 780 zł|76,98 m²|3|1|wtórny|2005|garaż w bryle budynku|rok budowy: 2005
Mieszkanie, ul. Traugutta|Traugutta, Aniołki, Gdańsk, pomorskie|599 000 zł|38 m²|2|2|wtórny|1950|parking publiczny / na ulicy|kamienica; rok budowy: 1950
Mieszkanie|Makuszyńskiego, Wrzeszcz, Gdańsk, pomorskie|729 000 zł|62 m²|4|4|wtórny|1976|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1976
Mieszkanie, ul. Podwale Przedmiejskie|Podwale Przedmiejskie, Śródmieście, Gdańsk, pomorskie|699 000 zł|50,46 m²|2|parter|wtórny|1960|-|blok mieszkalny; rok budowy: 1960
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|641 173 zł|53,32 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Apartament, ul. Jelitkowska|Jelitkowska, Jelitkowo, Gdańsk, pomorskie|1 299 000 zł|37,49 m²|2|2|wtórny|2017|w garażu podziemnym|apartamentowiec; rok budowy: 2017
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 095 000 zł|65,89 m²|3|3|wtórny|2019|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2019
Apartament, ul. Orzeszkowej|Orzeszkowej, Aniołki, Gdańsk, pomorskie|770 000 zł|40,03 m²|2|parter|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie|Kaszubska, Gdańsk, pomorskie|1 068 200 zł|97,75 m²|3|parter|wtórny|2011|garaż w bryle budynku|rok budowy: 2011
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 139 000 zł|64,77 m²|3|9|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Oliwa, Gdańsk, pomorskie|840 000 zł|64 m²|3|parter|wtórny|-|parking publiczny / na ulicy|kamienica
Mieszkanie Gdańsk|Stogi, Gdańsk, pomorskie|574 899 zł|36,02 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Bora-Komorowskiego|Bora-Komorowskiego, Oliwa, Gdańsk, pomorskie|737 000 zł|50 m²|3|parter|wtórny|1962|przynależne na ulicy|blok mieszkalny; rok budowy: 1962
Mieszkanie, ul. Nowatorów|Nowatorów, Kokoszki, Gdańsk, pomorskie|945 000 zł|84,79 m²|4|1|wtórny|2021|w garażu podziemnym|blok mieszkalny; rok budowy: 2021 (blok w nowym budownictwie)
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|456 387 zł|44,04 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Apartament, ul. Siennicka|Siennicka, Śródmieście, Gdańsk, pomorskie|431 300 zł|26,30 m²|1|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|-|apartamentowiec; rok budowy: 2024
Mieszkanie|Angielska Grobla, Śródmieście, Gdańsk, pomorskie|770 000 zł|38,60 m²|1|2|wtórny|2020|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2020
Mieszkanie Gdańsk|Nowy Port, Gdańsk, pomorskie|991 800 zł|68,40 m²|3|6|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Apartament, ul. Słupska|Słupska, Przymorze, Gdańsk, pomorskie|850 000 zł|44,72 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2024
Mieszkanie Gdańsk|Ujeścisko, Gdańsk, pomorskie|876 300 zł|88 m²|4|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Czerska|Czerska, Łostowice, Gdańsk, pomorskie|573 210 zł|63,69 m²|3|1|wtórny|2023|parking publiczny / na ulicy|rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|591 000 zł|61,32 m²|3|5|wtórny|2024|garaż|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Słabego|Słabego, Matarnia, Gdańsk, pomorskie|929 000 zł|66,70 m²|3|3|wtórny|2018|w garażu podziemnym|blok mieszkalny; rok budowy: 2018
Mieszkanie, ul. Bulońska|Bulońska, Matemblewo, Gdańsk, pomorskie|753 915 zł|57,08 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Borkowska|Borkowska, Orunia Górna, Gdańsk, pomorskie|497 000 zł|41,73 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2024
Apartament, ul. Orzeszkowej|Orzeszkowej, Aniołki, Gdańsk, pomorskie|770 000 zł|42,87 m²|2|parter|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Kawalerka, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|910 000 zł|27,90 m²|1|6|wtórny|2020|w garażu podziemnym|apartamentowiec; rok budowy: 2020 (blok w nowym budownictwie)
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|899 000 zł|72 m²|3|3|wtórny|2020|parking publiczny / na ulicy|rok budowy: 2020
Mieszkanie, ul. Kołobrzeska|Kołobrzeska, Przymorze, Gdańsk, pomorskie|620 000 zł|43 m²|2|3|wtórny|1975|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1975 (blok w starym budownictwie)
Mieszkanie, ul. Polanki|Polanki, Oliwa, Gdańsk, pomorskie|1 459 451 zł|72,43 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż wolnostojący|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Apartament, ul. Siennicka|Siennicka, Śródmieście, Gdańsk, pomorskie|542 000 zł|34 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|-|apartamentowiec; rok budowy: 2024
Mieszkanie|Jabłońskiego, Chełm, Gdańsk, pomorskie|580 000 zł|49,50 m²|2|1|wtórny|1990|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1990
Apartament, ul. Kiedrowskiego|Kiedrowskiego, Gdańsk, pomorskie|868 793 zł|77,12 m²|4|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|w garażu podziemnym|apartamentowiec; rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Stolema|Stolema, Gdańsk, pomorskie|791 967 zł|61 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż wolnostojący|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Srebrna|Srebrna, Łostowice, Gdańsk, pomorskie|245 000 zł|45 m²|2|1|wtórny|2003|przynależne na ulicy|blok mieszkalny; rok budowy: 2003
Mieszkanie, ul. Grottgera|Grottgera, Oliwa, Gdańsk, pomorskie|871 548 zł|40,81 m²|2|2|wtórny|-|parking publiczny / na ulicy|
Mieszkanie Gdańsk|Kowale, Gdańsk, pomorskie|635 000 zł|52,62 m²|3|4|wtórny|2015|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2015
Mieszkanie, ul. Kościuszki|Kościuszki, Wrzeszcz, Gdańsk, pomorskie|849 000 zł|66,23 m²|3|2|wtórny|1945|parking publiczny / na ulicy|rok budowy: 1945 (blok w starym budownictwie)
Mieszkanie, ul. Świętokrzyska|Świętokrzyska, Łostowice, Gdańsk, pomorskie|579 174 zł|64,21 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż|blok mieszkalny; rok budowy: 2023
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|566 000 zł|53,88 m²|3|4|wtórny|-|w garażu podziemnym|
Kawalerka, ul. Orłowska|Orłowska, Jelitkowo, Gdańsk, pomorskie|599 000 zł|23,90 m²|1|1|wtórny|1975|przynależne na ulicy|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Łostowice, Gdańsk, pomorskie|499 999 zł|52,73 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na ulicy|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Wielkopolska|Wielkopolska, Ujeścisko, Gdańsk, pomorskie|690 000 zł|48 m²|2|4|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie|Grottgera, Oliwa, Gdańsk, pomorskie|1 382 195 zł|67,83 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024 (blok w nowym budownictwie)
Apartament, ul. Partyzantów|Partyzantów, Wrzeszcz Górny, Gdańsk, pomorskie|1 750 000 zł|78,80 m²|3|14|wtórny|2011|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2011
Mieszkanie, ul. Karpacka|Karpacka, Oliwa, Gdańsk, pomorskie|485 000 zł|30,40 m²|1|3|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980
Mieszkanie, ul. Stężycka|Stężycka, Jasień, Gdańsk, pomorskie|665 500 zł|68,07 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|953 000 zł|73,39 m²|4|2|wtórny|2019|garaż|blok mieszkalny; rok budowy: 2019
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|425 500 zł|33,24 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|parking publiczny / na ulicy|rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Śląska|Śląska, Przymorze, Gdańsk, pomorskie|770 000 zł|50 m²|3|1|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970 (blok w starym budownictwie)
Mieszkanie, ul. Letnicka|Letnicka, Letnica, Gdańsk, pomorskie|779 915 zł|62,90 m²|3|3|wtórny|2023|parking publiczny / na ulicy|rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Orzeszkowej|Orzeszkowej, Aniołki, Gdańsk, pomorskie|943 950 zł|53,94 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Porębskiego|Porębskiego, Zakoniczyn, Gdańsk, pomorskie|690 000 zł|68,50 m²|3|3|wtórny|-|parking publiczny / na ulicy|
Apartament, ul. Kliniczna|Kliniczna, Wrzeszcz, Gdańsk, pomorskie|1 217 000 zł|84 m²|4|5|wtórny|2022|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Legnicka|Legnicka, Chełm, Gdańsk, pomorskie|1 547 340 zł|94,35 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Apartament, ul. Sienna Grobla|Sienna Grobla, Śródmieście, Gdańsk, pomorskie|1 950 000 zł|80,15 m²|3|2|wtórny|2021|w garażu podziemnym|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Rzeźnicka|Rzeźnicka, Gdańsk, pomorskie|860 000 zł|62,88 m²|3|3|wtórny|1962|-|blok mieszkalny; rok budowy: 1962 (blok w starym budownictwie)
Mieszkanie, ul. Kościuszki|Kościuszki, Wrzeszcz, Gdańsk, pomorskie|850 000 zł|65 m²|3|1|wtórny|1950|przynależne na ulicy|kamienica; rok budowy: 1950
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|789 000 zł|64,30 m²|3|3|wtórny|2018|przynależne na ulicy|blok mieszkalny; rok budowy: 2018
Mieszkanie, ul. Na Stoku|Na Stoku, Śródmieście, Gdańsk, pomorskie|800 000 zł|69 m²|4|parter||1910|parking strzeżony w pobliżu|kamienica; rok budowy: 1910 (blok w starym budownictwie)
Mieszkanie, ul. Sucha|Sucha, Letnica, Gdańsk, pomorskie|970 000 zł|62 m²|3|4|wtórny|2021|garaż w bryle budynku|blok mieszkalny; rok budowy: 2021 (blok w nowym budownictwie)
Apartament, ul. Barbary|Barbary, Śródmieście, Gdańsk, pomorskie|2 599 000 zł|127,73 m²|4|6|wtórny|2020|w garażu podziemnym|apartamentowiec; rok budowy: 2020 (blok w nowym budownictwie)
Mieszkanie, ul. Cygańska Góra|Cygańska Góra, Suchanino, Gdańsk, pomorskie|1 916 219 zł|97,25 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|parking publiczny / na ulicy|dom wielorodzinny; rok budowy: 2023
Mieszkanie, ul. Gospody|Gospody, Żabianka, Gdańsk, pomorskie|670 000 zł|44,30 m²|3|1|wtórny|1970|-|blok mieszkalny (blok z płyty); rok budowy: 1970 (blok w starym budownictwie)
Mieszkanie, ul. Myśliwskie Wzgórze|Myśliwskie Wzgórze, Słoneczniki, Gdańsk, pomorskie|1 099 000 zł|76,90 m²|4|parter|wtórny|2010|garaż|blok mieszkalny; rok budowy: 2010
Kawalerka, ul. Orłowska|Orłowska, Żabianka, Gdańsk, pomorskie|450 000 zł|24 m²|1|4|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Kartuska|Kartuska, Siedlce, Gdańsk, pomorskie|675 000 zł|39,01 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|możliwość wykupienia|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Jasińskiego|Jasińskiego, Jasień, Gdańsk, pomorskie|689 000 zł|64,52 m²|3|1|wtórny|2021|przynależne na ulicy|blok mieszkalny; rok budowy: 2021
Mieszkanie, ul. Hokejowa|Hokejowa, Ujeścisko, Gdańsk, pomorskie|490 000 zł|37 m²|2|2|wtórny|2013|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2013
Mieszkanie, ul. Obrońców Wybrzeża|Obrońców Wybrzeża, Przymorze, Gdańsk, pomorskie|399 000 zł|34,10 m²|1|parter|wtórny|1972|-|blok mieszkalny; rok budowy: 1972
Mieszkanie Gdańsk|Siedlce, Gdańsk, pomorskie|715 000 zł|59,60 m²|2|3|wtórny|1950|-|kamienica; rok budowy: 1950
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|720 000 zł|72,40 m²|3|parter|wtórny|2017|parking publiczny / na ulicy|rok budowy: 2017 (blok w nowym budownictwie)
Apartament|Kamienna Grobla, Śródmieście, Gdańsk, pomorskie|1 450 000 zł|87,05 m²|3|parter|wtórny|2021|garaż wolnostojący|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Pilotów|Pilotów, Zaspa, Gdańsk, pomorskie|1 199 000 zł|66 m²|3|4|wtórny|2009|w garażu podziemnym|blok mieszkalny; rok budowy: 2009 (blok w nowym budownictwie)
Mieszkanie, ul. Dickmana|Dickmana, Oliwa, Gdańsk, pomorskie|979 000 zł|69,04 m²|3|1|wtórny|1920|parking publiczny / na ulicy|kamienica; rok budowy: 1920
Mieszkanie, ul. Szopy|Szopy, Gdańsk, pomorskie|559 000 zł|38 m²|2|parter|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980 (blok w starym budownictwie)
Mieszkanie, ul. Zakopiańska|Zakopiańska, Siedlce, Gdańsk, pomorskie|645 837 zł|38,71 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Kartuska|Kartuska, Siedlce, Gdańsk, pomorskie|750 974 zł|38,71 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|w garażu podziemnym|blok mieszkalny; rok budowy: 2025 (blok w nowym budownictwie)
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 599 000 zł|82 m²|4|parter|wtórny|2022|garaż|apartamentowiec; rok budowy: 2022
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Łostowice, Gdańsk, pomorskie|772 867 zł|64,54 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na ulicy|blok mieszkalny; rok budowy: 2023
Mieszkanie|Grudziądzka, Wrzeszcz Dolny, Gdańsk, pomorskie|1 075 000 zł|55 m²|3|4|wtórny|2017|w garażu podziemnym|blok mieszkalny; rok budowy: 2017
Mieszkanie, Aleja Gen. Józefa Hallera|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|750 000 zł|56,46 m²|2|2|wtórny|1957|przynależne na ulicy|rok budowy: 1957 (blok w starym budownictwie)
Mieszkanie, ul. Wielkopolska|Wielkopolska, Ujeścisko, Gdańsk, pomorskie|441 000 zł|32,62 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Starogardzka|Starogardzka, Orunia Górna, Gdańsk, pomorskie|440 000 zł|39,90 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|w garażu podziemnym|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Gdyńska|Gdyńska, Żabianka, Gdańsk, pomorskie|449 000 zł|31 m²|1|6|wtórny|-|przynależne na ulicy|blok mieszkalny
Mieszkanie, ul. Stankiewicza|Stankiewicza, Jasień, Gdańsk, pomorskie|413 000 zł|33,10 m²|2|2|wtórny|2025|parking publiczny / na ulicy|rok budowy: 2025 (blok w nowym budownictwie)
Apartament, ul. Stara Stocznia|Stara Stocznia, Główne Miasto, Gdańsk, pomorskie|1 650 000 zł|65 m²|3|6|wtórny|2021|w garażu podziemnym|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Staszica|Staszica, Wrzeszcz, Gdańsk, pomorskie|879 000 zł|64,60 m²|5|parter|wtórny|1950|przynależne na ulicy|kamienica; rok budowy: 1950 (blok w starym budownictwie)
Apartament, ul. Turystyczna|Turystyczna, Sobieszewo, Gdańsk, pomorskie|795 500 zł|36,52 m²|1|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Tysiąclecia|Tysiąclecia, Jelitkowo, Gdańsk, pomorskie|629 000 zł|42,19 m²|2|2|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Ojcowska|Ojcowska, Zaroślak, Gdańsk, pomorskie|853 770 zł|44,70 m²|2|2|wtórny|-|garaż wolnostojący|kamienica
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|431 500 zł|33,24 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Stwosza|Stwosza, Oliwa, Gdańsk, pomorskie|699 000 zł|49 m²|2|3|wtórny|1920|przynależne na ulicy|kamienica; rok budowy: 1920
Mieszkanie, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|2 004 900 zł|66,83 m²|3|5|wtórny|2024|parking publiczny / na ulicy|kamienica; rok budowy: 2024
Apartament, ul. Długa Grobla|Długa Grobla, Śródmieście, Gdańsk, pomorskie|1 200 000 zł|57 m²|3|3|wtórny|2018|w garażu podziemnym|apartamentowiec; rok budowy: 2018
Mieszkanie, ul. Kołobrzeska|Kołobrzeska, Przymorze, Gdańsk, pomorskie|650 000 zł|45 m²|2|2|wtórny|-|-|blok mieszkalny
Mieszkanie, ul. Cygańska Góra|Cygańska Góra, Suchanino, Gdańsk, pomorskie|1 055 145 zł|54,27 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Kawalerka, ul. Orłowska|Orłowska, Żabianka, Gdańsk, pomorskie|449 999 zł|23,90 m²|1|4|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Zeusa|Zeusa, Kowale, Gdańsk, pomorskie|620 000 zł|69,10 m²|3|1|wtórny|2001|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2001
Mieszkanie, ul. Wyczółkowskiego|Wyczółkowskiego, Siedlce, Gdańsk, pomorskie|1 099 000 zł|116,50 m²|3|parter|wtórny|1932|przynależne na ulicy|dom wielorodzinny; rok budowy: 1932
Mieszkanie, ul. Toruńska|Toruńska, Wyspa Spichrzów, Gdańsk, pomorskie|990 000 zł|50 m²|3|2|wtórny|2021|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2021 (blok w nowym budownictwie)
Mieszkanie, ul. Starogardzka|Starogardzka, Gdańsk, pomorskie|599 500 zł|59 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|tak|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Grubby|Grubby, Ujeścisko, Gdańsk, pomorskie|599 000 zł|63,94 m²|3|3|wtórny|2015|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2015 (blok w nowym budownictwie)
Mieszkanie, ul. Malczewskiego|Malczewskiego, Siedlce, Gdańsk, pomorskie|1 089 000 zł|68,91 m²|3|1|wtórny|1998|w garażu podziemnym|blok mieszkalny; rok budowy: 1998
Mieszkanie, ul. Kwiatowa|Kwiatowa, Sobieszewo, Gdańsk, pomorskie|750 000 zł|55,30 m²|2|parter|wtórny|1975|garaż wolnostojący|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Forsycji|Forsycji, Sobieszewo, Gdańsk, pomorskie|1 999 999 zł|113,31 m²|6|parter|wtórny|-|parking publiczny / na ulicy|
Mieszkanie, ul. Wielkopolska|Wielkopolska, Łostowice, Gdańsk, pomorskie|690 000 zł|48 m²|2|4|wtórny|2023|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Kawalerka, ul. Dworska|Dworska, Brzeźno, Gdańsk, pomorskie|460 000 zł|26,30 m²|1|parter|wtórny|1980|parking publiczny / na ulicy|rok budowy: 1980 (blok w starym budownictwie)
Mieszkanie, ul. Kiedrowskiego|Kiedrowskiego, Dolina, Gdańsk, pomorskie|635 176 zł|44,33 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|1 160 000 zł|46,42 m²|2|4|wtórny|2019|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2019 (blok w nowym budownictwie)
Apartament, ul. Kampinoska|Kampinoska, Sobieszewo, Gdańsk, pomorskie|485 000 zł|35,72 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|-|apartamentowiec; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|625 821 zł|72,30 m²|4|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż wolnostojący|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
