title|address|price[PLN]|area[m^2]|rooms|floor|market|build year|parking|building_type
Mieszkanie, ul. Powstańców Warszawskich|Powstańców Warszawskich, Gdańsk, pomorskie|1 055 145 zł|54,11 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Amundsena|Amundsena, Gdańsk, pomorskie|585 000 zł|49 m²|2|5|wtórny|-|parking publiczny / na ulicy|blok mieszkalny (blok z płyty)
Apartament Gdańsk|Ujeścisko, Gdańsk, pomorskie|485 000 zł|46,01 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|tak|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Piekarnicza|Piekarnicza, Piecki-Migowo, Gdańsk, pomorskie|800 000 zł|65,50 m²|3|parter|wtórny|2006|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2006
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Orunia, Gdańsk, pomorskie|489 000 zł|42 m²|2|1|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Leszczynowa|Leszczynowa, Jasień, Gdańsk, pomorskie|755 675 zł|76,89 m²|4|2|wtórny|2025|w garażu podziemnym|blok mieszkalny; rok budowy: 2025
Mieszkanie, Aleja Jana Pawła II|Aleja Jana Pawła II, Zaspa, Gdańsk, pomorskie|1 650 000 zł|83,21 m²|4|9|wtórny|2012|w garażu podziemnym|rok budowy: 2012 (blok w nowym budownictwie)
Mieszkanie, ul. Wielkopolska|Wielkopolska, Gdańsk, pomorskie|568 880 zł|64,02 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|blok mieszkalny
Apartament, ul. Barbary|Barbary, Śródmieście, Gdańsk, pomorskie|1 440 000 zł|60 m²|3|parter|wtórny|2017|garaż wolnostojący|apartamentowiec; rok budowy: 2017
Mieszkanie, ul. Chlebnicka|Chlebnicka, Stare Miasto, Gdańsk, pomorskie|939 000 zł|59,85 m²|3|1|wtórny|1960|parking publiczny / na ulicy|kamienica; rok budowy: 1960
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 490 000 zł|100,30 m²|4|5|wtórny|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Współczesna|Współczesna, Borkowo, Gdańsk, pomorskie|695 000 zł|53,64 m²|3|1|wtórny|2012|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2012 (blok w nowym budownictwie)
Mieszkanie, ul. Górka|Górka, Śródmieście, Gdańsk, pomorskie|1 490 000 zł|129 m²|4|2|wtórny|1930|parking publiczny / na ulicy|kamienica; rok budowy: 1930 (blok w starym budownictwie)
Mieszkanie, ul. Tysiąclecia|Tysiąclecia, Żabianka, Gdańsk, pomorskie|750 000 zł|56,40 m²|3|1|wtórny|1965|parking publiczny / na ulicy|blok mieszkalny (blok z płyty); rok budowy: 1965
Apartament, ul. Wałowa|Wałowa, Stare Miasto, Gdańsk, pomorskie|799 000 zł|44,58 m²|2|1|wtórny|2018|w garażu podziemnym|apartamentowiec; rok budowy: 2018
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|649 000 zł|57 m²|3|3|wtórny|2021|przynależne na ulicy|blok mieszkalny; rok budowy: 2021 (blok w nowym budownictwie)
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|719 000 zł|54,43 m²|3|parter|wtórny|2022|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2022
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|667 835 zł|66,26 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Mieszkanie, ul. Mostek|Mostek, Śródmieście, Gdańsk, pomorskie|486 186 zł|30,90 m²|1|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Podzamcze|Podzamcze, Śródmieście, Gdańsk, pomorskie|615 000 zł|35,20 m²|2|2|wtórny|-|parking publiczny / na ulicy|kamienica
Apartament, ul. Orzeszkowej|Orzeszkowej, Aniołki, Gdańsk, pomorskie|770 000 zł|40,43 m²|2|parter|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Apartament|Powstańców Warszawskich, Śródmieście, Gdańsk, pomorskie|900 000 zł|47,39 m²|2|2|wtórny|2022|garaż wolnostojący|apartamentowiec; rok budowy: 2022
Apartament, ul. Cygańska Góra|Cygańska Góra, Suchanino, Gdańsk, pomorskie|1 471 140 zł|74,30 m²|3|parter|wtórny|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Kilińskiego|Kilińskiego, Wrzeszcz, Gdańsk, pomorskie|699 950 zł|30,11 m²|2|parter|wtórny|1930|parking publiczny / na ulicy|kamienica; rok budowy: 1930
Mieszkanie, ul. Grottgera|Grottgera, Oliwa, Gdańsk, pomorskie|1 334 242 zł|49,96 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|rok budowy: 2024
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|1 446 746 zł|89,86 m²|5|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Apartament, ul. Smoluchowskiego|Smoluchowskiego, Wrzeszcz, Gdańsk, pomorskie|2 200 000 zł|243 m²|5|3|wtórny|2005|garaż|apartamentowiec; rok budowy: 2005
Mieszkanie, ul. Leszczynowa|Leszczynowa, Jasień, Gdańsk, pomorskie|799 000 zł|71,14 m²|3|2|wtórny|2017|w garażu podziemnym|blok mieszkalny; rok budowy: 2017
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 139 000 zł|64,77 m²|3|12|wtórny|2020|garaż|apartamentowiec; rok budowy: 2020
Mieszkanie, ul. Kilińskiego|Kilińskiego, Wrzeszcz, Gdańsk, pomorskie|1 595 000 zł|75,96 m²|4|parter|wtórny|2016|w garażu podziemnym|rok budowy: 2016
Mieszkanie, ul. Guderskiego|Guderskiego, Zakoniczyn, Gdańsk, pomorskie|690 000 zł|69 m²|3|1|wtórny|2013|przynależne na ulicy|blok mieszkalny; rok budowy: 2013
Mieszkanie, ul. Pomorska|Pomorska, Oliwa, Gdańsk, pomorskie|870 000 zł|66,70 m²|4|7|wtórny|1976|-|blok mieszkalny; rok budowy: 1976
Mieszkanie, ul. Stężycka|Stężycka, Jasień, Gdańsk, pomorskie|679 000 zł|78 m²|3|parter|wtórny|2023|parking publiczny / na ulicy|rok budowy: 2023
Mieszkanie, ul. Stankiewicza|Stankiewicza, Jasień, Gdańsk, pomorskie|1 040 000 zł|68 m²|3|2|wtórny|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Grubby|Grubby, Łostowice, Gdańsk, pomorskie|589 000 zł|64,65 m²|3|3|wtórny|2015|-|blok mieszkalny; rok budowy: 2015
Mieszkanie, ul. Wileńska|Wileńska, Gdańsk, pomorskie|515 000 zł|45,29 m²|2|2|wtórny|1976|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1976
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz Górny, Gdańsk, pomorskie|739 000 zł|54,83 m²|3|2|wtórny|1967|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1967 (blok w starym budownictwie)
Mieszkanie, ul. Kartuska|Kartuska, Kiełpinek, Gdańsk, pomorskie|541 569 zł|44,03 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz, Gdańsk, pomorskie|600 000 zł|45,10 m²|2|3|wtórny|1950|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1950
Apartament Gdańsk|Westerplatte, Gdańsk, pomorskie|335 484 zł|26,05 m²|1|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Wielkopolska|Wielkopolska, Łostowice, Gdańsk, pomorskie|604 019 zł|61,73 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|przynależne na ulicy|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Sobieszewo, Gdańsk, pomorskie|536 000 zł|35,69 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Siennicka|Siennicka, Śródmieście, Gdańsk, pomorskie|410 000 zł|30 m²|2|3|wtórny|-|parking publiczny / na ulicy|kamienica
Apartament Gdańsk|Jasień, Gdańsk, pomorskie|733 255 zł|51,38 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|-|apartamentowiec; rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Lawendowe Wzgórze|Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|760 000 zł|58,78 m²|3|parter|wtórny|2015|garaż wolnostojący|blok mieszkalny; rok budowy: 2015
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|750 000 zł|75 m²|3|3|wtórny|2017|w garażu podziemnym|blok mieszkalny; rok budowy: 2017
Mieszkanie, ul. Do Studzienki|Do Studzienki, Wrzeszcz, Gdańsk, pomorskie|880 000 zł|50,20 m²|2|1|wtórny|1992|przynależne na ulicy|blok mieszkalny; rok budowy: 1992
Mieszkanie, ul. Przytulna|Przytulna, Kiełpinek, Gdańsk, pomorskie|629 000 zł|48,50 m²|2|2|wtórny|2009|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2009
Mieszkanie, ul. Husa|Husa, Oliwa, Gdańsk, pomorskie|890 000 zł|70,22 m²|3|parter|wtórny|1920|przynależne na ulicy|kamienica; rok budowy: 1920
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz, Gdańsk, pomorskie|830 000 zł|53 m²|3|8|wtórny|1969|parking publiczny / na ulicy|blok mieszkalny (blok z płyty); rok budowy: 1969
Apartament, ul. Grottgera|Grottgera, Oliwa, Gdańsk, pomorskie|1 459 451 zł|72,43 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024 (blok w nowym budownictwie)
Apartament, ul. Stara Stocznia|Stara Stocznia, Gdańsk, pomorskie|1 995 000 zł|71 m²|3|5|wtórny|2023|garaż|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Wielkopolska|Wielkopolska, Orunia Górna, Gdańsk, pomorskie|482 493 zł|43,33 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Apartament, ul. Sienna Grobla|Sienna Grobla, Stare Miasto, Gdańsk, pomorskie|1 279 000 zł|55,61 m²|3|parter|wtórny|2021|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2021
Apartament, ul. Zamiejska|Zamiejska, Chełm, Gdańsk, pomorskie|699 000 zł|56,57 m²|3|6|wtórny|2013|garaż|apartamentowiec; rok budowy: 2013 (blok w nowym budownictwie)
Mieszkanie, ul. Kartuska|Kartuska, Jasień, Gdańsk, pomorskie|665 000 zł|51 m²|2|parter|wtórny|2011|przynależne na ulicy|blok mieszkalny; rok budowy: 2011
Mieszkanie, ul. Kartuska|Kartuska, Siedlce, Gdańsk, pomorskie|379 000 zł|36,95 m²|2|1|wtórny|1960|parking strzeżony w pobliżu|dom wielorodzinny; rok budowy: 1960 (blok w starym budownictwie)
Kawalerka, ul. Orłowska|Orłowska, Żabianka, Gdańsk, pomorskie|449 990 zł|24 m²|1|4|wtórny|1970|-|blok mieszkalny; rok budowy: 1970 (blok w starym budownictwie)
Apartament, ul. Leśmiana|Leśmiana, Wrzeszcz, Gdańsk, pomorskie|998 000 zł|43,19 m²|2|2|wtórny|2021|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2021 (blok w nowym budownictwie)
Mieszkanie, ul. Kartuska|Kartuska, Siedlce, Gdańsk, pomorskie|1 299 000 zł|95 m²|4|4|wtórny|1920|parking strzeżony w pobliżu|kamienica; rok budowy: 1920
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|729 000 zł|74,80 m²|4|3|wtórny|2017|przynależne na ulicy|blok mieszkalny; rok budowy: 2017
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|889 000 zł|40,78 m²|2|parter|wtórny|2023|parking publiczny / na ulicy|rok budowy: 2023
Mieszkanie, ul. Kusocińskiego|Kusocińskiego, Gdańsk, pomorskie|685 000 zł|59,10 m²|3|8|wtórny|1980|-|blok mieszkalny; rok budowy: 1980
Mieszkanie, ul. Śluza|Śluza, Dolne Miasto, Gdańsk, pomorskie|799 000 zł|50,16 m²|3|parter|wtórny|1919|-|kamienica; rok budowy: 1919 (blok w starym budownictwie)
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|466 000 zł|43,45 m²|2|2|wtórny|-|przynależne na ulicy|
Mieszkanie, ul. Deotymy|Deotymy, Wrzeszcz, Gdańsk, pomorskie|590 000 zł|33 m²|2|parter|wtórny|1920|parking publiczny / na ulicy|dom wielorodzinny; rok budowy: 1920
Mieszkanie, ul. Mariacka|Mariacka, Stare Miasto, Gdańsk, pomorskie|1 340 000 zł|45,01 m²|2|2|wtórny|1950|przynależne na ulicy|kamienica; rok budowy: 1950
Kawalerka Gdańsk|Orunia Górna, Gdańsk, pomorskie|393 604 zł|26,55 m²|1|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Apartament Gdańsk|Westerplatte, Gdańsk, pomorskie|469 915 zł|37,88 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Kartuska|Kartuska, Kokoszki, Gdańsk, pomorskie|702 500 zł|88,67 m²|4|1|wtórny|2023|parking publiczny / na ulicy|rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Szuwary|Szuwary, Śródmieście, Gdańsk, pomorskie|599 000 zł|37 m²|2|parter|wtórny|-|parking publiczny / na ulicy|
Apartament, ul. Powstańców Warszawskich|Powstańców Warszawskich, Gdańsk, pomorskie|900 000 zł|48 m²|2|1|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Obrońców Westerplatte|Obrońców Westerplatte, Oliwa, Gdańsk, pomorskie|1 199 000 zł|101,43 m²|4|1|wtórny|1905|przynależne na ulicy|kamienica; rok budowy: 1905
Mieszkanie Gdańsk|Wrzeszcz, Gdańsk, pomorskie|887 739 zł|51,86 m²|2|8|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Rytelska|Rytelska, Łostowice, Gdańsk, pomorskie|740 546 zł|67,94 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż wolnostojący|blok mieszkalny; rok budowy: 2024
Apartament, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|869 000 zł|39,70 m²|2|3|wtórny|2019|przynależne na ulicy|apartamentowiec; rok budowy: 2019
Apartament Gdańsk|Wrzeszcz Dolny, Gdańsk, pomorskie|1 490 000 zł|68,45 m²|3|parter|wtórny|2017|garaż wolnostojący|apartamentowiec; rok budowy: 2017 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Maćkowy, Gdańsk, pomorskie|495 000 zł|54 m²|3|2|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Seredyńskiego|Seredyńskiego, Śródmieście, Gdańsk, pomorskie|847 000 zł|81 m²|2|3|wtórny|1910|parking publiczny / na ulicy|kamienica; rok budowy: 1910
Mieszkanie, ul. Ogarna|Ogarna, Główne Miasto, Gdańsk, pomorskie|980 000 zł|55,26 m²|2|1|wtórny|1952|parking publiczny / na ulicy|kamienica; rok budowy: 1952
Apartament, ul. Obrońców Wybrzeża|Obrońców Wybrzeża, Przymorze, Gdańsk, pomorskie|799 000 zł|39,09 m²|2|4|wtórny|2018|przynależne na ulicy|apartamentowiec; rok budowy: 2018
Mieszkanie, ul. Ogarna|Ogarna, Śródmieście, Gdańsk, pomorskie|690 000 zł|35 m²|2|parter|wtórny|2005|-|kamienica; rok budowy: 2005
Mieszkanie, ul. Kilińskiego|Kilińskiego, Wrzeszcz, Gdańsk, pomorskie|970 000 zł|44,26 m²|2|2|wtórny|2015|parking publiczny / na ulicy|rok budowy: 2015 (blok w nowym budownictwie)
Mieszkanie, ul. Rytelska|Rytelska, Łostowice, Gdańsk, pomorskie|512 028 zł|38,79 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż wolnostojący|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|1 230 000 zł|180 m²|5|1|wtórny|2021|garaż w bryle budynku|dom wielorodzinny; rok budowy: 2021
Apartament, ul. Wałowa|Wałowa, Śródmieście, Gdańsk, pomorskie|799 200 zł|36 m²|2|4|wtórny|2021|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Do Studzienki|Do Studzienki, Wrzeszcz, Gdańsk, pomorskie|838 900 zł|78,20 m²|4|3|wtórny|1900|parking publiczny / na ulicy|kamienica; rok budowy: 1900
Mieszkanie, ul. Myśliwska|Myśliwska, Alfa Park, Gdańsk, pomorskie|899 000 zł|62,79 m²|3|5|wtórny|2017|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2017
Kawalerka, ul. Sienna Grobla|Sienna Grobla, Śródmieście, Gdańsk, pomorskie|585 000 zł|28 m²|1|3|wtórny|2021|parking publiczny / na ulicy|rok budowy: 2021
Kawalerka Gdańsk|Borkowo, Gdańsk, pomorskie|343 740 zł|26,55 m²|1|1|wtórny|-|przynależne na ulicy|
Mieszkanie, ul. Przemian|Przemian, Łostowice, Gdańsk, pomorskie|421 500 zł|34,29 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Niepołomicka|Niepołomicka, Gdańsk, pomorskie|546 000 zł|39 m²|2|parter|wtórny|2019|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2019
Mieszkanie, ul. Kartuska|Kartuska, Siedlce, Gdańsk, pomorskie|599 000 zł|68,07 m²|3|1|wtórny|1903|przynależne na ulicy|rok budowy: 1903 (blok w starym budownictwie)
Mieszkanie, ul. Przytulna|Przytulna, Kiełpinek, Gdańsk, pomorskie|645 000 zł|53,14 m²|2|parter|wtórny|2002|przynależne na ulicy|blok mieszkalny; rok budowy: 2002
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|441 000 zł|33,10 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|garaż wolnostojący|blok mieszkalny; rok budowy: 2025 (blok w nowym budownictwie)
Apartament, Aleja Jana Pawła II|Aleja Jana Pawła II, Zaspa, Gdańsk, pomorskie|1 649 000 zł|84 m²|4|9|wtórny|2015|garaż|apartamentowiec; rok budowy: 2015
Apartament, ul. Partyzantów|Partyzantów, Wrzeszcz, Gdańsk, pomorskie|2 190 000 zł|104,60 m²|3|15|wtórny|2011|w garażu podziemnym|apartamentowiec; rok budowy: 2011
Mieszkanie, Aleja Gen. Józefa Hallera|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|940 076 zł|60,87 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2026|przynależne na ulicy|rok budowy: 2026 (blok w nowym budownictwie)
Mieszkanie, ul. Kombatantów|Kombatantów, Zaspa, Gdańsk, pomorskie|669 000 zł|48,20 m²|2|2|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970 (blok w starym budownictwie)
Mieszkanie, ul. Lęborska|Lęborska, Przymorze, Gdańsk, pomorskie|839 000 zł|69,10 m²|4|9|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Jagiellońska|Jagiellońska, Przymorze, Gdańsk, pomorskie|585 000 zł|38 m²|2|4|wtórny|1970|-|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Wielkopolska|Wielkopolska, Orunia Górna, Gdańsk, pomorskie|465 084 zł|43,45 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|rok budowy: 2024
Mieszkanie, Aleja Jana Pawła II|Aleja Jana Pawła II, Zaspa-Rozstaje, Gdańsk, pomorskie|1 500 000 zł|74 m²|4|8|wtórny|1993|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1993
Mieszkanie, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|869 000 zł|39,77 m²|2|3|wtórny|2019|przynależne na ulicy|blok mieszkalny; rok budowy: 2019
Mieszkanie, ul. Heliosa|Heliosa, Kowale, Gdańsk, pomorskie|465 000 zł|46 m²|1|4|wtórny|2021|przynależne na ulicy|rok budowy: 2021 (blok w nowym budownictwie)
Mieszkanie, ul. Guderskiego|Guderskiego, Jasień, Gdańsk, pomorskie|605 000 zł|46,60 m²|2|parter|wtórny|2012|przynależne na ulicy|blok mieszkalny; rok budowy: 2012 (blok w nowym budownictwie)
Mieszkanie, ul. Kościuszki|Kościuszki, Wrzeszcz, Gdańsk, pomorskie|630 000 zł|58 m²|2|1|wtórny|1950|parking publiczny / na ulicy|kamienica; rok budowy: 1950
Mieszkanie, ul. Starogardzka|Starogardzka, Maćkowy, Gdańsk, pomorskie|436 000 zł|37 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Świętokrzyska|Świętokrzyska, Gdańsk, pomorskie|465 000 zł|39,92 m²|2|4|wtórny|2023|parking publiczny / na ulicy|rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie|Grobla III, Stare Miasto, Gdańsk, pomorskie|860 000 zł|46,59 m²|2|3|wtórny|1957|przynależne na terenie ogrodzonym|kamienica; rok budowy: 1957
Mieszkanie, ul. Stokłosy|Stokłosy, Kokoszki, Gdańsk, pomorskie|702 500 zł|89,13 m²|4|1|wtórny|2024|przynależne na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 139 000 zł|63 m²|3|9|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|tak|apartamentowiec; rok budowy: 2024
Mieszkanie Gdańsk|Ujeścisko-Łostowice, Gdańsk, pomorskie|396 500 zł|39 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Wejhera|Wejhera, Gdańsk, pomorskie|565 610 zł|34,70 m²|2|5|wtórny|1968|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1968
Mieszkanie, ul. Żwirki i Wigury|Żwirki i Wigury, Zaspa, Gdańsk, pomorskie|689 000 zł|48,20 m²|2|3|wtórny|1975|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1975 (blok w starym budownictwie)
Apartament, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|1 080 000 zł|56 m²|3|1|wtórny|2023|tak|apartamentowiec; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|1 129 858 zł|71,51 m²|4|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|496 929 zł|44,64 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż wolnostojący|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Rzeźnicka|Rzeźnicka, Śródmieście, Gdańsk, pomorskie|699 999 zł|49,94 m²|3|3|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Wyzwolenia|Wyzwolenia, Nowy Port, Gdańsk, pomorskie|439 000 zł|37,60 m²|2|9|wtórny|-|parking publiczny / na ulicy|blok mieszkalny (blok z płyty)
Apartament, ul. Cygańska Góra|Cygańska Góra, Gdańsk, pomorskie|1 468 566 zł|74,17 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023
Mieszkanie, ul. Rodakowskiego|Rodakowskiego, Oliwa, Gdańsk, pomorskie|699 000 zł|47,60 m²|2|2|wtórny|-|parking publiczny / na ulicy|
Apartament, ul. Stara Stocznia|Stara Stocznia, Gdańsk, pomorskie|1 490 000 zł|50 m²|2|5|wtórny|2023|garaż|apartamentowiec; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Nowosądecka|Nowosądecka, Ujeścisko, Gdańsk, pomorskie|760 000 zł|65,80 m²|3|3|wtórny|2012|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2012
Mieszkanie, ul. Leskiego|Leskiego, Jasień, Gdańsk, pomorskie|599 000 zł|52,40 m²|3|3|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|574 043 zł|58,84 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Mieszkanie, ul. Wieniawskiego|Wieniawskiego, Siedlce, Gdańsk, pomorskie|960 000 zł|72,17 m²|4|1|wtórny|1936|przynależne na ulicy|kamienica; rok budowy: 1936
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|530 000 zł|57 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Apartament|Turystyczna, Sobieszewo, Gdańsk, pomorskie|367 139 zł|34,28 m²|1|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|apartamentowiec; rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Partyzantów|Partyzantów, Wrzeszcz, Gdańsk, pomorskie|2 149 000 zł|133,18 m²|3|12|wtórny|2015|w garażu podziemnym|blok mieszkalny; rok budowy: 2015
Mieszkanie Gdańsk|Gdańsk, pomorskie|529 000 zł|35,83 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Grobla I|Grobla I, Śródmieście, Gdańsk, pomorskie|1 080 000 zł|61,60 m²|3|1|wtórny|1950|parking publiczny / na ulicy|kamienica; rok budowy: 1950
Mieszkanie, ul. Słowackiego|Słowackiego, Strzyża, Gdańsk, pomorskie|1 070 000 zł|97 m²|3|1|wtórny|1900|parking publiczny / na ulicy|rok budowy: 1900
