title|address|price[PLN]|area[m^2]|rooms|floor|market|addition|parking|elevator|build year|internet|buiiding_type|basement
Zajezdnia Wrzeszcz 3-pokoje 63.24m² Bezpośrednio|ul. Bolesława Chrobrego 79, Wrzeszcz Dolny, Gdańsk, pomorskie|1050000.0|63.24|3|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|0.0|apartamentowiec|1.0
Atrakcyjne 3 pokoje Gdańsk Łostowice|ul. Przemian, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|591000.0|56.0|3|4|pierwotny|||nie|2024|0.0||0.0
3 pokojowe mieszkanie - idealna inwestycja|Ujeścisko-Łostowice, Gdańsk, pomorskie|676000.0|58.0|3|1|wtórny|balkon||tak|2023|0.0|blok|0.0
*Dwupokojowe mieszkanie w samym centrum Oliwy*|Oliwa, Gdańsk, pomorskie|629000.0|42.8|2||wtórny|balkon||nie||0.0|blok|1.0
"Apartament 2-pokojowy| Oliwa |"|Oliwa, Gdańsk, pomorskie|1246157.0|51.93|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
"Okazja | 2-pok. | Inwestycja Premium | Oliwa"|Oliwa, Gdańsk, pomorskie|871548.0|40.8|2|2|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Trzypokojowy apartament z ogródkiem Cygańska Góra|Suchanino, Gdańsk, pomorskie|1468566.0|72.69|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak||0.0||0.0
Mieszkanie - Gdańsk Oliwa|ul. Kościerska, Oliwa, Gdańsk, pomorskie|1070460.0|56.34|2|parter|wtórny|ogródek, taras||tak|2024|1.0|apartamentowiec|0.0
Mieszkanie - Gdańsk Oliwa|ul. Kościerska, Oliwa, Gdańsk, pomorskie|1053360.0|50.16|2|1|wtórny|balkon||tak|2024|1.0|apartamentowiec|0.0
Sprzedam 3 pokoje Gdańsk ul. Guderskiego|ul. Konrada Guderskiego, Ujeścisko-Łostowice, Gdańsk, pomorskie|693000.0|57.8|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2010|1.0|blok|1.0
"Mieszkanie 2-pok | Kamienny Potok | Widok na las"|ul. Kujawska, Kamienny Potok, Sopot, pomorskie|559000.0|35.0|2|6|wtórny|balkon|garaż/miejsce parkingowe|tak|1970|1.0|blok|1.0
Mieszkanie 78m2 +ogród 608m2 +garaż Gdańsk-Siedlce|ul. Leona Wyczółkowskiego, Siedlce, Gdańsk, pomorskie|1099000.0|78.8|3|parter|wtórny|ogródek|garaż/miejsce parkingowe|nie||0.0||1.0
"Studio na Wyspie Spichrzów | Dochodowa Inwestycja"|Śródmieście, Gdańsk, pomorskie|699000.0|34.1|1|3|wtórny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
"2 Pokoje| Gdańsk Chełm| Blisko komunikacji"|ul. Wincentego Witosa, Chełm, Gdańsk, pomorskie|509000.0|41.1|2|3|wtórny|balkon||tak|1986|0.0|blok|1.0
3 pokoje z pięknym widokiem na las|Dąbrowa, Gdynia, pomorskie|575000.0|62.6|3|3|wtórny|balkon||nie|1991|1.0|blok|1.0
98m2 po remoncie piwnica parking Sopot Dolny plaża|ul. Kazimierza Wielkiego, Dolny Sopot - Grunwaldzka, Dolny Sopot, Sopot, pomorskie|2646000.0|98.0|3|3|wtórny||garaż/miejsce parkingowe|nie||1.0|kamienica|1.0
Mieszkanie w pięknej przedwojennej kamienicy|ul. gen. Władysława Andersa, Górny Sopot, Sopot, pomorskie|999000.0|70.0|3|3|wtórny|||nie||0.0||0.0
2 apartamenty na Wyspie Spichrzów, dla inwestorów|Śródmieście, Gdańsk, pomorskie|1695000.0|70.0|3|2|wtórny|balkon, ogródek, taras|garaż/miejsce parkingowe|tak|2018|1.0|apartamentowiec|1.0
Dwa pokoje na Morenie|ul. Czesława Miłosza, Ujeścisko-Łostowice, Gdańsk, pomorskie|671250.0|54.0|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2012|0.0|blok|0.0
Nowe Mieszkania Gdańsk Jasień - Nowa Pólnica M15|ul. Pólnicy, Jasień, Gdańsk, pomorskie|899505.0|66.63|4|3|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|1.0|apartamentowiec|1.0
Alvarium Gdynia, Redłowo, aleja Zwycięstwa|al. Zwycięstwa, Redłowo, Gdynia, pomorskie|1159009.0|69.46|3|8|pierwotny|||nie|2021|0.0||0.0
Alvarium Gdynia, Redłowo, aleja Zwycięstwa|al. Zwycięstwa, Redłowo, Gdynia, pomorskie|812222.0|43.98|2|7|pierwotny|||nie|2021|0.0||0.0
Alvarium Gdynia, Redłowo, aleja Zwycięstwa|al. Zwycięstwa, Redłowo, Gdynia, pomorskie|1160133.0|77.83|4|4|pierwotny|||nie|2021|0.0||0.0
Gdańsk Suchanino, ul. Cygańska Góra 5|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|968649.0|49.17|2|parter|pierwotny|||nie|2023|0.0||0.0
Gdańsk Suchanino, ul. Cygańska Góra 5|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|853770.0|44.7|2|2|pierwotny|||tak|2023|0.0||0.0
Gdańsk Suchanino, ul. Cygańska Góra 5|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|1916219.0|97.25|3|1|pierwotny|||tak|2023|0.0|dom wolnostojący|0.0
Gdańsk Suchanino, ul. Cygańska Góra 5|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|1468566.0|74.17|3|parter|pierwotny|||tak|2023|0.0|dom wolnostojący|0.0
Gdańsk Suchanino, ul. Cygańska Góra 5|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|894366.0|45.17|2|1|pierwotny|||nie|2023|0.0||0.0
Gdańsk Suchanino, ul. Cygańska Góra 5|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|1058265.0|54.27|2|2|pierwotny|||tak|2023|0.0|dom wolnostojący|0.0
Alvarium Gdynia, Redłowo, aleja Zwycięstwa|al. Zwycięstwa, Redłowo, Gdynia, pomorskie|1382271.0|85.11|3|3|pierwotny|||nie|2021|0.0||0.0
Trzypokojowe mieszkanie na Dolnym Mieście|ul. Łąkowa, Śródmieście, Gdańsk, pomorskie|699000.0|50.0|3|2|wtórny|||nie|1930|0.0|kamienica|1.0
3 Pokoje z Tarasem; Łatwy Dostęp do Komunikacji|Piecki-Migowo, Gdańsk, pomorskie|819999.0|65.0|3|parter|wtórny|taras||nie|2011|0.0|blok|0.0
Dla rodziny z tarasem i dostępem do parku|Piecki-Migowo, Gdańsk, pomorskie|819999.0|65.0|3|parter|wtórny|taras||nie|2011|0.0|blok|0.0
Wysoki standard, antresola i prywatny taras|ul. Sopocka, Wielki Kack, Gdynia, pomorskie|1495000.0|105.0|3|2|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2017|1.0|blok|0.0
Kawalerka gotowa do wprowadzenia - 34 m2|ul. Aleksandra Gryglewskiego, VII Dwór, Gdańsk, pomorskie|529000.0|34.0|1|4|wtórny|balkon||nie|1957|0.0||0.0
Wyjątkowe mieszkanie Gdańsk Osowa|ul. Orfeusza, Osowa, Gdańsk, pomorskie|650000.0|63.2|2|2|wtórny|balkon|garaż/miejsce parkingowe|nie|2001|1.0|blok|1.0
2-pokojowe mieszkanie 32m2 + balkon|ul. Zakole, Stogi, Gdańsk, pomorskie|529900.0|32.68|2|2||balkon|garaż/miejsce parkingowe|||||
50 m2, Gdańsk, z umeblowaniem i wyposażeniem|ul. Potęgowska, Jasień, Gdańsk, pomorskie|580000.0|49.8|3|2|wtórny|balkon||nie|2013|1.0|blok|0.0
Mieszkanie INWESTYCYJNE Gdynia Wielki Kack|ul. Nowodworcowa, Wielki Kack, Gdynia, pomorskie|1275300.0|117.0|6|parter|pierwotny|||nie|2024|0.0|blok|0.0
"OKAZJA Mieszk. 2-pok. SZYBKI ODBIÓR| blisko PLAŻA"|ul. Jagiellońska, Przymorze Wielkie, Gdańsk, pomorskie|799000.0|43.07|2|5|wtórny||garaż/miejsce parkingowe|tak|2024|1.0|blok|1.0
Quercus - B2.14|ul. Wielkopolska, Ujeścisko-Łostowice, Gdańsk, pomorskie|440325.0|41.0|2|1|pierwotny|||tak|2025|0.0||0.0
Mieszkanie 2 pok. 49m z tarasem Gdynia Wiczlino|Wiczlino, Gdynia, pomorskie|690000.0|49.0|2|3|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2017|1.0|blok|1.0
63,87 m2 Gd. Morena - ekspozycja zachodnia|Piecki-Migowo, Gdańsk, pomorskie|827755.0|63.87|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
72,10 m2 Gd. Morena / południowo-zachodnie|Piecki-Migowo, Gdańsk, pomorskie|902692.0|72.1|3|3|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
44,08 m2 Gd. Morena - ekspozycja zachodnia|Piecki-Migowo, Gdańsk, pomorskie|618883.0|44.08|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
Trzypokojowe mieszkanie na Wiszących Ogrodach - Gd|Jasień, Gdańsk, pomorskie|1099000.0|87.7|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|nie|2002|1.0|blok|0.0
Pięciopokojowe mieszkanie przy ul. Kielasa|ul. Jana Kielasa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|830000.0|100.0|5|3|wtórny|balkon||nie|2007|1.0|blok|1.0
3 pokojowe, 2 miejsca w hali przy lesie Wrzeszcz|ul. Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, pomorskie|1290000.0|60.32|3|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2018|1.0|apartamentowiec|0.0
Kawalerka z miejscem postojowym w super lokalizacj|ul. Myśliwska, Piecki-Migowo, Gdańsk, pomorskie|449000.0|30.0|1|1|wtórny||garaż/miejsce parkingowe|tak|2012|0.0|apartamentowiec|0.0
2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio|ul. 23 Marca, Przylesie, Sopot, pomorskie|1035320.0|45.43|2|3|||garaż/miejsce parkingowe|||||
1-pokojowe mieszkanie 41m2 + balkon Bezpośrednio|ul. Mariana Hemara, Wrzeszcz Górny, Gdańsk, pomorskie|790355.0|41.67|1|1||balkon|garaż/miejsce parkingowe|||||
2-pokojowe mieszkanie 66m2 + balkon Bezpośrednio|ul. Jaśkowa Dolina 85, Wrzeszcz Górny, Gdańsk, pomorskie|1049809.0|66.04|2|3||balkon|garaż/miejsce parkingowe|||||
4-pokojowe mieszkanie 83m2 + balkon|ul. Jaśkowa Dolina 85, Wrzeszcz Górny, Gdańsk, pomorskie|1281482.0|83.72|4|3||balkon|garaż/miejsce parkingowe|||||
3-pokojowe mieszkanie 66m2 + 2 ogródki|ul. Jaśkowa Dolina 85, Wrzeszcz Górny, Gdańsk, pomorskie|1010967.0|66.56|3|parter||taras, ogródek|garaż/miejsce parkingowe|||||
Mieszkanie - Gdańsk|ul. Jacka Malczewskiego, Siedlce, Gdańsk, pomorskie|770000.0|45.5|2|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2015|0.0|blok|0.0
Mieszkanie 4-pok. w centrum Górnego Wrzeszcza w Gd|ul. Romana Dmowskiego, Wrzeszcz Górny, Gdańsk, pomorskie|1100000.0|84.0|4|3|wtórny|balkon||nie|1960|0.0|blok|1.0
Orłowo - nowe, urządzone mieszkanie z ogródkiem|ul. Bernadowska, Orłowo, Gdynia, pomorskie|2090000.0|62.0|3|parter|wtórny|balkon|garaż/miejsce parkingowe|tak|2022|0.0||0.0
Piękne mieszkanie inwestycyjne na ul Św Barbary 11|ul. św. Barbary 11, Śródmieście, Gdańsk, pomorskie|1150000.0|50.06|2|3|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2020|1.0|blok|0.0
Gotowy biznes- 4 wynajęte pok. z widokiem na park|ul. Dywizjonu 303 303, Zaspa-Młyniec, Gdańsk, pomorskie|760000.0|50.7|4|1|wtórny|balkon||tak|1989|0.0|blok|0.0
Totalny hit cenowy - super Promocja|ul. Starogardzka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|511280.0|56.49|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
3 pokoje blisko Skm i obwodnicy!|ul. Helska, Chylonia, Gdynia, pomorskie|469000.0|46.9|3|3|wtórny|balkon||tak|1970|0.0|blok|1.0
4POKOJE, TARAS, GARAŻ. SZMARAGDOWY PARK|Szmaragdowy Park, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|760000.0|62.0|4|3|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2023|1.0|blok|1.0
Dwupoziomowe, 4 pokojowe z balkonem, od zaraz!|ul. Imbirowa, Dąbrowa, Gdynia, pomorskie|629000.0|94.3|4|4|wtórny|balkon||nie|1998|0.0|blok|1.0
Apartament PORTO 600 m od morza|ul. Letnicka, Letnica, Gdańsk, pomorskie|772520.0|43.16|2|3|pierwotny|||nie||0.0|apartamentowiec|0.0
1 pokojowe + balkon INWESTYCYJNIe na DNI OTWARTE|Śródmieście, Gdańsk, pomorskie|412024.0|26.01|1|2|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
Mieszkanie Gdańsk Ujeścisko|ul. Piotrkowska, Ujeścisko-Łostowice, Gdańsk, pomorskie|650000.0|55.0|2|parter|wtórny|balkon||nie|1998|1.0|blok|1.0
Portova 3-pokoje 86m2, 2 X hala balkon komórka|ul. Węglowa, Śródmieście, Gdynia, pomorskie|2555000.0|86.46|3|2|wtórny||garaż/miejsce parkingowe|tak|2020|1.0|apartamentowiec|0.0
Mieszkanie 3-pokojwe, 2 balkony, Oliwa|ul. Wita Stwosza 32a, Oliwa, Gdańsk, pomorskie|1199000.0|75.34|3|1|wtórny|balkon, ogródek|garaż/miejsce parkingowe|nie|1960|1.0|kamienica|1.0
Mieszkania|Babie Doły, Gdynia, pomorskie|1200000.0|241.25|4|1|wtórny|||nie|1986|0.0||0.0
Jedyna inwestycja z odbiorem kluczy w tym roku|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|412389.0|37.79|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Ogródek ponad 30m2_duża łazienka_słoneczne|ul. Starogardzka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|396050.0|38.8|2|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2025|1.0|blok|0.0
3 pokoje 79 m2 Chmielna Park widok na Motławę|ul. Chmielna, Śródmieście, Gdańsk, pomorskie|1548400.0|79.0|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2013|1.0|apartamentowiec|1.0
Atrakcyjne 2-pokojowe mieszkanie po remoncie|ul. VII Dwór, Oliwa, Gdańsk, pomorskie|665000.0|42.2|2|parter|wtórny|||nie|1965|0.0|blok|1.0
Mieszkanie Gotowe Do Wprowadzenia Z Ogrodem !|ul. Nike, Osowa, Gdańsk, pomorskie|699000.0|50.01|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2012|0.0|blok|0.0
Gdańsk Nowy Port, 5 pok 100m2|ul. Władysława IV, Nowy Port, Gdańsk, pomorskie|899000.0|98.69|5|2|wtórny|||nie|1936|0.0|blok|1.0
Sprzedam 3 Pokoje - Gdynia Z Widokiem Na Morze!|ul. Strażacka, Witomino-Radiostacja, Gdynia, pomorskie|629000.0|47.8|3|9|wtórny|balkon|garaż/miejsce parkingowe|tak|1978|0.0|blok|1.0
Apartament przy starodrzewie. Relaks i sauny.|ul. Kempingowa, Wyspa Sobieszewska, Gdańsk, pomorskie|559000.0|36.0|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
"Wolne Miasto etap VII | mieszkanie 2-pok. | 5"|ul. Cedrowa, Ujeścisko-Łostowice, Gdańsk, pomorskie|495480.0|39.49|2|parter||ogródek, taras|garaż/miejsce parkingowe|||||
Pino Resort – 6.15|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|1096545.0|52.0|2|parter|pierwotny|ogródek||nie|2024|0.0||0.0
Quercus - B2.129|ul. Wielkopolska, Ujeścisko-Łostowice, Gdańsk, pomorskie|469165.0|41.0|2|5|pierwotny|||tak|2025|0.0||0.0
LUNA: mieszkanie 3-pokojowe z balkonem|ul. Galaktyczna, Osowa, Gdańsk, pomorskie|525000.0|49.97|3|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|blok|0.0
"Nowe mieszkanie | Storia | C.0.3"|ul. Elizy Orzeszkowej, Aniołki, Gdańsk, pomorskie|628197.0|28.5|1|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|nie|2024|1.0|blok|0.0
Apartamenty w Gdańsku Wyspa Sobieszewska B1/5|ul. Klimatyczna 88, Wyspa Sobieszewska, Gdańsk, pomorskie|639000.0|43.36|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|nie|2024|1.0|apartamentowiec|0.0
2-pokojowe mieszkanie 43m2 + ogród|ul. Władysława Czermińskiego, Jasień, Gdańsk, pomorskie|457000.0|43.14|2|parter||ogródek|garaż/miejsce parkingowe|||||
Mieszkanie 47m 2 pokoje z kuchnią w Gdańsk Chełm|ul. Rogalińska, Chełm, Gdańsk, pomorskie|560000.0|47.0|2|parter|wtórny|balkon||nie|2005|0.0|blok|1.0
Mieszkanie 2 pokoje, Wzgórze Świętego Maksymiliana|Wzgórze Św. Maksymiliana, Gdynia, pomorskie|659000.0|53.44|2|4|wtórny|||nie||1.0||1.0
Piękne mieszkanie blisko tramwaju Ujeścisko|ul. Piotrkowska, Ujeścisko-Łostowice, Gdańsk, pomorskie|569000.0|46.0|2|1|wtórny|balkon||nie|2000|0.0|blok|1.0
4 pokoje w Nowym Porcie|ul. Wyzwolenia, Nowy Port, Gdańsk, pomorskie|650000.0|70.2|4|2|wtórny|balkon||tak|1980|0.0|blok|1.0
Piękne mieszkanie 5 pokojowej Brzeźno Gdańsk|ul. Iwo Galla, Brzeźno, Gdańsk, pomorskie|3170000.0|125.0|5|2|wtórny|balkon, ogródek, taras|garaż/miejsce parkingowe|nie|2015|1.0|apartamentowiec|1.0
Mieszkanie na 1 piętrze z ogródkiem|Nowy Port, Gdańsk, pomorskie|410000.0|44.5|2|1|wtórny|||nie|1906|0.0|kamienica|0.0
Trzy pokoje na Zaspie!|Zaspa-Rozstaje, Gdańsk, pomorskie|730000.0|55.2|3|parter|wtórny|balkon, ogródek|garaż/miejsce parkingowe|tak|1970|1.0|blok|1.0
Piękne mieszkanie na Starym Mieście|ul. Podbielańska, Śródmieście, Gdańsk, pomorskie|899999.0|65.7|3|3|wtórny|||nie|1960|0.0|blok|1.0
Hit! Kawalerka po remoncie na Chełmie|ul. Łużycka, Chełm, Gdańsk, pomorskie|269999.0|22.0|1|parter|wtórny|||nie|1990|0.0|dom wolnostojący|0.0
Super Lokalizacja, Spacerem Na Plaże !|ul. Jagiellońska, Przymorze Wielkie, Gdańsk, pomorskie|599000.0|38.0|3|1|wtórny|||nie|1970|0.0|blok|0.0
Wiszące Ogrody! 3 oddzielne pokoje! Osobna kuchnia|ul. Przytulna, Jasień, Gdańsk, pomorskie|799000.0|64.0|3|1|wtórny|||nie|2012|0.0|blok|0.0
2 Pokoje Na Nowoczesnym ''Zielonym Osiedlu''|ul. Cedrowa, Ujeścisko-Łostowice, Gdańsk, pomorskie|599000.0|40.0|2|1|wtórny|balkon||nie|2019|0.0|blok|0.0
"Ogród 120m2 | Pełne wyposażenie | Od Zaraz!"|ul. Królewskie Wzgórze, Piecki-Migowo, Gdańsk, pomorskie|719000.0|48.0|2|parter|wtórny|ogródek|garaż/miejsce parkingowe|nie|2008|0.0|blok|0.0
Apartament centrum Gdyni - Plac Unii z widokiem|ul. Obrońców Wybrzeża, Śródmieście, Gdynia, pomorskie|1135000.0|38.0|2|7|wtórny||garaż/miejsce parkingowe|tak|2022|1.0|apartamentowiec|1.0
Mieszkanie tuż przy parku Oliwskim, Gdańsk, Oliwa|ul. Pomorska, Oliwa, Gdańsk, pomorskie|829000.0|70.0|3|3|wtórny||garaż/miejsce parkingowe|nie||1.0|kamienica|1.0
Kawalerka 31 m2 / Zaspa / Młyniec / Pilotów|ul. Pilotów, Zaspa-Młyniec, Gdańsk, pomorskie|480000.0|30.9|1|3|wtórny|||tak|1978|1.0|blok|1.0
GDYNIA WIELKI KACK Wykończone 3 pok. + ogródek|ulica Mała, Wielki Kack, Gdynia, pomorskie|1245933.0|83.34|3|parter|pierwotny|ogródek|garaż/miejsce parkingowe|nie|2022|1.0|kamienica|0.0
Mieszkanie z potencjałem przy samym lesie|ul. Swarzewska, Chylonia, Gdynia, pomorskie|419000.0|44.5|2|parter|wtórny|balkon||nie||0.0|blok|1.0
Apartament Premium gotowy do zamieszkania Gdynia|ul. Legionów, Redłowo, Gdynia, pomorskie|1788000.0|68.38|3|8|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
"Rodzinne 3 pok. z balkonem | blisko parku"|ul. Jaśkowa Dolina 85, Wrzeszcz Górny, Gdańsk, pomorskie|83103192.0|52.97|3|4|pierwotny|balkon||nie|2024|0.0|blok|0.0
M3 we Wrzeszczu|Wrzeszcz Dolny, Gdańsk, pomorskie|609000.0|48.3|3|3|wtórny|||nie|1960|0.0|kamienica|1.0
Kawalerkę sprzedam, Gdańsk Oliwa, blisko AWF i SKM|Oliwa, Gdańsk, pomorskie|475000.0|30.5|1|4|wtórny|balkon||tak|1971|0.0|blok|1.0
Kawalerka! 1-sze piętro!|ul. Ludwika Zamenhofa, Chylonia, Gdynia, pomorskie|299000.0|26.24|1|1|wtórny|||nie|1972|0.0||1.0
Mieszkanie po remoncie w świetnej lokalizacji 48|Grabówek, Gdynia, pomorskie|509000.0|48.0|2|1|wtórny|balkon||nie|1973|0.0|blok|1.0
Umeblowane 2-pok. przy lesie, panoramiczny widok|Chylonia, Gdynia, pomorskie|495000.0|40.0|2|> 10|wtórny||garaż/miejsce parkingowe|tak||0.0|blok|1.0
Wyremontowane 2 pokojowe mieszkanie z klimatyzacją|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|700000.0|50.0|2|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|1.0|blok|1.0
trzy pokoje z miejscem w hali garażowej Gdynia|ul. Stanisława Filipkowskiego, Wiczlino, Gdynia, pomorskie|790000.0|71.9|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2011|1.0|blok|0.0
Apartament 3-pokojowy z ogrodem 150 m2 Front Park|Śródmieście, Gdańsk, pomorskie|1387000.0|71.0|3|parter|wtórny|taras|garaż/miejsce parkingowe|tak|2018|0.0|apartamentowiec|1.0
Mieszkanie z ogródkiem w Gdyni|ul. bpa Antanasa Baranauskasa, Wiczlino, Gdynia, pomorskie|495000.0|42.24|2|parter|wtórny|ogródek, taras||nie|2012|1.0|blok|0.0
"Unikatowy Apartament |79m | 3 Pokoje | Doki Gdańsk"|ks. Jerzego Popiełuszki, Śródmieście, Gdańsk, pomorskie|2175000.0|79.0|3|1|wtórny|ogródek, taras|garaż/miejsce parkingowe|nie|2023|0.0||0.0
Nowe - Wyjątkowe - Taras na dachu 29m2 . Antresola|Wiszące Ogrody, Jasień, Gdańsk, pomorskie|599000.0|47.01|2|5|pierwotny|taras||tak|2022|1.0|apartamentowiec|0.0
Słonecznie mieszkanie Osowa|ul. Koziorożca, Osowa, Gdańsk, pomorskie|885000.0|65.5|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2006|1.0|blok|1.0
Nadmorski Dwór - perełka na mapie Gdańska|ul. Nadmorski Dwór, Brzeźno, Gdańsk, pomorskie|1650000.0|61.0|3|1|wtórny|taras|garaż/miejsce parkingowe|tak|2016|0.0||0.0
Gotowiec inwestycyjny-Gdynia Śródmieście! Polecam!|ul. Żwirki i Wigury, Śródmieście, Gdynia, pomorskie|499000.0|25.0|1|parter|wtórny|||nie||0.0|kamienica|1.0
2 balkony • NAROŻNE • KLUCZE w 2024|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|568962.0|57.87|4|3|pierwotny|balkon|garaż/miejsce parkingowe|tak||1.0|blok|0.0
36,38 m2 Gdańsk Kiełpinek|Kokoszki, Gdańsk, pomorskie|461662.0|36.38|2|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
60,86 m2 Gdańsk Jasień - wykończone pod klucz|Jasień, Gdańsk, pomorskie|670500.0|60.86|3|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
37,68 m2 Gdańsk Kiełpinek|Kokoszki, Gdańsk, pomorskie|476652.0|37.68|2|5|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
43,66 m2 Gdańsk orunia górna ekspozycja zachodnia|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|493803.0|43.66|2|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
43,12 m2 Gdańsk orunia górna ekspozycja zachodnia|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|486982.0|43.12|2|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
34,13 m2 Gdańsk Siedlce - IV kw. 2024|Siedlce, Gdańsk, pomorskie|559732.0|34.13|1|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
37,07 m2 Gdańsk Łostowice|Ujeścisko-Łostowice, Gdańsk, pomorskie|423000.0|37.07|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
59,39 m2 Gdańsk Ujeścisko - gotowe do odbioru|Ujeścisko-Łostowice, Gdańsk, pomorskie|539989.0|59.39|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
53,55 m2 Orunia Górna wykończone pod klucz|Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie|717570.0|53.55|3|parter|pierwotny|taras, ogródek|garaż/miejsce parkingowe|nie|2024|0.0|apartamentowiec|0.0
garnizon 45,70 m2 - najlepsza lokalizacja Wrzeszcz|Wrzeszcz Górny, Gdańsk, pomorskie|854312.0|45.7|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|apartamentowiec|0.0
53,55 m2 Orunia Górna wykończone pod klucz|Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie|733635.0|53.55|3|2|pierwotny||garaż/miejsce parkingowe|nie|2024|0.0|apartamentowiec|0.0
"Klucze w 2024 | 15 min do centrum | Duży balkon"|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|568962.0|59.07|4|2|pierwotny|balkon|garaż/miejsce parkingowe|tak||1.0|blok|0.0
Mieszkanie 3 pokoje, wysoki salon, 5,5 m|ul. Zielony Stok 19, Ujeścisko-Łostowice, Gdańsk, pomorskie|780000.0|64.1|3|3|wtórny|balkon, taras||nie|2001|0.0|blok|1.0
2 - pokojowy Nowy Apartament blisko morza, Letnica|Letnica, Gdańsk, pomorskie|930000.0|46.91|2|1|wtórny|balkon, taras|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|1.0
Dobra inwestycja, na którą Cię stać-została 1 szt.|ul. Karola Kurpińskiego 1a, Suchanino, Gdańsk, pomorskie|250405.0|15.61|1|parter|pierwotny|taras|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
