title|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
Mieszkanie 3 pokoje Gdynia Dąbrowa|62.6|3.0|1-3|secondary|0|0|1991.0|0.0|Apartment|1.0|9105.0|1|0|0| null|dąbrowa|gdynia|54.473863|18.465794
Sprzedam mieszkanie Gdynia ul pomorska|5.0|2.0|0|secondary|0|0|1980.0|0.0|Apartment|0.0|12673.0|0|0|0| pomorska|działki leśne|gdynia|54.514282|18.530591
Mieszkanie gotowe do wprowadzenia z  ogrodem !|50.01|3.0|0|secondary|1|1|2012.0|0.0|Apartment|0.0|13577.0|0|1|0| nike|osowa|gdansk|54.430298|18.470018
Mieszkanie z ogromnym potencjałem pod lasem!|180.0|5.0|1-3|secondary|1|0|1999.0|1.0|Apartment|0.0|6389.0|1|0|0| franciszka sokoła|chwarzno-wiczlino|gdynia|54.499776|18.440139
Cztery pokoje, narożny ogród, miejsce postojowe|60.0|4.0|0|secondary|0|1|2021.0|1.0|Apartment|0.0|13167.0|0|0|0| nasypowa|oksywie|gdynia|54.543019|18.536056
3-pokojowe mieszkanie w dobrym stanie|45.67|3.0|0|secondary|0|0|1970.0|0.0|Apartment|1.0|15305.0|1|0|0| tatrzańska|kamienny potok|sopot|54.454927|18.551033
Apartament tuż przy lesie!|73.0|3.0|1-3|secondary|0|1|2015.0|0.0|Apartment|0.0|17740.0|0|0|0| stanisławy fleszarowej-muskat|karwiny|gdynia|54.474735|18.489674
Apartament  w sercu Starego Miasta Gdańsk|54.0|2.0|1-3|secondary|0|0|1910.0|0.0|Apartment|1.0|19074.0|0|0|0| chlebnicka|śródmieście|gdansk|54.348864|18.654709
2 pokojowe z halą garażową i piwnicą na matarni|48.3|2.0|1-3|secondary|1|1|2018.0|0.0|Apartment|1.0|15215.0|1|0|0| mjr. mieczysława słabego|matarnia|gdansk|54.371912|18.524322
Gotowe do zamieszkania   Apartament   Szafarnia|84.9|3.0|4-7|secondary|1|1|2011.0|1.0|Apartment|0.0|19905.0|0|0|0| szafarnia|śródmieście|gdansk|54.347715|18.664475
Mieszkanie na sprzedaż, Gdańsk, Wrzeszcz, 3 pokoje, 52,51 mkw, za 746000 zł|52.51|3.0|4-7|secondary|0|0|1978.0|1.0|Apartment|0.0|14207.0|0|0|0| makuszyńskiego|strzyża|gdansk|54.390847|18.572719
Mieszkanie - Gdynia Obłuże|65.76|3.0|1-3|secondary|1|0|1979.0|0.0|Apartment|1.0|7755.0|1|0|0| benisławskiego|obłuże|gdynia|54.552186|18.508622
Mieszkanie zaprojektowane przez architekta p. GUM|70.8|3.0|1-3|secondary|1|0|1997.0|0.0|Apartment|1.0|14096.0|1|0|0| cygańska góra|suchanino|gdansk|54.356447|18.619148
Wygodny 3-pokojowy apartament z balkonem|66.91|3.0|4-7|secondary|1|1|2019.0|0.0|Apartment|0.0|20027.0|1|0|0| śląska|przymorze|gdansk|54.406362|18.581337
Przestronne mieszkanie dla rodziny/Sokółka|87.9|3.0|1-3|secondary|1|0|2008.0|0.0|Apartment|0.0|9386.0|1|0|0| jana kamrowskiego|chwarzno-wiczlino|gdynia|54.496498|18.433284
2 pokojowe mieszkanie w rewelacyjnej lokalizacji!|50.0|2.0|0|secondary|0|0|1930.0|0.0|Apartment|1.0|13480.0|0|0|0| grażyny|wrzeszcz|gdansk|54.381786|18.606236
Dwupoziomowe mieszkanie w spokojnej okolicy|68.03|3.0|1-3|secondary|1|0|2001.0|1.0|Apartment|0.0|11745.0|0|0|0| graniczna|witomino|gdynia|54.498498|18.509001
Gotowe Słoneczne Mieszkanie z Ogródkiem i Widokiem na Morenie|51.68|2.0|0|secondary|0|1|2014.0|0.0|Apartment|0.0|15848.0|0|0|0| miłosza 51a|piecki-migowo|gdansk|54.351274|18.528399
2 pokoje 46m2+ taras 25m2+komórka 10m2! gdańsk!|46.0|2.0|1-3|secondary|1|1|2012.0|0.0|Apartment|0.0|17174.0|1|0|0| olsztyńska|przymorze|gdansk|54.404567|18.6047
Konfortowe, 3-pokojowe w wysokim standardzie|53.0|3.0|1-3|secondary|0|0|1988.0|0.0|Apartment|1.0|13566.0|1|0|0| złota karczma|matarnia|gdansk|54.374786|18.521927
2 pokoje z ogródkiem, Gdańsk Jasień, ul. Leszczynowa 50|49.17|2.0|0|secondary|0|1|2017.0|1.0|Apartment|0.0|1218.0|0|1|0| leszczynowa 50|jasień|gdansk|54.332587|18.558667
Mieszkanie 3-pokojowe, Przymorze|54.0|3.0|0|secondary|0|0|1965.0|0.0|Apartment|0.0|13796.0|0|0|0| piastowska 94|przymorze|gdansk|54.415845|18.590694
Gdynia Chwarzno 68m2, 3 Duże Pokoje,  Garderoba.|68.0|3.0|1-3|secondary|1|1|2016.0|1.0|Apartment|0.0|12206.0|1|0|0| gen. mariusza zaruskiego|chwarzno-wiczlino|gdynia|54.492816|18.435755
Zabytkowa kamienica, blisko plaży|48.0|2.0|1-3|secondary|1|0|1905.0|1.0|Apartment|1.0|14315.0|0|0|0| jana jerzego haffnera|dolny sopot|sopot|54.450494|18.561312
Mieszkanie idealne do najmu, w dobrej cenie!|68.07|3.0|1-3|secondary|1|0|1920.0|0.0|Apartment|0.0|9476.0|0|0|0| null|siedlce|gdansk|52.412165|22.009869
Słoneczne mieszkanie z pięknym widokiem!|70.7|3.0|4-7|secondary|1|1|2011.0|1.0|Apartment|1.0|12574.0|1|0|0| kartuska|jasień|gdansk|54.340089|18.560014
Gdańsk Ujeścisko - Łostowice Cedrowa|31.47|2.0|1-3|secondary|0|1|2016.0|0.0|Apartment|1.0|15538.0|1|0|0| cedrowa|ujeścisko-łostowice|gdansk|54.333711|18.591182
Luksusowy apartament z widokiem na morze   Gdynia|50.0|2.0|8+|secondary|1|1|2023.0|0.0|Apartment|0.0|31980.0|1|0|0| świętego piotra|śródmieście|gdynia|54.524781|18.545343
Słoneczne 3 pok. mieszkanie   Spokojna okolica|57.46|3.0|1-3|secondary|1|1|2018.0|0.0|Apartment|0.0|12165.0|0|0|0| czerska|orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
Sopot Centrum 3 pokoje miejsce postojowe|54.0|3.0|1-3|secondary|0|0|1930.0|1.0|Apartment|0.0|1289.0|0|0|0| aleja niepodległości|górny sopot|sopot|54.442402|18.559893
3-pokoje   Kupujący nie płaci 2% pcc   dwustronne|57.67|3.0|1-3|secondary|1|1|2023.0|0.0|Apartment|0.0|8826.0|0|0|0| null|ujeścisko-łostowice|gdansk|54.30924|18.561234
Apartament hotelowy w Gdańsku, Wyspa Spichrzów|29.0|1.0|4-7|secondary|0|1|2017.0|0.0|Apartment|0.0|19863.0|0|0|0| jaglana|śródmieście|gdansk|54.344147|18.656364
Zamieszkaj w centrum Wrzeszcza!|47.5|3.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|13663.0|1|0|0| joachima lelewela|wrzeszcz|gdansk|54.383786|18.610604
3 pokoje-76m2 - 2balkony-miejsce naziemne+KL|76.1|3.0|1-3|secondary|1|0|2009.0|0.0|Apartment|0.0|11367.0|1|0|0| myśliwska|piecki-migowo|gdansk|54.350849|18.567059
Nowe 2 Pokojowe Mieszkanie z Dużym Balkonem|54.0|2.0|1-3|secondary|0|0|2010.0|0.0|Apartment|0.0|11648.0|0|0|0| nad potokiem|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Gdańsk, ul. Malczewskiego - mieszkanie na sprzedaż|53.3|2.0|1-3|secondary|1|0|1924.0|1.0|Apartment|1.0|13508.0|1|0|0| jacka malczewskiego|siedlce|gdansk|54.348542|18.624595
Gdynia Redłowo - mieszkanie na sprzedaż|45.1|2.0|4-7|secondary|0|0|1966.0|1.0|Apartment|1.0|13525.0|0|0|0| powstania wielkopolskiego|redłowo|gdynia|54.491826|18.550099
2 Pokoje  Szybkie wydanie  Gotowe do wprowadzenia|40.46|2.0|8+|secondary|0|1|1975.0|1.0|Apartment|1.0|16980.0|1|0|0| czerwony dwór|przymorze|gdansk|54.411675|18.584228
2 pokojowe mieszkanie z widokiem na las!|42.33|2.0|1-3|secondary|0|0|2019.0|0.0|Apartment|0.0|16419.0|0|0|0| dolne migowo|piecki-migowo|gdansk|54.36028|18.570231
Mieszkanie 2-pokojowe. Dostępne od zaraz|44.5|2.0|1-3|secondary|0|0|2001.0|0.0|Apartment|0.0|11685.0|1|0|0| różany stok|kokoszki|gdansk|54.355548|18.51238
Nowe 3 Pokojowe Mieszkanie z Ogródkiem|53.4|3.0|0|secondary|0|0|2023.0|0.0|Apartment|0.0|11213.0|0|0|0| władysława jagiełły|orunia-św. wojciech-lipce|gdansk|54.302663|18.615512
Nowoczesne mieszkanie z ogródkiem - osiedle CIS|79.55|4.0|0|secondary|1|1|2019.0|1.0|Apartment|0.0|14708.0|0|1|0| chylońska|cisowa|gdynia|54.545155|18.460712
Mieszkanie Jasień|39.03|2.0|1-3|secondary|1|0|2014.0|0.0|Apartment|0.0|11401.0|1|0|0| stężycka|jasień|gdansk|54.340089|18.560014
Gdańsk Chełm Szpora|48.38|2.0|1-3|secondary|0|0|2009.0|0.0|Apartment|1.0|12174.0|1|0|0| szpora|chełm|gdansk|54.437998|18.44965
Mieszkanie 3 pokojowe Gdynia Śródmieście|45.9|3.0|4-7|secondary|0|0|1968.0|0.0|Apartment|0.0|17190.0|0|0|0| 3 maja|śródmieście|gdynia|54.519963|18.535546
Spółdz-własn.- 2 pokoje- idealne pod inwestycję|29.0|2.0|1-3|secondary|0|0|1974.0|1.0|Apartment|1.0|13759.0|0|0|0| mjr. mieczysława słabego|matarnia|gdansk|54.371912|18.524322
3 pokoje z ogródkiem|60.59|3.0|0|secondary|1|1|2019.0|1.0|Apartment|0.0|11537.0|0|1|0| niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Kawalerka taras/ogródek/piwnica Gdańsk Orunia|30.0|1.0|0|secondary|1|0|2019.0|0.0|Apartment|0.0|16667.0|1|0|0| świętokrzyska|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Blisko morza, pod inwestycję, 2 pokojowe|47.35|2.0|1-3|secondary|1|1|2019.0|1.0|Apartment|0.0|20275.0|1|0|0| karola chodkiewicza|brzeźno|gdansk|54.405381|18.627205
Klasa i elegancja- Apartament w 1 linii brzegowej|75.0|3.0|1-3|secondary|1|1|2009.0|1.0|Apartment|0.0|19934.0|1|0|0| prezydenta lecha kaczyńskiego|przymorze|gdansk|54.410915|18.600982
Syndyk ogłasza przetarg na sprzedaż nieruchomości|46.46|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|0.0|11681.0|0|0|0| broniewskiego|brzeźno|gdansk|54.410838|18.630162
Wyjątkowe M3 ze słonecznym tarasem -os. Front Park|65.0|3.0|1-3|secondary|1|1|2018.0|1.0|Apartment|0.0|21477.0|1|0|0| sadowa|śródmieście|gdansk|54.351229|18.64977
Nadmotławie, wysoki standard, idealne pod najem|26.41|1.0|4-7|secondary|0|1|2021.0|0.0|Apartment|0.0|26316.0|0|0|0| sienna grobla|śródmieście|gdansk|54.356946|18.667037
Widok na morze na codzień|34.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|0.0|17206.0|0|0|0| mazowiecka 19|kamienny potok|sopot|54.459715|18.548343
Spółdzielcze 2 pokoje Oddzielna kuchnia Piwnica|29.0|2.0|1-3|secondary|0|0|1974.0|0.0|Apartment|1.0|13759.0|0|0|0| mjr. mieczysława słabego|matarnia|gdansk|54.371912|18.524322
Granaria - Wyspa Spichrzów, dwupak|67.53|3.0|4-7|secondary|0|1|2023.0|0.0|Apartment|0.0|28290.0|0|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Mieszkanie - Gdynia Witomino Leśniczówka|49.1|3.0|0|secondary|1|0|1977.0|1.0|Apartment|1.0|11589.0|1|0|0| graniczna|witomino|gdynia|54.498498|18.509001
Mieszkanie - Gdynia Pustki Cisowskie   Demptowo|60.03|3.0|1-3|secondary|1|0|1989.0|1.0|Apartment|1.0|931.0|1|0|0| berberysowa|pustki cisowskie-demptowo|gdynia|54.543602|18.458985
Z 2023r. Gdańsk. Garaż,taras,miejsce,komórka|6.0|4.0|1-3|secondary|0|0|2023.0|0.0|Apartment|0.0|12258.0|0|0|0| null|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie - Sopot Centrum|21.94|1.0|0|secondary|1|0|1900.0|1.0|Apartment|1.0|25068.0|0|0|0| kościuszki tadeusza|dolny sopot|sopot|54.4409635|18.561271
Mieszkanie - Sopot Dolny|26.1|2.0|0|secondary|1|0|1900.0|1.0|Apartment|1.0|2950.0|0|0|0| chrobrego bolesława|dolny sopot|sopot|54.4409635|18.561271
Mieszkanie - Gdańsk Chełm|48.33|2.0|1-3|secondary|1|0|2009.0|1.0|Apartment|1.0|13429.0|1|0|0| szpora stanisława|chełm|gdansk|54.437998|18.44965
Mieszkanie - Gdynia Fikakowo|60.0|3.0|1-3|secondary|1|0|2004.0|0.0|Apartment|0.0|9817.0|0|0|0| waleriana szefki|wielki kack|gdynia|54.465869|18.486889
Blisko szkoła, przychodnia, przystanek kolejowy|5.0|2.0|0|secondary|0|0|1990.0|1.0|Apartment|1.0|9596.0|0|0|0| kazimierza kruczkowskiego|karwiny|gdynia|54.472398|18.493713
2 pokoje/balkon/komórka/parking Gdynia Pogórze|38.55|2.0|1-3|secondary|1|1|2014.0|0.0|Apartment|0.0|13463.0|1|0|0| żelazna|pogórze|gdynia|54.55836|18.484087
Zaskakująca funkcjonalność na 27 m 2|27.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|1.0|13148.0|0|0|0| opata hackiego|chylonia|gdynia|54.536544|18.48702
2 pokoje 35m2+komórka! gdynia!|38.0|2.0|0|secondary|1|1|1980.0|0.0|Apartment|0.0|12816.0|0|0|0| młyńska|chylonia|gdynia|54.541477|18.463162
2 pokoje w Sopocie z wyjątkowym widokiem na morze!|50.9|2.0|4-7|secondary|0|1|1985.0|1.0|Apartment|1.0|18959.0|1|0|0| kujawska|kamienny potok|sopot|54.458461|18.547551
Witomino   4 pokoje   idealne dla rodziny|63.45|4.0|4-7|secondary|0|0|1979.0|1.0|Apartment|1.0|9125.0|1|0|0| 2 morskiego pułku strzelców|witomino|gdynia|54.491502|18.511849
Słoneczny ogród na nowym osiedlu|42.5|2.0|0|secondary|1|1|2019.0|1.0|Apartment|0.0|12941.0|0|1|0| turzycowa|jasień|gdansk|54.340089|18.560014
Mieszkanie 2 pokojowe, super inwestycja !!!|4.0|2.0|0|secondary|0|0|1972.0|0.0|Apartment|1.0|10119.0|0|0|0| sojowa|dąbrowa|gdynia|54.473863|18.465794
Luksusowy na os.Port Deco z widokiem na morze|68.38|3.0|8+|secondary|1|1|2023.0|1.0|Apartment|0.0|26791.0|0|0|0| legionów|redłowo|gdynia|54.500086|18.541598
Nowe 3 pokojowe mieszkanie blisko Moreny|5.0|3.0|0|secondary|0|1|2023.0|0.0|Apartment|0.0|14423.0|0|0|0| cedrowa|ujeścisko-łostowice|gdansk|54.333711|18.591182
Przymorze   4 Pokoje   duży ogród   Osiedle Idea|97.0|3.0|0|secondary|1|1|2020.0|0.0|Apartment|0.0|20495.0|1|1|0| śląska|przymorze|gdansk|54.406362|18.581337
Ogromny rabat! gotowe 3 pokoje|49.0|3.0|4-7|secondary|1|1|2023.0|1.0|Apartment|0.0|10495.0|1|0|0| świętokrzyska|ujeścisko-łostowice|gdansk|54.319012|18.590547
RABAT 100tyś! 3 pokoje gotowe do odbioru|49.0|3.0|4-7|secondary|1|1|2023.0|1.0|Apartment|0.0|10605.0|1|0|0| świętokrzyska|ujeścisko-łostowice|gdansk|54.319012|18.590547
Poszukuję mieszkania, 2 pokoje, do 50m !!!|50.0|2.0|1-3|secondary|0|0|1990.0|0.0|Apartment|0.0|10800.0|0|0|0| null|jasień|gdansk|54.340089|18.560014
Przestronne 3 pokoje w bezczynszowej kamienicy !!!|76.89|3.0|0|secondary|1|0|1950.0|1.0|Apartment|0.0|15607.0|0|1|0| kurpiowska|orłowo|gdynia|54.475629|18.552093
Zachodnie słoneczne mieszkanie   RABAT 90 tyś!|4.0|2.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|9950.0|1|0|0| borkowska|orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
2 pokoje 42m2+balkon+ komórka! gdynia!|4.0|2.0|4-7|secondary|0|0|1960.0|0.0|Apartment|0.0|10000.0|1|0|0| morska|leszczynki|gdynia|54.537343|18.474899
Poszukuje mieszkania ! Przymorze i Letnica !|40.0|2.0|1-3|secondary|0|0|2010.0|0.0|Apartment|0.0|18750.0|0|0|0| null|przymorze|gdansk|54.348854|18.65775
Na Sprzedaż Dwupoziomowe  Przepiękne Mieszkanie|63.94|3.0|1-3|secondary|0|0|2015.0|0.0|Apartment|0.0|10150.0|0|0|0| andrzeja grubby|ujeścisko-łostowice|gdansk|54.30615|18.594718
Mieszkanie 5 pokoi Jasień|10.0|5.0|4-7|secondary|0|0|1994.0|0.0|Apartment|1.0|8039.0|1|0|0| pólnicy|jasień|gdansk|54.342075|18.563478
Nowoczesne słoneczne mieszkanie 52m w Gdańsku , sprzedaż bezpośrednia|5.0|2.0|4-7|secondary|1|1|2022.0|1.0|Apartment|0.0|12981.0|1|0|0| niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Super cena!!! 3 pokoje Neptun Park IV etap|75.0|3.0|1-3|secondary|1|0|2017.0|0.0|Apartment|0.0|30000.0|1|0|0| wypoczynkowa|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
Mieszkanie 2 pokje w Gdańsku 4 minuty do Centrum|49.17|2.0|1-3|secondary|1|1|2018.0|1.0|Apartment|0.0|11369.0|1|0|0| leszczynowa|jasień|gdansk|54.340089|18.560014
Kawalerka na Przymorzu I Blisko morza|17.0|1.0|1-3|secondary|0|0|1970.0|0.0|Apartment|0.0|21765.0|0|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
3-pokojowe, blisko centrum, cicha okolica|60.86|3.0|0|secondary|1|0|1961.0|0.0|Apartment|1.0|20523.0|1|0|0| dr ludwika zamenhofa|górny sopot|sopot|54.439694|18.559179
Nowoczesne mieszkanie z ogrodem Gdynia ul. Boisko|47.14|2.0|0|secondary|1|0|2015.0|0.0|Apartment|0.0|13980.0|1|1|0| boisko|obłuże|gdynia|54.552186|18.508622
Apartament 2 pok. parking 200 m od Mariny Gdańsk|4.0|2.0|4-7|secondary|1|1|2017.0|0.0|Apartment|0.0|26167.0|1|0|0| św. barbary 12|śródmieście|gdansk|54.348513|18.662488
Penthouse Luksus & Prostota 105 m² widok na Marinę|105.0|4.0|4-7|secondary|1|1|2017.0|0.0|Apartment|0.0|26429.0|0|0|1| św. barbary 12|śródmieście|gdansk|54.348513|18.662488
Mieszkanie z loggią i miejscem parkingowym.|59.3|4.0|1-3|secondary|1|0|1960.0|1.0|Apartment|1.0|19730.0|0|0|0| gen. władysława sikorskiego|górny sopot|sopot|54.441587|18.558452
2 pokoje   nowe budownictwo|42.7|2.0|1-3|secondary|1|0|2015.0|0.0|Apartment|1.0|15457.0|1|0|0| maurycego beniowskiego|grabówek|gdynia|54.523787|18.5128
Apartament inwestycyjny, ostatnie piętro, k/SKM, U|24.89|1.0|4-7|secondary|1|1|2022.0|1.0|Apartment|0.0|16750.0|0|0|0| śląska 12|przymorze|gdansk|54.406171|18.576846
Dwa pokoje na Przymorzu z widokiem na zieleń|38.0|2.0|4-7|secondary|0|1|1980.0|1.0|Apartment|0.0|12105.0|0|0|0| aleja rzeczypospolitej|przymorze|gdansk|54.398857|18.594873
Kaskada Redłowska/2 pokoje/m-ce postojowe|52.19|2.0|1-3|secondary|1|1|2006.0|1.0|Apartment|0.0|13374.0|1|0|0| legionów|redłowo|gdynia|54.500086|18.541598
Mieszkanie - Gdynia Wzgórze Św. Maksymiliana|33.53|1.0|0|secondary|1|0|1955.0|0.0|Apartment|1.0|15330.0|0|0|0| batalionów chłopskich|wzgórze św. maksymiliana|gdynia|54.497971|18.541104
Apartament inwestycyjny Śląska 12 z umową najmu!|25.7|1.0|0|secondary|1|1|2022.0|1.0|Apartment|0.0|18500.0|0|0|0| śląska 12|przymorze|gdansk|54.406171|18.576846
Mieszkanie w Sopocie w otulinie lasu,blisko morza|35.0|2.0|1-3|secondary|1|0|1970.0|1.0|Apartment|1.0|15857.0|0|0|0| jacka malczewskiego|brodwino|sopot|54.450913|18.547736
2 pokoje/ Przymorze/ przy Parku Reagana|43.0|2.0|1-3|secondary|0|0|1970.0|1.0|Apartment|1.0|14419.0|1|0|0| kołobrzeska|przymorze|gdansk|54.404177|18.592665
Nietuzinkowe blisko morza na Wyspie Sobieszewskiej|43.13|2.0|0|secondary|1|0|2021.0|0.0|Apartment|0.0|19990.0|0|1|0| turystyczna|wyspa sobieszewska|gdansk|54.344312|18.825662
Mieszkanie - Gdańsk Zakoniczyn|56.6|3.0|1-3|secondary|1|0|2008.0|1.0|Apartment|1.0|12173.0|1|0|0| konrada guderskiego|ujeścisko-łostowice|gdansk|54.319674|18.563248
Oaza w Mieście-Przestronne Mieszkanie z Ogrodem|78.8|3.0|0|secondary|1|0|1932.0|0.0|Apartment|0.0|1331.0|0|1|0| leona wyczółkowskiego|siedlce|gdansk|54.353591|18.626091
36.38 m2 balkon 4.5m2 wsch. IIIQ24 widok na wodę|40.88|2.0|4-7|secondary|1|1|2024.0|0.0|Apartment|0.0|14059.0|1|0|1| null|śródmieście|gdansk|54.347715|18.664475
26.19 m2 balkon 4.5m2 wsch. IIIQ24 widok na wodę|30.69|1.0|1-3|secondary|1|1|2024.0|0.0|Apartment|0.0|13927.0|1|0|1| null|śródmieście|gdansk|54.347715|18.664475
Mieszkanie 3pokojowe, Taras, Piwnica, Bezpośredni|68.61|3.0|0|secondary|0|0|2000.0|1.0|Apartment|1.0|9999.0|0|0|1| franciszka sokoła|chwarzno-wiczlino|gdynia|54.499776|18.440139
Gotowe Mieszkanie 4 pokoje z widokiem na las|71.5|4.0|4-7|secondary|0|0|1975.0|0.0|Apartment|0.0|8937.0|0|0|0| null|dąbrowa|gdynia|54.473863|18.465794
Dobra cena, bdb lokalizacja; os,kuchnia; II piętro|63.0|3.0|1-3|secondary|1|0|1988.0|1.0|Apartment|1.0|9524.0|1|0|0| tuwima juliana|karwiny|gdynia|54.472093|18.496298
"Apartament nadmorski - ""Nadmorze"" Invest Komfort"|78.71|3.0|4-7|secondary|1|1|2018.0|0.0|Apartment|0.0|27709.0|1|0|0| ignacego krasickiego|brzeźno|gdansk|54.406401|18.643122
3 pokoje po generalnym remoncie - 2 ogródki !!!|50.5|3.0|0|secondary|0|0|2002.0|1.0|Apartment|0.0|12851.0|0|0|0| władysława kańskiego|chwarzno-wiczlino|gdynia|54.500163|18.439063
Mieszkanie o wysokim standardzie nad samym morzem!|83.0|2.0|1-3|secondary|0|1|2014.0|0.0|Apartment|0.0|23494.0|0|0|0| null|przymorze|gdansk|54.348854|18.65775
4-Pokojowe , przytulne mieszkanie, duża loggia.|76.01|4.0|1-3|secondary|0|0|2002.0|1.0|Apartment|1.0|1051.0|1|0|0| null|ujeścisko-łostowice|gdansk|54.31911|18.591801
2 pok. 42 m2 Gdynia Wzgórze Św. Maksymiliana|42.01|2.0|0|secondary|0|1|1954.0|0.0|Apartment|1.0|15211.0|0|0|0| bp. dominika|wzgórze św. maksymiliana|gdynia|54.50413|18.537359
Apartament inwestycyjny 3w1 + garaż|10.0|5.0|4-7|secondary|1|1|2000.0|0.0|Apartment|0.0|22450.0|0|0|0| spichrzowa|śródmieście|gdansk|54.34698|18.658462
Słoneczne, dwupokojowe mieszkanie z ogródkiem|40.78|2.0|0|secondary|0|1|2010.0|1.0|Apartment|0.0|1297.0|0|1|0| jabłoniowa|jasień|gdansk|54.340089|18.560014
Dwupokojowe słoneczne mieszkanie  - 47m2|47.3|2.0|1-3|secondary|1|1|2015.0|1.0|Apartment|1.0|13108.0|1|0|0| płocka|ujeścisko-łostowice|gdansk|54.333711|18.591182
2 pokoje 35,44m2+parking+komorka+balkon! gdańsk!|35.44|2.0|4-7|secondary|1|1|2024.0|0.0|Apartment|0.0|12698.0|1|0|0| pastelowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
2 pokoje-spokojna okolica- niskie opłaty|44.48|2.0|1-3|secondary|0|0|2001.0|1.0|Apartment|1.0|11691.0|1|0|0| różany stok|kokoszki|gdansk|54.355548|18.51238
Apartament 138m2, 5 pokoi, m.postojowe,ul. Morska|13.0|5.0|0|secondary|1|0|2010.0|0.0|Apartment|0.0|40076.0|0|0|0| morska|dolny sopot|sopot|54.445686|18.566966
2 pokoje 43m2+balkon! przymorze!|43.0|2.0|1-3|secondary|0|0|1975.0|0.0|Apartment|0.0|14419.0|1|0|0| kołobrzeska|przymorze|gdansk|54.404177|18.592665
2  Pokoje I Żabianka I Blisko Morza|3.0|2.0|1-3|secondary|0|0|1970.0|0.0|Apartment|0.0|17781.0|0|0|0| jakuba wejhera|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421773|18.5858
Mieszkanie - Gdynia Dąbrowa|84.66|4.0|1-3|secondary|0|1|2026.0|1.0|Apartment|0.0|9990.0|1|0|0| rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|74.55|4.0|1-3|secondary|0|1|2025.0|1.0|Apartment|0.0|9903.0|1|0|0| rdestowa|dąbrowa|gdynia|54.473863|18.465794
Mieszkanie - Gdynia Dąbrowa|57.31|3.0|0|secondary|0|1|2026.0|1.0|Apartment|0.0|10734.0|1|0|0| rdestowa|dąbrowa|gdynia|54.473863|18.465794
Przytulne mieszkanie w pasie nadmorskim!|43.0|2.0|1-3|secondary|0|0|1975.0|1.0|Apartment|1.0|14419.0|1|0|0| kołobrzeska|przymorze|gdansk|54.404177|18.592665
Mieszkanie - Gdynia Dąbrowa|57.58|3.0|1-3|secondary|0|1|2026.0|1.0|Apartment|0.0|10778.0|1|0|0| rdestowa|dąbrowa|gdynia|54.473863|18.465794
Elegancki Apartament w centrum Gdyni|76.0|3.0|4-7|secondary|1|1|2015.0|0.0|Apartment|0.0|25984.0|1|0|0| zygmunta augusta|śródmieście|gdynia|54.520471|18.540307
Przestronne mieszkanie przy lesie, 18M2 piwnica|63.9|3.0|1-3|secondary|0|0|1996.0|1.0|Apartment|1.0|12504.0|0|0|0| elewów|matarnia|gdansk|54.379762|18.505167
Mieszkanie - Gdańsk Przymorze|46.0|2.0|8+|secondary|0|1|1974.0|0.0|Apartment|1.0|13870.0|1|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
Apartament wysoki standard Rivus Gdynia Orłowo|66.0|3.0|1-3|secondary|1|1|2017.0|0.0|Apartment|1.0|2271.0|1|0|0| bernadowska|orłowo|gdynia|54.475629|18.552093
Mieszkanie do remontu w Centrum Gdyni! Idealna inwestycja!|37.0|2.0|4-7|secondary|0|0|1950.0|0.0|Apartment|0.0|7568.0|0|0|0| null|śródmieście|gdynia|54.5198415|18.538188
Mieszkanie - Gdańsk Suchanino|4.0|2.0|0|secondary|0|0|1975.0|0.0|Apartment|1.0|12833.0|1|0|0| karola kurpińskiego|suchanino|gdansk|54.352438|18.6011
Mieszkanie - Gdańsk Zaspa|48.0|2.0|1-3|secondary|0|1|1970.0|0.0|Apartment|0.0|13859.0|1|0|0| kombatantów|zaspa|gdansk|54.397681|18.609269
Zadbane i umeblowane|41.8|2.0|1-3|secondary|1|1|2016.0|0.0|Apartment|1.0|1193.0|1|0|0| zeusa|ujeścisko-łostowice|gdansk|54.304161|18.569313
